match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_interceptionWon,stat_fouls,stat_expectedGoalsOnTarget,stat_accurateCross,stat_challengeLost,stat_keyPass,stat_totalContest,stat_wonContest,stat_errorLeadToAShot,captain,stat_bigChanceCreated,stat_hitWoodwork,player_sofascoreId,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox
14109661,home,Gaziantep FK,Mohamed Bayo,mohamed-bayo,M. Bayo,F,9,188.0,4449,M,909318,EUR,896918400,F,9,9,False,11.0,8.0,,,0.0,5.0,5.0,6.0,1.0,1.0,,3.0,,,,,90.0,31.0,5.3,13.0,0.00169937,,5,,-0.18,-1.0,-0.02,,,,3.0,,2.0,7.0,2.0,,,,5.0,1.0017,-0.51,4.0,1.0,2.0,,,,0.5985,,,1.0,1.0,,,,,,mohamedbayo27,1.0,,
14109661,home,Gaziantep FK,Drissa Camara,drissa-camara,D. Camara,M,3,179.0,601,M,958167,EUR,1013990400,M,3,3,True,31.0,27.0,3.0,2.0,1.0,6.0,6.0,25.0,1.0,11.0,,2.0,4.0,,,,60.0,60.0,7.2,11.0,0.0974614,,6,,0.28,-0.55,-0.06,,,,21.0,1.0,2.0,5.0,3.0,,,,5.0,0.2576,-0.53,1.0,1.0,2.0,,,,0.0257,1.0,1.0,2.0,7.0,6.0,,,,,,,,
14109661,home,Gaziantep FK,Christophe Lungoyi,christophe-lungoyi,C. Lungoyi,F,11,180.0,197,M,883355,EUR,962668800,F,11,11,True,13.0,11.0,,,0.0,2.0,2.0,11.0,,4.0,,,1.0,,,,60.0,29.0,8.0,10.0,0.154652,,2,,0.35,0.19,-0.01,,,,9.0,2.0,1.0,6.0,1.0,,,,2.0,0.076,0.53,3.0,1.0,,1.0,,,0.5538,1.0,,1.0,5.0,3.0,,,,,,,,
14109661,home,Gaziantep FK,Juninho Bacuna,juninho-bacuna,J. Bacuna,M,4,178.0,542,M,788971,EUR,870912000,M,7,7,True,5.0,5.0,,,0.0,1.0,1.0,4.0,,,,1.0,,,,,8.0,6.0,6.6,,0.00412079,,0,,0.1,0.02,0.13,,,,4.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
14109661,home,Gaziantep FK,Zafer Görgen,zafer-gorgen,Z. Görgen,G,20,188.0,71,M,930907,EUR,951091200,G,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109661,home,Gaziantep FK,Rob Nizet,rob-nizet,R. Nizet,D,,177.0,74,M,964758,EUR,1018742400,D,38,38,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109661,home,Gaziantep FK,Semih Güler,semih-guler,S. Güler,D,6,184.0,112,M,325155,EUR,786153600,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109661,home,Gaziantep FK,Berke Özçelik,berke-ozcelik,B. Özçelik,M,25,,8,M,2285777,EUR,1187308800,M,25,25,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Berke,Özçelik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109661,home,Gaziantep FK,Ogün Özçiçek,ogun-ozcicek,O. Özçiçek,M,61,172.0,50,M,859783,EUR,917136000,M,61,61,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109661,home,Gaziantep FK,Badou Ndiaye,badou-ndiaye,B. Ndiaye,M,,180.0,427,M,228342,EUR,656985600,M,5,5,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109661,home,Gaziantep FK,Ali Osman Kalın,kaln-ali-osman,A. O. Kalın,F,26,,15,M,2161813,EUR,1206230400,F,26,26,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109661,away,Samsunspor,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187.0,289,M,190179,EUR,806803200,G,1,1,False,27.0,9.0,25.0,7.0,0.0,2.0,4.0,23.0,,,1.0,6.0,,5.0,,,90.0,36.0,6.4,18.0,0.00124682,0.4482,0,0.3364,0.03,-0.02,-0.17,0.39,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0
14109661,away,Samsunspor,Zeki Yavru,zeki-yavru,Z. Yavru,D,18,178.0,204,M,140735,EUR,684028800,D,18,18,False,16.0,12.0,4.0,2.0,0.0,3.0,3.0,13.0,2.0,8.0,3.0,1.0,1.0,,,,90.0,46.0,6.8,13.0,0.061874,,1,,0.05,0.04,-0.33,,,,9.0,9.0,,4.0,1.0,,6.0,4.0,,0.0387,0.0,1.0,,,,1.0,1.0,,2.0,3.0,1.0,,,,True,,1.0,,,,
14109661,away,Samsunspor,Ľubomír Šatka,ubomir-satka,Ľ. Šatka,D,37,185.0,293,M,187231,EUR,817862400,D,37,37,False,11.0,10.0,,,1.0,7.0,8.0,3.0,1.0,3.0,1.0,1.0,,,,,45.0,15.0,6.8,2.0,0.224096,,0,,0.25,0.02,-0.11,,,,3.0,,1.0,1.0,,,2.0,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
14109661,away,Samsunspor,Rick Van Drongelen,rick-van-drongelen,R. V. Drongelen,D,4,185.0,366,M,803023,EUR,914112000,D,4,4,False,23.0,15.0,6.0,2.0,0.0,13.0,15.0,8.0,1.0,4.0,9.0,8.0,,,,,90.0,49.0,8.3,10.0,0.00085005,,2,,0.09,0.05,0.76,,,,2.0,,2.0,3.0,1.0,4.0,3.0,2.0,2.0,0.1063,0.49,,1.0,,1.0,2.0,1.0,0.7573,,,,,,,,,,,,,
14109661,away,Samsunspor,Logi Tomasson,logi-tomasson,L. Tómasson,D,17,182.0,205,M,858266,EUR,968803200,D,17,17,False,18.0,13.0,4.0,1.0,0.0,5.0,5.0,13.0,,,2.0,3.0,,,,,90.0,26.0,6.5,7.0,0.0142648,,0,,0.05,0.15,0.27,,,,8.0,,2.0,3.0,,1.0,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,
14109661,away,Samsunspor,Yunus Emre Çift,yunus-emre-cift,Y. E. Çift,D,55,185.0,119,M,1063325,EUR,1062374400,M,55,55,False,21.0,16.0,3.0,3.0,0.0,6.0,8.0,13.0,3.0,3.0,2.0,4.0,,,,,78.0,27.0,6.6,6.0,0.00777743,,0,,0.25,0.05,-0.28,,Yunus Cift,,10.0,,,7.0,,1.0,,,1.0,,,,,,,2.0,4.0,,,3.0,,,,,,,,,,,
14109661,away,Samsunspor,Tanguy Coulibaly,tanguy-coulibaly,T. Coulibaly,M,70,180.0,476,M,954060,EUR,982454400,M,70,70,False,10.0,8.0,,,0.0,1.0,2.0,8.0,,2.0,,2.0,1.0,,,,45.0,17.0,6.0,5.0,0.00411442,,1,,-0.05,0.07,-0.1,,,,7.0,,,7.0,1.0,,1.0,,1.0,0.056,-0.3,,,,,,6.0,,,,,2.0,,,,,,,,,
14109661,away,Samsunspor,Carlo Holse,carlo-holse,C. Holse,M,21,177.0,633,M,837012,EUR,928281600,M,21,21,False,23.0,17.0,1.0,,0.0,9.0,10.0,13.0,3.0,7.0,,2.0,1.0,,,,88.0,30.0,6.3,7.0,0.0287961,,0,,0.01,0.15,-0.31,,,,8.0,,1.0,7.0,,,3.0,1.0,,,,1.0,,,,1.0,1.0,,,5.0,2.0,,,,,,,,,,
14109661,away,Samsunspor,Olivier Ntcham,olivier-ntcham,O. Ntcham,M,10,180.0,801,M,352676,EUR,823824000,M,10,10,False,31.0,22.0,5.0,,0.0,6.0,9.0,22.0,2.0,3.0,2.0,6.0,,,,,90.0,42.0,6.5,11.0,0.0216722,,2,,-0.08,-0.19,-0.07,,,,16.0,,,4.0,1.0,,,,,0.0758,-0.2,,1.0,,,1.0,2.0,0.197,,,1.0,3.0,1.0,,,,,,,,
14109661,away,Samsunspor,Anthony Musaba,anthony-musaba,A. Musaba,F,20,182.0,2507,M,979473,EUR,976060800,M,7,7,False,15.0,7.0,3.0,,0.0,3.0,4.0,11.0,2.0,7.0,,7.0,,,,,66.0,26.0,7.0,12.0,0.00194664,,2,,-0.17,0.41,0.13,,,,4.0,,1.0,4.0,1.0,,4.0,3.0,2.0,0.0595,-0.25,,,1.0,,,,,,1.0,,3.0,1.0,,,,,,,,
14109661,away,Samsunspor,Cherif Ndiaye,ndiaye-cherif,C. Ndiaye,F,19,188.0,6602,M,868268,EUR,822355200,F,19,19,False,3.0,3.0,,,0.0,,,3.0,1.0,1.0,,,,,,,50.0,10.0,6.2,3.0,0.00356377,,1,,-0.04,0.01,-0.02,,,,3.0,,1.0,5.0,,,,,2.0,0.5955,0.51,1.0,1.0,,1.0,,3.0,0.9296,,,,,,,,,,,,,
14109661,away,Samsunspor,Toni Borevković,toni-borevkovic,T. Borevković,D,24,194.0,271,M,886843,EUR,866592000,D,24,24,True,2.0,2.0,,,0.0,,,2.0,1.0,1.0,6.0,,,,,,45.0,10.0,6.6,,0.00050529,,0,,0.01,,0.23,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
14109661,away,Samsunspor,Marius Mouandilmadji,marius-mouandilmadji,M. Mouandilmadji,F,9,190.0,1399,M,943593,EUR,885427200,F,9,9,True,12.0,5.0,2.0,1.0,0.0,,,12.0,7.0,8.0,1.0,,,,,,45.0,17.0,6.9,9.0,0.00771648,,0,,-0.06,0.03,-0.01,,,,5.0,,2.0,7.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,2.0,,,2.0,,,,,,,,,,,
14109661,away,Samsunspor,Soner Gönül,soner-gonul,S. Gönül,D,28,177.0,50,M,867727,EUR,865987200,D,28,28,True,7.0,4.0,,,0.0,1.0,3.0,4.0,,2.0,1.0,,1.0,,,,24.0,12.0,6.4,3.0,0.00520961,,0,,-0.07,0.0,-0.17,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14109661,away,Samsunspor,Celil Yüksel,celil-yuksel,C. Yüksel,M,5,165.0,83,M,806972,EUR,883612800,M,5,5,True,3.0,1.0,1.0,,0.0,,1.0,2.0,1.0,1.0,2.0,1.0,,,,,12.0,9.0,6.6,3.0,0.00117534,,0,,0.01,,0.13,,,,1.0,,1.0,3.0,,,,,1.0,,,,,,,2.0,,,,2.0,,,,,,,,,,,
14109661,away,Samsunspor,Antoine Makoumbou,antoine-makoumbou,A. Makoumbou,M,29,186.0,539,M,920391,EUR,900720000,M,29,29,True,4.0,4.0,,,0.0,,,4.0,,,,,,,,,2.0,7.0,,2.0,0.015165,,0,,,,,,,,4.0,,,2.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,
14109661,away,Samsunspor,Albert Posiadała,albert-posiadala,A. Posiadała,G,22,191.0,262,M,1164914,EUR,1046131200,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Albert Posiadala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109661,away,Samsunspor,Efe Berat Törüz,efe-berat-toruz,E. B. Törüz,G,48,194.0,38,M,1417040,EUR,1157673600,G,48,48,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Efe Berat Törüz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109661,away,Samsunspor,Josafat Mendes,josafat-mendes,J. Mendes,D,2,177.0,395,M,1133258,EUR,1041292800,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109661,away,Samsunspor,Eyüp Aydın,eyup-aydin,E. Aydın,M,5,181.0,1623,M,1130115,EUR,1091404800,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109661,away,Samsunspor,Polat Yaldır,polat-yaldir,P. Yaldir,F,,184.0,44,M,1135583,EUR,1053129600,F,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Polat Yaldir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
