match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_outfielderBlock,captain,stat_keyPass,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
11453091,home,Al-Okhdood,Paulo Vítor,,,paulo-vitor,P. Vítor,G,1,195.0,133,M,861003,EUR,596073600,G,1,1,False,33.0,10.0,28.0,6.0,5.0,10.0,5.0,23.0,1.0,1.0,17.0,2.0,3.0,4.0,90.0,45.0,7.5,23.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11453091,home,Al-Okhdood,Hussain Al Zabdani,Hussain Al Zabdani,,hussain-al-zabdani,H. A. Zabdani,D,8,183.0,18,M,1521661,EUR,797904000,D,8,8,False,33.0,22.0,1.0,,14.0,18.0,9.0,18.0,2.0,5.0,5.0,,,,90.0,53.0,6.7,17.0,1,3.0,1.0,2.0,8.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,
11453091,home,Al-Okhdood,Saeed Al-Rabiei,,,saeed-al-rabiei,S. Al-Rabiei,D,4,187.0,32,M,954639,EUR,746841600,D,4,4,False,36.0,31.0,1.0,,27.0,28.0,4.0,8.0,3.0,5.0,4.0,,,,90.0,46.0,7.0,7.0,0,,,2.0,3.0,,,,,,4.0,,1.0,,2.0,1.0,1.0,,,,,,,,,,
11453091,home,Al-Okhdood,Solomon Kvirkvelia,,,solomon-kvirkvelia,S. Kvirkvelia,D,,196.0,258,M,95636,EUR,697334400,D,5,5,False,47.0,38.0,12.0,7.0,32.0,36.0,6.0,11.0,,,2.0,,,,90.0,58.0,6.8,10.0,0,,,5.0,7.0,,,,,,7.0,1.0,,,1.0,,2.0,,,,,,,,,,
11453091,home,Al-Okhdood,Andrei Burcă,,,andrei-burca,A. Burcă,D,33,188.0,560,M,846999,EUR,734832000,D,3,3,False,53.0,39.0,9.0,1.0,30.0,35.0,11.0,22.0,1.0,2.0,5.0,,,,90.0,76.0,7.9,20.0,2,4.0,2.0,,,,,1.0,1.0,,3.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,
11453091,home,Al-Okhdood,Florin Tănase,,,florin-tanase,F. Tănase,M,10,185.0,1396,M,537032,EUR,788745600,M,10,10,False,19.0,18.0,2.0,2.0,8.0,8.0,11.0,13.0,1.0,2.0,,,,,54.0,24.0,6.5,4.0,0,2.0,1.0,1.0,4.0,,1.0,2.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,
11453091,home,Al-Okhdood,Juan Pedroza,,,juan-pedroza,J. Pedroza,M,18,176.0,186,M,972585,EUR,923529600,M,18,18,False,51.0,40.0,5.0,,24.0,27.0,16.0,25.0,1.0,6.0,4.0,,,,90.0,69.0,7.0,14.0,4,1.0,,,2.0,2.0,,1.0,1.0,2.0,,,1.0,1.0,,3.0,,2.0,,,,1.0,,,,,
11453091,home,Al-Okhdood,Eid Al Muwallad,Eid Al Muwallad,,eid-al-muwallad,E. A. Muwallad,M,14,175.0,194,M,1521467,EUR,1008288000,M,6,6,False,50.0,47.0,2.0,1.0,39.0,40.0,8.0,10.0,,1.0,5.0,,,,90.0,54.0,6.7,3.0,0,,,1.0,4.0,1.0,,,,,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,
11453091,home,Al-Okhdood,Saleh Al-Harthi,Saleh Al-Harthi,,saleh-al-harthi,S. Al-Harthi,M,20,167.0,13,M,1182099,EUR,808012800,M,7,7,False,15.0,13.0,,,7.0,7.0,6.0,8.0,,6.0,2.0,,,,60.0,32.0,6.6,5.0,0,,,,5.0,1.0,1.0,2.0,1.0,,1.0,,3.0,1.0,1.0,2.0,3.0,,,,,,,,,,
11453091,home,Al-Okhdood,Saviour Godwin,,,saviour-godwin,S. Godwin,M,77,170.0,248,M,359650,EUR,840672000,F,99,99,False,18.0,16.0,,,6.0,8.0,10.0,10.0,,2.0,2.0,,,,90.0,27.0,6.6,7.0,1,,,3.0,9.0,2.0,,1.0,,1.0,,,1.0,1.0,4.0,1.0,3.0,,,,1.0,,,,,,
