match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_interceptionWon,player_firstName,player_lastName,stat_totalCross,stat_challengeLost,stat_accurateCross,stat_outfielderBlock,stat_wasFouled,stat_keyPass,stat_blockedScoringAttempt,stat_expectedGoals,player_sofascoreId,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_errorLeadToAShot,stat_bigChanceMissed
12448411,home,Almere City FC,Nordin Bakker,nordin-bakker,N. Bakker,G,31,196.0,132,M,945955,EUR,878256000,G,1,1,False,True,42.0,16.0,38.0,13.0,0.0,4.0,6.0,12.0,36.0,3.0,11.0,1.0,5.0,7.0,1.0,2.0,2.0,90.0,55.0,7.5,26.0,0.01032,0,-1.4233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448411,home,Almere City FC,Hamdi Akujobi,hamdi-akujobi,H. Akujobi,D,,175.0,76,M,983662,EUR,948326400,D,20,20,False,,19.0,17.0,1.0,,0.0,8.0,8.0,9.0,11.0,2.0,2.0,,,,,,,90.0,29.0,5.9,6.0,0.0181434,0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12448411,home,Almere City FC,Joey Jacobs,joey-jacobs,J. Jacobs,D,3,183.0,24,M,930838,EUR,955324800,D,3,3,False,,26.0,17.0,8.0,2.0,0.0,14.0,18.0,3.0,8.0,5.0,4.0,,,,,,,90.0,38.0,6.1,11.0,0.00696106,0,,1.0,2.0,,,,1.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12448411,home,Almere City FC,Ricardo Visus,ricardo-visus,R. Visus,D,14,192.0,119,M,1046322,EUR,988070400,D,4,4,False,,21.0,17.0,2.0,1.0,0.0,12.0,13.0,5.0,9.0,2.0,4.0,,,,,,,55.0,26.0,6.2,6.0,0.00258104,0,,3.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,,,Ricardo Visus,,1.0,,,,,,,,,,,,,,,,,
12448411,home,Almere City FC,James Lawrence,james-lawrence,J. Lawrence,D,4,188.0,53,M,193462,EUR,714441600,D,15,15,False,,15.0,12.0,,,0.0,6.0,7.0,6.0,8.0,3.0,3.0,,,,,,,56.0,31.0,6.4,4.0,0.00346552,0,,3.0,1.0,,,,1.0,1.0,,1.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,
12448411,home,Almere City FC,Vasilios Zagaritis,vassilis-zagaritis,V. Zagaritis,D,19,178.0,227,M,1064426,EUR,988934400,D,14,14,False,,24.0,13.0,2.0,,0.0,6.0,9.0,8.0,20.0,1.0,6.0,,,,,,,90.0,55.0,7.0,24.0,0.0445009,0,,7.0,15.0,2.0,3.0,3.0,2.0,2.0,6.0,,4.0,6.0,4.0,,,5.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,
12448411,home,Almere City FC,Anas Tahiri,anas-tahiri,A. Tahiri,M,19,179.0,260,M,544156,EUR,800496000,M,8,8,False,,28.0,20.0,2.0,2.0,0.0,6.0,7.0,14.0,21.0,,4.0,,,,,,,90.0,38.0,6.5,10.0,0.0243554,1,,2.0,2.0,,1.0,1.0,1.0,,2.0,,,,1.0,,,,2.0,,,,1.0,1.0,0.0411,,,,,,,,,,
12448411,home,Almere City FC,Jochem Ritmeester van de Kamp,jochem-ritmeester-van-de-kamp,J. R. v. d. Kamp,M,39,177.0,175,M,1157777,EUR,1067731200,M,5,5,False,,18.0,18.0,3.0,3.0,0.0,7.0,7.0,11.0,11.0,,,,,,,,,90.0,31.0,6.5,2.0,0.00804178,0,,7.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,,2.0,Jochem van de Kamp,,,,,,,,,,,,,,,,,,,
12448411,home,Almere City FC,Thom Haye,thom-haye,T. Haye,M,33,187.0,10984,M,149666,EUR,792288000,M,19,19,False,,30.0,18.0,10.0,5.0,0.0,6.0,8.0,12.0,22.0,1.0,7.0,,,,,,,81.0,39.0,6.5,14.0,0.0696905,2,,6.0,3.0,,,,2.0,2.0,2.0,2.0,,1.0,,,,,4.0,,,,1.0,,0.0543,thomhaye,1.0,1.0,0.0217,,,,,,
12448411,home,Almere City FC,Kornelius Normann,kornelius-hansen,K. Hansen,M,11,175.0,64,M,989864,EUR,989107200,F,17,17,False,,10.0,6.0,,,0.0,,1.0,6.0,9.0,,3.0,,,,,,,65.0,17.0,7.1,9.0,0.015126,1,,4.0,1.0,2.0,1.0,,,,2.0,,1.0,1.0,,,,,,,,,2.0,,0.4937,,,1.0,0.867,1.0,1.0,,,,
