match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_outfielderBlock,stat_totalOffside,captain,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_hitWoodwork,player_sofascoreId,stat_penaltyWon,stat_bigChanceMissed,player_firstName,player_lastName,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
12117314,home,Internacional,Sergio Rochet,sergio-rochet,S. Rochet,G,1,190,2554,M,581060,EUR,732844800,G,1,1,False,28.0,19.0,15.0,7.0,0.0,15.0,18.0,4.0,10.0,11.0,1.0,90.0,34.0,6.6,9.0,0.00095923,0,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117314,home,Internacional,Bruno Gomes,bruno-gomes,B. Gomes,D,15,175,903,M,995071,EUR,986342400,D,15,15,False,44.0,34.0,7.0,5.0,1.0,18.0,18.0,16.0,27.0,3.0,,90.0,86.0,7.3,22.0,0.0911466,3,,1.0,1.0,1.0,6.0,7.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0809,1.0,,,,,,,,,,,,,,,,,,,,,
12117314,home,Internacional,Agustín Rogel,agustin-rogel,A. Rogel,D,3,190,476,M,875293,EUR,877046400,D,18,18,False,37.0,31.0,7.0,2.0,0.0,23.0,27.0,8.0,10.0,2.0,,90.0,44.0,6.4,7.0,0.00182381,0,,,1.0,1.0,4.0,1.0,,,,,,4.0,1.0,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,
12117314,home,Internacional,Vitão,vitao,Vitão,D,44,185,3503,M,876625,EUR,949449600,D,44,44,False,41.0,38.0,5.0,3.0,0.0,28.0,30.0,10.0,11.0,,,90.0,53.0,7.0,3.0,0.0023429,0,,,,,1.0,3.0,,,,,,7.0,,3.0,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
12117314,home,Internacional,Alexandro Bernabei,alexandro-bernabei,A. Bernabei,D,26,169,2144,M,989200,EUR,969753600,D,26,26,False,46.0,40.0,5.0,5.0,0.0,21.0,23.0,19.0,28.0,4.0,,90.0,73.0,6.9,16.0,0.0203507,0,,5.0,,1.0,5.0,6.0,,3.0,1.0,,,1.0,2.0,3.0,1.0,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,
12117314,home,Internacional,Bruno Henrique,bruno-henrique,B. Henrique,M,8,180,899,M,345113,EUR,624931200,M,8,8,False,24.0,19.0,3.0,1.0,0.0,9.0,10.0,10.0,14.0,1.0,,63.0,27.0,6.4,7.0,0.00352649,0,,,1.0,,3.0,1.0,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
12117314,home,Internacional,Fernando,fernando-reges,Fernando,M,,183,1104,M,41837,EUR,554169600,M,5,5,False,50.0,46.0,2.0,1.0,0.0,28.0,30.0,18.0,20.0,7.0,,83.0,56.0,6.7,5.0,0.00989673,0,,,,1.0,3.0,3.0,,,,,,1.0,2.0,2.0,1.0,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,
12117314,home,Internacional,Bruno Tabata,bruno-tabata,B. Tabata,M,17,175,1114,M,845433,EUR,859680000,M,17,17,False,25.0,17.0,1.0,,0.0,3.0,7.0,14.0,20.0,1.0,,62.0,39.0,6.5,13.0,0.0454255,0,,2.0,,1.0,4.0,3.0,1.0,2.0,,,,,2.0,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
12117314,home,Internacional,Alan Patrick,alan-patrick,A. Patrick,M,10,177,6630,M,124997,EUR,674092800,M,10,10,False,42.0,38.0,2.0,2.0,0.0,9.0,11.0,31.0,36.0,3.0,,83.0,63.0,8.0,12.0,0.280758,1,,5.0,,,4.0,6.0,3.0,4.0,3.0,,,,,1.0,1.0,1.0,2.0,,0.7884,6.0,,,,True,2.0,1.0,1.0,0.8423,,,,,,,,,,,,,
12117314,home,Internacional,Wesley Ribeiro,wesley,W. Ribeiro,M,21,175,1823,M,985766,EUR,922752000,M,21,21,False,48.0,40.0,3.0,3.0,0.0,14.0,15.0,28.0,35.0,5.0,,90.0,75.0,9.4,11.0,0.927707,3,,2.0,,2.0,3.0,12.0,1.0,6.0,6.0,2.0,,,3.0,1.0,1.0,2.0,3.0,1.0,0.1772,5.0,1.0,,,,2.0,1.0,1.0,0.1891,1.0,1.0,,,,,,,,,,,
