match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,stat_goalAssist,stat_penaltyConceded,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_bigChanceMissed,stat_punches,stat_errorLeadToAGoal,stat_penaltyWon
11352374,home,Manchester United,André Onana,,,andre-onana,A. Onana,G,24,190,53850,M,AndréOnana24,787498,EUR,828403200,G,24,24,False,31.0,18.0,14.0,1.0,18.0,19.0,12.0,1.0,1.0,1.0,7.0,3.0,1.0,6.0,90.0,41.0,7.5,14.0,6.054e-05,0,0.8496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352374,home,Manchester United,Diogo Dalot,,,diogo-dalot,D. Dalot,M,2,184,22996,M,DDalot,843200,EUR,921715200,D,20,20,False,41.0,37.0,3.0,2.0,25.0,28.0,14.0,7.0,1.0,1.0,6.0,,,,90.0,58.0,7.4,5.0,0.172179,0,,13.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11352374,home,Manchester United,Willy Kambwala,Willy Kambwala,,kambwala-willy,W. Kambwala,D,5,192,2163,M,,1136721,EUR,1093392000,D,53,53,False,36.0,29.0,5.0,2.0,27.0,30.0,6.0,3.0,,,1.0,,,,90.0,46.0,6.4,8.0,0.00024669,0,,2.0,,,1.0,1.0,,,2.0,,2.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
11352374,home,Manchester United,Harry Maguire,,,harry-maguire,H. Maguire,D,5,194,28057,M,harrymaguire93,149380,EUR,731289600,D,5,5,False,58.0,42.0,9.0,3.0,36.0,43.0,15.0,10.0,,,5.0,,,,90.0,77.0,7.2,17.0,0.00207762,1,,6.0,,,5.0,3.0,,,8.0,1.0,1.0,4.0,3.0,1.0,,,,2.0,1.0,1.0,0.023,,,,,,,,,,,,
11352374,home,Manchester United,Aaron Wan-Bissaka,,,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183,18282,M,awbissaka,863653,EUR,880502400,D,29,29,False,28.0,24.0,3.0,2.0,12.0,14.0,14.0,3.0,2.0,1.0,4.0,,,,90.0,49.0,6.7,7.0,0.0241788,0,,12.0,,,,3.0,,,3.0,2.0,1.0,2.0,,,2.0,2.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,
11352374,home,Manchester United,Casemiro,,,casemiro,Casemiro,M,18,185,86039,M,Casemiro,122951,EUR,698803200,M,18,18,False,52.0,36.0,5.0,,14.0,25.0,27.0,5.0,,,9.0,,,,90.0,70.0,7.2,16.0,0.0191259,1,,22.0,,,1.0,6.0,3.0,,6.0,2.0,1.0,4.0,4.0,,1.0,,1.0,2.0,,1.0,0.2277,,,,,,,,,,,,
11352374,home,Manchester United,Kobbie Mainoo,Kobbie,Mainoo,kobbie-mainoo,K. Mainoo,M,37,180,53174,M,KobbieM,1142175,EUR,1113868800,M,37,37,False,18.0,14.0,,,9.0,11.0,7.0,8.0,3.0,2.0,3.0,,,,85.0,36.0,7.8,9.0,0.00746554,1,,5.0,,,,3.0,,,,2.0,1.0,5.0,3.0,1.0,,4.0,,2.0,,,0.0548,,,1.0,1.0,0.4682,,,,,,,
11352374,home,Manchester United,Alejandro Garnacho,,,alejandro-garnacho,A. Garnacho,F,49,180,138483,M,AleGarnacho,1135873,EUR,1088640000,M,17,17,False,13.0,10.0,,,6.0,6.0,9.0,2.0,1.0,,2.0,,,,80.0,26.0,6.6,8.0,0.0150054,3,,4.0,2.0,,,4.0,1.0,,,,2.0,2.0,1.0,,,1.0,1.0,,1.0,,0.1289,,,1.0,,0.0505,2.0,1.0,,,,,
11352374,home,Manchester United,Bruno Fernandes,,,bruno-fernandes,B. Fernandes,M,8,179,235526,M,BrunoFernandes,288205,EUR,778982400,M,8,8,False,40.0,30.0,8.0,4.0,11.0,15.0,30.0,6.0,1.0,,6.0,,,,90.0,65.0,7.4,18.0,0.255183,2,,20.0,5.0,1.0,,5.0,2.0,,5.0,,,3.0,2.0,3.0,1.0,1.0,,1.0,1.0,,0.2081,,,2.0,1.0,0.5841,,1.0,True,1.0,,,
11352374,home,Manchester United,Marcus Rashford,,,marcus-rashford,M. Rashford,M,14,185,357139,M,Rashford,814590,EUR,878256000,M,10,10,False,21.0,17.0,5.0,2.0,5.0,5.0,18.0,5.0,4.0,2.0,2.0,,,,66.0,43.0,6.5,15.0,0.0131391,0,,12.0,2.0,,1.0,8.0,,,3.0,,,2.0,2.0,,,5.0,1.0,3.0,2.0,,,,,,,,,1.0,,,,,
