match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_expectedGoals,stat_shotValueNormalized,stat_fouls,player_sofascoreId,stat_challengeLost,stat_wonContest,stat_onTargetScoringAttempt,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceCreated,captain,stat_outfielderBlock,stat_interceptionWon,stat_totalOffside,stat_crossNotClaimed,stat_punches,stat_goals
14053643,home,PSV Eindhoven,Matěj Kovář,,,matej-kovar,M. Kovář,G,32,196.0,2094,M,927366,EUR,958521600,G,32,32,False,36.0,31.0,9.0,4.0,0.0,30.0,34.0,1.0,2.0,1.0,1.0,11.0,1.0,1.0,2.0,2.0,1.0,1.0,90.0,49.0,7.3,5.0,0.00045169,0.2969,0,-0.1749,0.04,0.02,-0.03,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053643,home,PSV Eindhoven,Kiliann Sildillia,,,kiliann-sildillia,K. Sildillia,D,25,186.0,664,M,1014222,EUR,1021507200,D,25,25,False,58.0,52.0,7.0,4.0,0.0,14.0,17.0,38.0,41.0,3.0,2.0,6.0,1.0,,,,,,90.0,85.0,6.6,18.0,0.0520362,,2,,0.36,0.19,-0.3,,6.0,1.0,2.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3943,-0.4,,,,,,,,,,,,,,,,,
14053643,home,PSV Eindhoven,Ryan Flamingo,Ryan Flamingo,,ryan-flamingo,R. Flamingo,D,6,186.0,1610,M,1046960,EUR,1041292800,D,6,6,False,55.0,52.0,3.0,3.0,0.0,25.0,25.0,27.0,30.0,,1.0,5.0,,,,,,,74.0,58.0,6.0,3.0,0.0167721,,1,,0.15,0.08,-0.48,,,,1.0,,3.0,,,,1.0,,,0.0358,-0.04,2.0,,,,,,,,,,,,,,,,
14053643,home,PSV Eindhoven,Yarek Gasiorowski,Yarek Gasiorowski,,gasiorowski-yarek,Y. Gasiorowski,D,3,190.0,1668,M,1184317,EUR,1105488000,D,3,3,False,44.0,38.0,2.0,,0.0,19.0,22.0,19.0,22.0,,,3.0,,,,,,,45.0,47.0,6.3,6.0,0.0142138,,0,,0.11,0.04,-0.18,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
14053643,home,PSV Eindhoven,Sergiño Dest,,,sergino-dest,S. Dest,D,8,173.0,6149,M,906021,EUR,973209600,D,8,8,False,61.0,57.0,2.0,1.0,0.0,14.0,14.0,43.0,47.0,13.0,1.0,9.0,4.0,,,,,,90.0,101.0,7.2,15.0,0.0779332,,2,,0.39,0.26,-0.32,,4.0,,,1.0,7.0,1.0,8.0,,1.0,,4.0,0.0518,-0.16,1.0,sergino,1.0,4.0,1.0,1.0,2.0,0.0201,1.0,,,,,,,,
14053643,home,PSV Eindhoven,Guus Til,,,guus-til,G. Til,M,20,183.0,2283,M,845798,EUR,882748800,M,20,20,False,25.0,22.0,,,0.0,6.0,6.0,16.0,19.0,2.0,1.0,4.0,,,,,,,83.0,34.0,6.4,5.0,0.628132,,1,,0.22,0.01,-0.02,,1.0,1.0,3.0,1.0,6.0,1.0,1.0,,,,1.0,0.1103,-0.42,,,1.0,,1.0,1.0,,0.5451,2.0,1.0,,,,,,,
14053643,home,PSV Eindhoven,Jerdy Schouten,,,jerdy-schouten,J. Schouten,M,22,185.0,1247,M,844234,EUR,853027200,M,22,22,False,63.0,61.0,1.0,1.0,0.0,14.0,14.0,47.0,49.0,4.0,2.0,2.0,,,,,,,90.0,77.0,7.6,4.0,0.179893,,1,,0.44,0.23,0.16,,,,,1.0,,,,,1.0,,3.0,0.0378,-0.07,,,,,,1.0,2.0,,2.0,,True,1.0,1.0,,,,
14053643,home,PSV Eindhoven,Ismael Saibari,,,ismael-saibari,I. Saibari,M,34,185.0,23473,M,1063767,EUR,980640000,M,34,34,False,50.0,44.0,,,0.0,9.0,10.0,35.0,40.0,3.0,,3.0,,,,,,,90.0,70.0,6.5,13.0,0.288051,,5,,0.3,0.49,-0.1,,1.0,,1.0,,6.0,2.0,4.0,2.0,3.0,1.0,,0.3819,-0.58,1.0,ismaelsaibari,1.0,3.0,1.0,,2.0,0.187,3.0,,,,,,,,
14053643,home,PSV Eindhoven,Dennis Man,,,dennis-man,D. Man,M,27,182.0,10418,M,812145,EUR,904089600,F,27,27,False,25.0,22.0,1.0,1.0,0.0,5.0,6.0,17.0,19.0,4.0,,2.0,2.0,,,,,,45.0,35.0,6.9,7.0,0.0392311,,0,,0.24,0.12,0.0,,,,,,4.0,1.0,5.0,,,,,,,,dennisman,,2.0,,,,,,,,,,,,,
14053643,home,PSV Eindhoven,Ivan Perišić,,,ivan-perisic,I. Perišić,M,5,187.0,17408,M,38710,EUR,602380800,F,5,5,False,32.0,27.0,1.0,1.0,0.0,3.0,3.0,24.0,29.0,3.0,,1.0,,,,,,,90.0,55.0,6.5,19.0,0.154309,,3,,0.02,0.3,-0.01,,14.0,1.0,,2.0,5.0,,1.0,1.0,,2.0,1.0,0.3504,0.1,4.0,ivanperisic444,,,1.0,1.0,,0.4964,2.0,,,,,,,,
