match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_dispossessed,stat_interceptionWon,player_firstName,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_wonContest,stat_blockedScoringAttempt,stat_totalOffside,stat_hitWoodwork,player_sofascoreId,stat_bigChanceCreated,stat_goodHighClaim
11450107,home,Kayserispor,Bilal Bayazit,bilal-bayazit,B. Bayazit,G,25,185,235,M,825850,EUR,923529600,G,25,25,False,39.0,28.0,15.0,4.0,27.0,31.0,1.0,8.0,8.0,1.0,1.0,90.0,47.0,6.9,11.0,0.00029577,0,0.0491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450107,home,Kayserispor,Gökhan Sazdağı,gokhan-sazdagi,G. Sazdağı,D,25,179,949,M,595396,EUR,780019200,D,11,11,False,35.0,25.0,6.0,4.0,15.0,19.0,11.0,21.0,4.0,,,90.0,79.0,7.3,20.0,0.160683,1,,True,5.0,1.0,1.0,3.0,7.0,8.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,0.0183,1.0,,,,,,,,,,,,,
11450107,home,Kayserispor,Julian Jeanvier,julian-jeanvier,J. Jeanvier,D,,183,619,M,250477,EUR,702000000,D,92,92,False,66.0,51.0,14.0,5.0,39.0,45.0,12.0,21.0,6.0,,,90.0,74.0,6.9,16.0,0.00313376,0,,,,,3.0,2.0,5.0,4.0,1.0,,,2.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,
11450107,home,Kayserispor,Arif Kocaman,kocaman-arif,A. Kocaman,D,43,184,69,M,1173638,EUR,1063497600,D,54,54,False,50.0,44.0,6.0,1.0,42.0,44.0,2.0,6.0,2.0,,,90.0,62.0,7.0,6.0,0.00250105,1,,,,,3.0,,5.0,4.0,,,,5.0,1.0,3.0,3.0,,1.0,2.0,0.6176,,,,,,1.0,1.0,,,,,,,
11450107,home,Kayserispor,Lionel Carole,lionel-carole,L. Carole,D,23,180,84,M,122922,EUR,671414400,D,23,23,False,45.0,38.0,9.0,4.0,29.0,31.0,9.0,14.0,3.0,,,90.0,66.0,6.9,12.0,0.00402863,0,,,,,,,4.0,4.0,,1.0,,1.0,,3.0,2.0,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,
11450107,home,Kayserispor,Mehdi Bourabia,mehdi-bourabia,M. Bourabia,M,,183,403,M,98003,EUR,681523200,M,10,10,False,38.0,32.0,4.0,2.0,14.0,15.0,20.0,29.0,4.0,,,90.0,65.0,6.9,20.0,0.0677681,1,,,6.0,2.0,,1.0,6.0,3.0,1.0,2.0,,3.0,,1.0,1.0,5.0,,1.0,0.0104,3.0,3.0,1.0,,,,1.0,1.0,,,,,,
11450107,home,Kayserispor,Aylton Boa Morte,aylton-boa-morte,A. B. Morte,M,10,182,83,M,883918,EUR,748742400,M,70,70,False,26.0,20.0,1.0,,7.0,7.0,13.0,22.0,8.0,,,90.0,50.0,6.4,18.0,0.0350448,3,,,3.0,,3.0,3.0,13.0,8.0,,7.0,1.0,,,2.0,1.0,1.0,1.0,2.0,0.2633,1.0,3.0,1.0,,,1.0,1.0,2.0,1.0,2.0,,,,
11450107,home,Kayserispor,Mehmet Eray Özbek,mehmet-eray-ozbek,M. E. Özbek,M,16,178,34,M,1011955,EUR,1042070400,M,16,16,False,17.0,14.0,2.0,1.0,5.0,5.0,9.0,13.0,5.0,,,75.0,35.0,6.3,11.0,0.0174284,0,,,1.0,,2.0,,13.0,5.0,2.0,4.0,,1.0,,1.0,1.0,1.0,2.0,5.0,,1.0,2.0,,,,,,2.0,,,,,,
11450107,home,Kayserispor,Otabek Shukurov,otabek-shukurov,O. Shukurov,M,63,182,2967,M,358890,EUR,835401600,M,29,29,False,20.0,17.0,1.0,,6.0,7.0,11.0,14.0,1.0,,,63.0,26.0,6.4,6.0,0.00746,0,,,1.0,,3.0,,4.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
11450107,home,Kayserispor,Miguel Cardoso,miguel-cardoso,M. Cardoso,M,7,176,326,M,344009,EUR,771984000,M,7,7,False,30.0,26.0,2.0,,20.0,20.0,6.0,16.0,5.0,,,90.0,52.0,7.1,14.0,0.00516081,4,,,6.0,,,,5.0,4.0,1.0,3.0,1.0,,,2.0,1.0,,1.0,,0.2408,1.0,2.0,1.0,,,,1.0,1.0,2.0,,1.0,,,
