match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,player_firstName,player_lastName,stat_aerialLost,stat_wonContest,stat_errorLeadToAShot,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_penaltyWon,stat_totalOffside,stat_challengeLost,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals,stat_blockedScoringAttempt,stat_penaltyConceded
12625050,home,Damac FC,Florin Niță,florin-nita,F. Niță,G,185.0,1579,M,83551,EUR,552268800,G,1,1,False,40.0,29.0,17.0,6.0,0.0,25.0,27.0,4.0,13.0,1.0,1.0,6.0,1.0,1.0,3.0,3.0,1.0,90.0,49.0,7.0,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625050,home,Damac FC,Ramzi Sawlan,sawlan-ramzi,R. Sawlan,D,,23,M,965309,EUR,892857600,D,51,51,False,16.0,10.0,6.0,1.0,0.0,7.0,9.0,4.0,8.0,4.0,2.0,2.0,3.0,1.0,,,,70.0,38.0,6.8,9.0,0,15,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12625050,home,Damac FC,Farouk Chafaï,farouk-chafai,F. Chafaï,D,182.0,329,M,880083,EUR,646099200,D,15,15,False,27.0,22.0,6.0,3.0,0.0,19.0,20.0,3.0,7.0,4.0,7.0,2.0,1.0,1.0,,,,90.0,43.0,7.1,6.0,1,5,,,1.0,,1.0,4.0,1.0,1.0,1.0,True,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12625050,home,Damac FC,Abdelkader Bedrane,abdelkader-bedrane,A. Bedrane,D,185.0,1163,M,906407,EUR,702172800,D,3,3,False,37.0,27.0,12.0,5.0,1.0,20.0,24.0,7.0,13.0,5.0,15.0,6.0,3.0,2.0,,,,90.0,68.0,7.7,14.0,0,3,,,2.0,2.0,2.0,2.0,3.0,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12625050,home,Damac FC,Dhari Al-Enezi,dhari-al-enezi,D. Al-Enezi,D,170.0,42,M,1214301,EUR,957571200,D,20,20,False,10.0,7.0,1.0,,0.0,3.0,3.0,4.0,9.0,,,,,,,,,40.0,16.0,6.6,6.0,0,20,2.0,,2.0,,,2.0,,,2.0,,,,,Dhari Al-Enezi,,,,,,,,,,,,,,,,,,,
12625050,home,Damac FC,Hazzaa Al-Ghamdi,hazzaa-al-ghamdi,H. Al-Ghamdi,F,174.0,33,M,1095802,EUR,979171200,M,90,90,False,12.0,8.0,1.0,,0.0,4.0,6.0,4.0,7.0,2.0,1.0,2.0,1.0,1.0,,,,45.0,16.0,6.6,6.0,0,90,1.0,,2.0,,,,1.0,,2.0,,1.0,,,Hazzaa Ahmed Al-Ghamdi,,,,,,,,,,,,,,,,,,,
12625050,home,Damac FC,Nicolae Stanciu,nicolae-stanciu,N. Stanciu,M,171.0,4005,M,108673,EUR,736732800,M,32,32,False,32.0,25.0,8.0,4.0,0.0,13.0,14.0,13.0,22.0,1.0,,7.0,,,,,,90.0,44.0,6.9,13.0,1,8,4.0,1.0,2.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
12625050,home,Damac FC,François Kamano,francois-kamano,F. Kamano,M,182.0,1456,M,580800,EUR,830995200,M,11,11,False,15.0,12.0,1.0,1.0,0.0,3.0,4.0,9.0,12.0,4.0,1.0,4.0,,,,,,90.0,27.0,6.7,7.0,3,45,1.0,,1.0,2.0,,,2.0,3.0,,,,2.0,2.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,
12625050,home,Damac FC,Ayman Fallatah,ayman-fallatah,A. Fallatah,M,190.0,80,M,1517641,EUR,1065052800,M,95,95,False,8.0,8.0,1.0,1.0,0.0,6.0,6.0,2.0,2.0,5.0,1.0,3.0,3.0,3.0,,,,70.0,24.0,7.2,4.0,0,95,,,4.0,2.0,1.0,2.0,2.0,,1.0,,1.0,,,,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,
12625050,home,Damac FC,Georges-Kévin N'Koudou,georges-kevin-nkoudou,G. N'Koudou,M,172.0,2369,M,342909,EUR,792633600,M,10,10,False,24.0,19.0,6.0,3.0,0.0,5.0,6.0,16.0,20.0,8.0,,6.0,2.0,2.0,,,,90.0,47.0,9.2,11.0,4,11,2.0,2.0,6.0,7.0,,1.0,,2.0,,,,1.0,1.0,,,1.0,4.0,,1.0,2.0,3.0,,,,1.0,2.0,,,,,,,
