match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_bigChanceMissed,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_totalOffside,player_sofascoreId,stat_lastManTackle,stat_clearanceOffLine,stat_blockedScoringAttempt
11388470,home,Fortuna Sittard,Luuk Koopmans,luuk-koopmans,L. Koopmans,G,1,191.0,51,M,128992,EUR,753580800,G,1,1,False,36.0,14.0,33.0,11.0,4.0,5.0,10.0,31.0,1.0,18.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,90.0,46.0,7.6,22.0,0.00411829,0,0.4279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388470,home,Fortuna Sittard,Ivo Pinto,ivo-pinto,I. Pinto,D,12,184.0,113,M,78730,EUR,631670400,D,12,12,False,22.0,11.0,6.0,2.0,2.0,4.0,10.0,20.0,2.0,1.0,,,,,,,,90.0,40.0,6.8,19.0,0.230488,0,,True,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11388470,home,Fortuna Sittard,Rodrigo Guth,rodrigo-guth,R. Guth,D,14,191.0,291,M,905458,EUR,973814400,D,14,14,False,11.0,6.0,2.0,,2.0,3.0,4.0,8.0,1.0,2.0,,,,,,,,90.0,19.0,6.7,6.0,0.0379908,0,,,,,6.0,,,,3.0,,1.0,Rodrigo,Guth,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
11388470,home,Fortuna Sittard,Dimitrios Siovas,dimitrios-siovas,D. Siovas,D,,191.0,184,M,41165,EUR,590284800,D,33,33,False,9.0,5.0,2.0,,3.0,4.0,2.0,5.0,6.0,2.0,1.0,,,,,,,73.0,22.0,7.1,6.0,0.0337851,1,,,,,3.0,,,,2.0,1.0,,Dimitrios,Siovas,2.0,4.0,,2.0,1.0,1.0,1.0,1.0,0.0211,0.2545,,,,,,,,,,
11388470,home,Fortuna Sittard,Mitchell Dijks,mitchell-dijks,M. Dijks,D,24,192.0,201,M,235400,EUR,729216000,D,35,35,False,14.0,10.0,5.0,4.0,5.0,5.0,5.0,9.0,1.0,3.0,1.0,,,,,,,90.0,26.0,6.4,7.0,0.0167339,1,,,,,3.0,,,,1.0,,,,,,,,,,2.0,,3.0,0.0181,,1.0,,,,,,,,,
11388470,home,Fortuna Sittard,Rosier Loreintz,loreintz-rosier,R. Loreintz,M,32,190.0,104,M,954812,EUR,903052800,M,32,32,False,23.0,19.0,1.0,1.0,6.0,8.0,13.0,15.0,6.0,5.0,2.0,1.0,,,,,,90.0,40.0,7.1,5.0,0.0625364,0,,,,,3.0,1.0,,,6.0,2.0,1.0,,,1.0,2.0,,,,1.0,2.0,1.0,,,,,,,,,,,,
11388470,home,Fortuna Sittard,Siemen Voet,siemen-voet,S. Voet,D,3,190.0,123,M,997344,EUR,952300800,M,2,2,False,17.0,12.0,5.0,3.0,7.0,7.0,5.0,10.0,5.0,2.0,4.0,3.0,,,,,,90.0,25.0,7.0,5.0,0.0151304,1,,,,,,,,,2.0,1.0,,Siemen,Voet,,1.0,,,1.0,,,,0.1626,,,1.0,,,,,,,,
11388470,home,Fortuna Sittard,Justin Lonwijk,justin-lonwijk,J. Lonwijk,M,17,189.0,264,M,875673,EUR,945734400,M,21,21,False,19.0,10.0,4.0,1.0,4.0,7.0,6.0,12.0,6.0,4.0,4.0,2.0,,,,,,86.0,36.0,6.9,17.0,0.00290006,1,,,,,4.0,,1.0,,,1.0,,,,1.0,2.0,1.0,,1.0,4.0,,1.0,0.0196,0.0148,,,,,,,,,,
11388470,home,Fortuna Sittard,Kristoffer Peterson,kristoffer-peterson,K. Peterson,M,7,180.0,133,M,366942,EUR,785980800,M,8,8,False,11.0,10.0,2.0,1.0,3.0,3.0,8.0,12.0,1.0,5.0,,,,,,,,73.0,24.0,7.6,7.0,0.276244,3,,,4.0,1.0,3.0,,1.0,1.0,1.0,,1.0,,,2.0,,1.0,,1.0,1.0,,,0.1437,0.411,2.0,,1.0,1.0,,,,,,
11388470,home,Fortuna Sittard,Íñigo Cordoba,inigo-cordoba,I. Cordoba,M,21,178.0,215,M,605650,EUR,858211200,M,7,7,False,14.0,6.0,1.0,,2.0,2.0,4.0,13.0,4.0,3.0,3.0,2.0,,,,,,86.0,29.0,7.7,12.0,0.00128878,2,,,1.0,,3.0,1.0,,,1.0,1.0,,,,1.0,1.0,,1.0,2.0,2.0,,1.0,0.6043,0.9388,,,,,1.0,3.0,,,,
