match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_ownGoals,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_fouls,stat_expectedGoalsOnTarget,stat_challengeLost,stat_accurateCross,stat_bigChanceCreated,stat_goals,player_sofascoreId,captain,stat_shotOffTarget,stat_hitWoodwork,stat_totalOffside,stat_goodHighClaim
12764350,home,RSC Anderlecht,Mads Juhl Kikkenborg,kikkenborg-mads-juhl,M. J. Kikkenborg,G,16,197,183,M,984005,EUR,939254400,G,16,16,False,30.0,26.0,9.0,5.0,0.0,21.0,21.0,5.0,9.0,6.0,2.0,2.0,90.0,35.0,6.1,4.0,0.00616287,0.0,-1.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764350,home,RSC Anderlecht,Killian Sardella,killian-sardella,K. Sardella,D,54,177,483,M,909964,EUR,1020297600,D,54,54,False,30.0,23.0,5.0,3.0,1.0,15.0,19.0,8.0,13.0,6.0,,,69.0,60.0,7.1,18.0,0.159652,1.0,,,,2.0,2.0,1.0,5.0,6.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0566,3.0,,,,,,,,,,,,,,,
12764350,home,RSC Anderlecht,Jan-Carlo Simić,jan-carlo-simic,J. Simić,D,4,185,1987,M,1214992,EUR,1114992000,D,4,4,False,48.0,43.0,7.0,5.0,0.0,32.0,35.0,11.0,15.0,5.0,,,90.0,64.0,6.4,9.0,0.00813977,1.0,,Jan-Carlo Simić,,2.0,2.0,2.0,6.0,5.0,1.0,1.0,,,5.0,,,2.0,1.0,,,1.0,0.2741,1.0,1.0,1.0,2.0,2.0,0.5327,,,,,,,,,,
12764350,home,RSC Anderlecht,Leander Dendoncker,leander-dendoncker,L. Dendoncker,M,20,188,1662,M,190405,EUR,797904000,D,32,32,False,53.0,45.0,2.0,1.0,0.0,38.0,40.0,7.0,13.0,3.0,,,90.0,70.0,6.6,9.0,0.00817982,0.0,,,,,3.0,6.0,4.0,8.0,,,,,5.0,,,1.0,,,1.0,1.0,,,,,3.0,,,1.0,,,,,,,,,
12764350,home,RSC Anderlecht,Ludwig Augustinsson,ludwig-augustinsson,L. Augustinsson,D,6,181,394,M,138546,EUR,766886400,D,6,6,False,49.0,39.0,8.0,6.0,0.0,12.0,14.0,30.0,43.0,2.0,,,90.0,80.0,8.0,17.0,0.27331,2.0,,,,8.0,2.0,3.0,4.0,6.0,1.0,1.0,,1.0,6.0,,,2.0,2.0,,,1.0,0.0527,2.0,,1.0,,,0.1634,,3.0,2.0,1.0,,,,,,
12764350,home,RSC Anderlecht,Mats Rits,mats-rits,M. Rits,M,23,180,216,M,70961,EUR,742953600,M,23,23,False,37.0,28.0,7.0,5.0,0.0,14.0,15.0,15.0,23.0,5.0,,,90.0,47.0,6.6,9.0,0.159665,1.0,,,,1.0,1.0,1.0,2.0,2.0,,,,1.0,4.0,,,1.0,1.0,,,,0.066,,,,,,,1.0,1.0,,,,,,,,
12764350,home,RSC Anderlecht,Tristan Degreef,degreef-tristan,T. Degreef,M,83,177,391,M,1436187,EUR,1106092800,M,83,83,False,27.0,19.0,,,0.0,6.0,10.0,13.0,20.0,5.0,,,90.0,57.0,6.3,22.0,0.0151308,1.0,,,,3.0,1.0,,10.0,6.0,3.0,3.0,,1.0,,,,5.0,3.0,,5.0,1.0,0.0226,,,,2.0,2.0,,1.0,,,,,,,,,
12764350,home,RSC Anderlecht,Thorgan Hazard,thorgan-hazard,T. Hazard,F,11,174,3642,M,94286,EUR,733363200,M,11,11,False,28.0,20.0,1.0,1.0,0.0,2.0,4.0,18.0,28.0,3.0,,,57.0,44.0,6.6,16.0,0.0337732,1.0,,,,4.0,,,4.0,2.0,2.0,1.0,,1.0,,,,2.0,1.0,,1.0,,0.017,1.0,,,1.0,1.0,,,,,,THazard,,,,,
12764350,home,RSC Anderlecht,Yari Verschaeren,verschaeren-yari,Y. Verschaeren,M,10,172,1142,M,901898,EUR,994896000,M,10,10,False,34.0,31.0,,,0.0,12.0,12.0,20.0,27.0,4.0,,,69.0,53.0,7.3,9.0,0.168838,2.0,,,,5.0,,,2.0,4.0,1.0,1.0,1.0,,1.0,,,3.0,1.0,,1.0,,0.1713,1.0,,1.0,4.0,,0.0927,1.0,1.0,,,,True,1.0,1.0,,
12764350,home,RSC Anderlecht,Francis Amuzu,amuzu-francis,F. Amuzu,M,9,170,1934,M,901889,EUR,935366400,M,7,7,False,14.0,8.0,1.0,1.0,0.0,1.0,1.0,8.0,16.0,3.0,,,69.0,28.0,6.3,13.0,0.228288,1.0,,,,3.0,,,5.0,2.0,3.0,,,,,,,,,,2.0,2.0,0.0193,1.0,,,,2.0,,,1.0,,,,,1.0,,,
