match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_errorLeadToAGoal,stat_fouls,stat_accurateCross,stat_dispossessed,stat_wasFouled,captain,stat_blockedScoringAttempt,stat_outfielderBlock,stat_goals,stat_shotOffTarget,stat_totalOffside,stat_penaltyConceded,stat_bigChanceMissed,stat_penaltyWon,stat_hitWoodwork
14062215,home,FC Bayern München,Jonas Urbig,Jonas Urbig,,jonas-urbig,J. Urbig,G,40,189,4858,M,1130647,EUR,1060300800,G,40,40,False,24.0,23.0,10.0,9.0,0.0,17.0,17.0,6.0,7.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,90.0,31.0,7.2,2.0,0.00409859,68.904344154756,10.0,34.948223003975,0.0,0.2346,0,0.1087,0.16,0.03,-0.19,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062215,home,FC Bayern München,Josip Stanišić,,,josip-stanisic,J. Stanišić,D,44,186,9015,M,927407,EUR,954633600,D,44,44,False,33.0,29.0,1.0,1.0,1.0,6.0,6.0,23.0,27.0,1.0,6.0,2.0,,,,,,,,90.0,52.0,7.0,9.0,0.818871,102.71457564145,14.0,61.170384827187,1.0,,1,,0.4,0.1,-0.39,,josip_stanisic,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,0.0292,0.0249,23.173515226083,30.161058486068,2.0,-0.16,,,,,,,,,,,,,,,,
14062215,home,FC Bayern München,Dayot Upamecano,,,dayot-upamecano,D. Upamecano,D,2,185,14151,M,798583,EUR,909446400,D,2,2,False,77.0,74.0,8.0,8.0,0.0,39.0,39.0,35.0,38.0,1.0,1.0,,11.0,,,,,,,90.0,78.0,7.7,4.0,0.486406,419.49354979493,43.0,190.02339323142,3.0,,0,,0.78,0.34,-0.35,,Upamecano,,1.0,,,,,,,,,1.0,,,18.730828778123,65.612320853036,2.0,,1.0,,,,,,,,,,,,,,,
14062215,home,FC Bayern München,Min-jae Kim,,,min-jae-kim,M. Kim,D,3,190,14996,M,896569,EUR,848016000,D,3,3,False,69.0,67.0,4.0,3.0,0.0,30.0,31.0,37.0,38.0,1.0,4.0,3.0,2.0,,,,,,,90.0,79.0,6.6,3.0,0.0344898,365.50511396688,26.0,251.63705186489,5.0,,0,,0.34,0.36,-0.69,,kiminjae3,,3.0,1.0,,,,,3.0,3.0,3.0,1.0,,,22.248183634769,109.39739637461,,,,1.0,2.0,,,,,,,,,,,,,
14062215,home,FC Bayern München,Alphonso Davies,,,alphonso-davies,A. Davies,D,19,185,29592,M,843665,EUR,973123200,D,19,19,False,18.0,18.0,1.0,1.0,0.0,10.0,10.0,8.0,8.0,,6.0,,6.0,,,,,,,50.0,31.0,7.2,6.0,0.147019,101.03325229575,10.0,59.785040679504,2.0,,0,,0.21,0.28,0.14,,ADavies19,2.0,3.0,,5.0,3.0,,,,1.0,1.0,2.0,,,11.578094351035,27.316600597272,1.0,,,,,1.0,1.0,2.0,,,,,,,,,,
14062215,home,FC Bayern München,Joshua Kimmich,,,joshua-kimmich,J. Kimmich,M,6,176,42451,M,259117,EUR,792201600,M,6,6,False,62.0,56.0,4.0,3.0,1.0,22.0,22.0,34.0,40.0,1.0,1.0,,8.0,,,,,,,89.0,71.0,7.2,10.0,0.088244,122.9178998075,15.0,62.141617789815,2.0,,1,,0.42,0.07,-0.03,,Jok_32,4.0,1.0,,,,,,,,,,0.0626,,19.255777469015,46.179444494253,2.0,-0.04,,,,1.0,1.0,,True,1.0,1.0,,,,,,,
14062215,home,FC Bayern München,Aleksandar Pavlović,,,aleksandar-pavlovic,A. Pavlović,M,45,186,10819,M,1142251,EUR,1083542400,M,45,45,False,58.0,55.0,2.0,2.0,0.0,30.0,31.0,25.0,27.0,,,,3.0,,,,,,,77.0,66.0,7.9,4.0,0.0768755,126.67715118455,18.0,41.121872158395,1.0,,1,,0.42,0.01,-0.07,,alekspavlovic_,,2.0,1.0,,,,1.0,1.0,,,,0.0432,0.0716,16.581547669024,19.253945076269,,0.51,,,1.0,,,,,,,1.0,,,,,,
14062215,home,FC Bayern München,Michael Olise,,,michael-olise,M. Olise,M,17,184,79615,M,978838,EUR,1008115200,M,17,17,False,51.0,44.0,2.0,2.0,0.0,9.0,10.0,35.0,41.0,,7.0,,7.0,,,,,,,89.0,88.0,8.8,22.0,1.11114,334.25249597642,33.0,121.26210360227,7.0,,6,,1.0,0.8,-0.18,,MOlise,9.0,5.0,1.0,6.0,5.0,1.0,1.0,,,,4.0,0.351,0.3749,18.470371917448,95.799134713744,5.0,-0.73,,,2.0,2.0,1.0,2.0,,2.0,,,3.0,,,,,
14062215,home,FC Bayern München,Jamal Musiala,,,jamal-musiala,J. Musiala,M,10,184,116490,M,1010231,EUR,1046217600,M,10,10,False,18.0,17.0,,,0.0,7.0,7.0,10.0,11.0,,6.0,,3.0,,,,,,,78.0,35.0,6.4,6.0,0.0471033,117.63002976273,13.0,26.067157226532,3.0,,3,,0.04,-0.54,-0.14,,Bambi,,5.0,2.0,4.0,2.0,,,,1.0,,2.0,0.2157,,13.9920544821,43.528510409792,1.0,-0.34,,,,,1.0,3.0,,3.0,,,,,,,,
14062215,home,FC Bayern München,Luis Díaz,,,luis-diaz,L. Díaz,F,14,178,143410,M,883537,EUR,853113600,M,14,14,False,40.0,35.0,1.0,1.0,0.0,5.0,5.0,30.0,35.0,,5.0,,2.0,,,,,,,90.0,51.0,7.7,10.0,0.616282,112.89848353565,15.0,54.849588394595,0.0,,1,,0.78,0.33,-0.11,,LuisDíaz,,3.0,,3.0,2.0,,1.0,,2.0,1.0,2.0,0.4033,0.4873,,,6.0,-0.45,,,1.0,,1.0,1.0,,,,,,1.0,,,,
