match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_sofascoreId,stat_aerialWon,stat_totalContest,stat_wonContest,stat_lastManTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_errorLeadToAShot,stat_penaltyConceded,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_goals,stat_totalOffside,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine
14053718,home,AFC Ajax,Vítězslav Jaroš,vitezslav-jaros,V. Jaroš,G,1,190,4474,M,927359,EUR,995846400,G,1,1,False,43.0,33.0,16.0,6.0,0.0,32.0,34.0,1.0,9.0,1.0,15.0,5.0,1.0,6.0,90.0,60.0,7.8,11.0,0.00101233,0.4433,0,0.5522,0.09,0.03,0.44,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053718,home,AFC Ajax,Anton Gaaei,anton-gaaei,A. Gaaei,D,3,183,902,M,1120315,EUR,1037664000,D,3,3,False,49.0,39.0,4.0,2.0,0.0,27.0,32.0,12.0,17.0,4.0,2.0,,,,90.0,64.0,6.2,11.0,0.0122179,,0,,-0.1,0.07,-0.08,,,,2.0,4.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053718,home,AFC Ajax,Josip Šutalo,josip-sutalo,J. Šutalo,D,37,190,4298,M,954836,EUR,951696000,D,37,37,False,73.0,66.0,5.0,3.0,0.0,42.0,45.0,24.0,28.0,12.0,7.0,,,,90.0,97.0,7.9,11.0,0.0176507,,0,,0.26,0.12,1.0,,,,1.0,1.0,6.0,3.0,2.0,2.0,,josip.sutalo,1.0,2.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14053718,home,AFC Ajax,Ko Itakura,ko-itakura,K. Itakura,D,4,189,3071,M,790989,EUR,854323200,D,4,4,False,52.0,47.0,,,0.0,36.0,41.0,11.0,11.0,9.0,4.0,,,,90.0,75.0,6.7,7.0,0.00438097,,0,,0.03,0.05,-0.09,,,,3.0,6.0,6.0,,3.0,2.0,2.0,,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14053718,home,AFC Ajax,Owen Wijndal,owen-wijndal,O. Wijndal,D,5,174,794,M,836673,EUR,943747200,D,5,5,False,32.0,28.0,2.0,,0.0,18.0,20.0,10.0,12.0,3.0,1.0,,,,90.0,55.0,6.8,5.0,0.00585629,,0,,-0.01,0.05,-0.08,,,,,3.0,8.0,,6.0,5.0,2.0,,,1.0,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
14053718,home,AFC Ajax,Davy Klaassen,davy-klaassen,D. Klaassen,M,18,179,1578,M,97410,EUR,730252800,M,18,18,False,43.0,34.0,2.0,1.0,0.0,20.0,22.0,14.0,21.0,,3.0,,,,84.0,50.0,7.2,9.0,0.0331471,,2,,0.04,0.26,0.33,,,,2.0,3.0,4.0,,,,1.0,,2.0,,,,,2.0,,,2.0,,,True,1.0,1.0,1.0,0.551,0.7401,1.0,0.09,,,,,,,,,,
14053718,home,AFC Ajax,Kenneth Taylor,kenneth-taylor,K. Taylor,M,24,182,3566,M,959806,EUR,1021507200,M,8,8,False,37.0,24.0,5.0,2.0,0.0,16.0,22.0,8.0,15.0,1.0,4.0,,,,90.0,52.0,7.7,17.0,0.0204713,,1,,0.27,0.07,-0.11,,,,2.0,7.0,5.0,1.0,,,2.0,,2.0,2.0,,,2.0,3.0,1.0,,,,,,,1.0,,0.1879,0.2923,1.0,0.55,1.0,1.0,,,,,,,,
14053718,home,AFC Ajax,Oliver Edvardsen,oliver-valaker-edvardsen,O. Edvardsen,M,17,175,594,M,878599,EUR,921801600,M,17,17,False,21.0,14.0,,,0.0,7.0,9.0,7.0,12.0,1.0,4.0,,,,45.0,28.0,6.6,7.0,0.00856584,,0,,0.0,0.02,-0.08,,,,2.0,4.0,6.0,,1.0,1.0,1.0,,2.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14053718,home,AFC Ajax,Oscar Gloukh,oscar-gloukh,O. Gloukh,M,10,170,4699,M,1155158,EUR,1080777600,M,10,10,False,37.0,34.0,3.0,3.0,0.0,18.0,18.0,16.0,19.0,2.0,1.0,,,,84.0,54.0,8.0,6.0,0.162337,,3,,0.33,0.33,-0.03,,Oscar Gloukh,,,5.0,6.0,,1.0,1.0,,,,7.0,5.0,,,,2.0,1.0,,,,,,1.0,,0.6521,0.6505,2.0,0.4,1.0,,1.0,1.0,1.0,2.0,,,,
14053718,home,AFC Ajax,Mika Godts,mika-godts,M. Godts,F,11,176,3791,M,1149146,EUR,1118102400,M,11,11,False,17.0,13.0,3.0,2.0,1.0,3.0,4.0,10.0,13.0,1.0,4.0,,,,76.0,33.0,7.5,13.0,0.167131,,0,,0.57,0.35,0.0,,Mika Godts,,2.0,6.0,3.0,,,,,,,6.0,2.0,,3.0,1.0,,,,,,,,,,,,3.0,,,,3.0,1.0,,,,,,
14053718,home,AFC Ajax,Don-Angelo Konadu,don-angelo-konadu,D. Konadu,F,20,184,495,M,1403073,EUR,1146614400,F,19,19,False,5.0,3.0,,,0.0,2.0,3.0,1.0,2.0,3.0,1.0,,,,45.0,16.0,6.8,5.0,0.00285218,,1,,-0.17,0.14,0.19,,Don-Angelo Konadu,,1.0,2.0,3.0,,1.0,1.0,,,1.0,,,,2.0,1.0,,1.0,,,,,,,1.0,0.0447,,,-0.14,,,,,,,,,,
14053718,home,AFC Ajax,Jorthy Mokio,jorthy-mokio,J. Mokio,M,24,182,2993,M,1563462,EUR,1204243200,D,24,24,True,19.0,17.0,1.0,1.0,0.0,13.0,14.0,4.0,5.0,3.0,4.0,,,,45.0,30.0,7.6,2.0,0.0670948,,0,,0.23,0.23,0.46,,,,2.0,2.0,5.0,,3.0,1.0,,,,1.0,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,
14053718,home,AFC Ajax,Raúl Moro,raul-moro,R. Moro,M,18,169,1584,M,980383,EUR,1039046400,F,7,7,True,7.0,6.0,1.0,1.0,0.0,,,6.0,7.0,,2.0,,,,45.0,20.0,7.4,6.0,0.407646,,3,,0.34,0.59,-0.05,,,,,3.0,2.0,,,,,,,4.0,2.0,,,,1.0,,,,,,,2.0,,0.157,0.9337,3.0,0.18,,,1.0,,1.0,1.0,,,,
14053718,home,AFC Ajax,Steven Berghuis,steven-berghuis,S. Berghuis,F,23,182,1912,M,100386,EUR,693100800,F,23,23,True,9.0,7.0,4.0,2.0,0.0,4.0,5.0,3.0,4.0,,,,,,14.0,17.0,6.6,5.0,0.005086,,1,,0.16,-0.13,-0.01,,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,0.1815,,,-0.51,,1.0,2.0,,,,,,,
