match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,captain,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialWon,stat_aerialLost,stat_shotOffTarget,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalOffside,stat_keyPass,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_interceptionWon,stat_penaltyMiss,stat_errorLeadToAShot,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded
11453186,home,Abha,Ciprian Tătărușanu,ciprian-tatarusanu,C. Tătărușanu,G,198.0,624,M,44453,EUR,508291200,G,16,16,False,31.0,23.0,11.0,4.0,20.0,24.0,3.0,7.0,7.0,1.0,2.0,5.0,90.0,41.0,8.2,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453186,home,Abha,Fahad Bin Jumayah,fahad-bin-jumayah,F. B. Jumayah,D,170.0,22,M,893514,EUR,800064000,D,14,14,False,13.0,9.0,3.0,2.0,7.0,7.0,2.0,9.0,2.0,,,,90.0,44.0,7.0,12.0,0,14,True,3.0,6.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,
11453186,home,Abha,Ziyad Al-Sahafi,ziyad-al-sahafi,Z. Al-Sahafi,D,182.0,36,M,831259,EUR,782352000,D,30,30,False,43.0,30.0,10.0,6.0,21.0,24.0,9.0,19.0,3.0,,,,90.0,48.0,7.0,15.0,0,21,,,,1.0,,,,3.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,
11453186,home,Abha,Fabián Noguera,fabian-noguera,F. Noguera,D,192.0,73,M,581620,EUR,732585600,D,18,18,False,20.0,16.0,4.0,,14.0,15.0,2.0,5.0,,,,,90.0,31.0,7.3,4.0,3,29,,,2.0,4.0,,,,5.0,1.0,1.0,1.0,,,1.0,,,3.0,1.0,3.0,,,,,,,,,,,,,
11453186,home,Abha,Ibrahim Al-Zubaidi,ibrahim-al-zubaidi,I. Al-Zubaidi,D,172.0,16,M,793916,EUR,623462400,D,15,15,False,37.0,28.0,9.0,6.0,21.0,26.0,7.0,11.0,4.0,,,,90.0,56.0,7.2,14.0,0,,,,1.0,4.0,1.0,,,2.0,,1.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,
11453186,home,Abha,Abdulelah Alshamary,abdulelah-alshamary,A. Alshamary,M,172.0,38,M,931838,EUR,917136000,D,80,80,False,21.0,17.0,4.0,3.0,11.0,12.0,7.0,12.0,3.0,,,,90.0,48.0,7.5,11.0,0,8,,3.0,6.0,10.0,2.0,,,2.0,1.0,6.0,5.0,1.0,2.0,1.0,,,2.0,1.0,,1.0,2.0,,,,,,,,,,,
11453186,home,Abha,Hassan Hashim Al-Ali,hassan-hashim-al-ali,H. H. A. Ali,F,175.0,30,M,1066734,EUR,1013299200,M,9,9,False,13.0,7.0,2.0,1.0,2.0,4.0,6.0,12.0,1.0,,,,90.0,26.0,6.6,11.0,1,11,,3.0,8.0,5.0,1.0,2.0,1.0,,,1.0,,1.0,1.0,2.0,Hassan Hashim Al Ali,,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
11453186,home,Abha,Grzegorz Krychowiak,grzegorz-krychowiak,G. Krychowiak,M,187.0,2715,M,76227,EUR,633571200,M,5,5,False,25.0,21.0,6.0,3.0,12.0,13.0,10.0,14.0,3.0,,,,90.0,40.0,6.5,8.0,4,4,,2.0,3.0,3.0,2.0,,,2.0,,,,2.0,1.0,,Grzegorz,Krychowiak,2.0,1.0,2.0,1.0,,1.0,,,1.0,1.0,3.0,1.0,,,,
11453186,home,Abha,Uroš Matić,uros-matic,U. Matić,M,185.0,66,M,63273,EUR,643420800,M,8,8,False,22.0,17.0,3.0,2.0,8.0,11.0,12.0,17.0,4.0,,,,90.0,34.0,7.3,9.0,0,,,6.0,2.0,2.0,1.0,2.0,2.0,,,,,1.0,,1.0,,,,,,3.0,,,,4.0,,,1.0,,1.0,,,
11453186,home,Abha,François Kamano,francois-kamano,F. Kamano,M,182.0,1456,M,580800,EUR,830995200,M,11,11,False,13.0,11.0,1.0,,3.0,3.0,8.0,10.0,5.0,,,,85.0,20.0,6.7,5.0,0,45,,,3.0,3.0,,2.0,1.0,,,,,1.0,1.0,2.0,,,1.0,,,,,,,1.0,,,,,,,,
