match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_lastManTackle,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalOffside,captain,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_hitWoodwork
12421235,home,KV Kortrijk,Marko Ilić,,,marko-ilic,M. Ilić,G,31,190.0,332,M,843151,EUR,886464000,G,41,41,False,19.0,6.0,19.0,6.0,0.0,1.0,4.0,5.0,15.0,1.0,1.0,11.0,1.0,2.0,2.0,90.0,27.0,6.9,13.0,0.00118068,0,-0.0633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421235,home,KV Kortrijk,Jean-Kévin Duverne,,,jean-kevin-duverne,J. Duverne,D,29,184.0,2644,M,845930,EUR,868665600,D,93,93,False,23.0,12.0,6.0,2.0,0.0,3.0,6.0,10.0,20.0,6.0,5.0,4.0,1.0,,,90.0,53.0,7.7,21.0,0.608402,2,,3.0,1.0,1.0,3.0,7.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.2359,0.5026,2.0,,,,,,,,,,,,
12421235,home,KV Kortrijk,Mark Mampasi,,,mark-mampasi,M. Mampasi,D,18,185.0,119,M,998740,EUR,1047427200,D,4,4,False,18.0,9.0,8.0,2.0,0.0,6.0,9.0,3.0,9.0,7.0,12.0,3.0,1.0,,,90.0,38.0,6.9,9.0,0.00073005,0,,,,1.0,4.0,2.0,1.0,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,
12421235,home,KV Kortrijk,Ryotaro Tsunoda,,,tsunoda-ryotaro,R. Tsunoda,D,22,183.0,198,M,1083801,EUR,930441600,D,33,33,False,18.0,10.0,7.0,1.0,0.0,3.0,5.0,7.0,13.0,7.0,12.0,2.0,2.0,,,75.0,36.0,7.1,8.0,0.00491046,0,,,,4.0,3.0,6.0,1.0,,,,,2.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,
12421235,home,KV Kortrijk,Nayel Mehssatou,,,nayel-mehssatou,N. Mehssatou,M,8,172.0,534,M,1064174,EUR,1018569600,D,6,6,False,23.0,12.0,6.0,3.0,0.0,1.0,4.0,11.0,21.0,7.0,5.0,4.0,,,,90.0,63.0,6.9,26.0,0.0158857,0,,2.0,,1.0,1.0,3.0,,2.0,,,,,6.0,3.0,1.0,,,,1.0,,,,,,,,,,,,
12421235,home,KV Kortrijk,Abdoulaye Sissako,,,abdoulaye-sissako,A. Sissako,M,8,186.0,79,M,846330,EUR,896140800,M,27,27,False,35.0,19.0,3.0,,0.0,3.0,9.0,16.0,28.0,7.0,6.0,6.0,,,,90.0,54.0,7.0,19.0,0.0466618,0,,2.0,,6.0,3.0,8.0,1.0,,,,,1.0,4.0,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,
12421235,home,KV Kortrijk,Marco Ilaimaharitra,,,marco-ilaimaharitra,M. Ilaimaharitra,M,23,178.0,500,M,358198,EUR,806716800,M,23,23,False,25.0,14.0,7.0,2.0,0.0,3.0,7.0,11.0,18.0,7.0,,2.0,1.0,,,90.0,35.0,6.6,12.0,0.0130765,0,,,,4.0,3.0,11.0,2.0,1.0,,,,2.0,3.0,3.0,,4.0,,,1.0,,,,,,,,,,,,
12421235,home,KV Kortrijk,Thierry Ambrose,,,thierry-ambrose,T. Ambrose,F,68,178.0,423,M,356024,EUR,859507200,M,68,68,False,21.0,11.0,2.0,,0.0,3.0,4.0,8.0,19.0,8.0,,5.0,1.0,,,75.0,38.0,7.0,19.0,0.0642523,2,,2.0,,4.0,4.0,9.0,,2.0,,1.0,,,1.0,1.0,1.0,,0.1166,0.153,1.0,,5.0,2.0,1.0,1.0,,,,,,,
12421235,home,KV Kortrijk,Brecht Dejaegere,,,brecht-dejaegere,B. Dejaegere,M,19,174.0,155,M,122859,EUR,675475200,M,16,16,False,37.0,20.0,5.0,1.0,1.0,4.0,10.0,18.0,33.0,8.0,1.0,4.0,3.0,,,81.0,60.0,7.6,28.0,0.0877911,1,,6.0,2.0,2.0,5.0,6.0,2.0,,1.0,,,1.0,,,4.0,3.0,0.007,,3.0,,1.0,1.0,,,True,1.0,,,,,
12421235,home,KV Kortrijk,Karim Dermane,Karim Dermane,,karim-dermane,K. Dermane,M,29,193.0,3302,M,1130307,EUR,1072396800,M,8,8,False,24.0,20.0,2.0,2.0,0.0,2.0,4.0,18.0,23.0,,1.0,6.0,,,,89.0,38.0,6.7,12.0,0.10984,2,,3.0,,5.0,,7.0,1.0,,,,,,,,4.0,,0.175,,2.0,,1.0,,,,,2.0,,,,,
