match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_errorLeadToAGoal,stat_wasFouled,stat_expectedGoals,stat_aerialLost,stat_outfielderBlock,stat_wonTackle,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,player_firstName,player_lastName,stat_totalCross,stat_keyPass,captain,player_sofascoreId,stat_accurateCross,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceCreated,stat_hitWoodwork,stat_goalAssist
11352450,home,Brentford,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2856,M,171919,EUR,739929600,G,1,1,False,34.0,22.0,20.0,8.0,18.0,21.0,4.0,13.0,7.0,1.0,3.0,4.0,1.0,1.0,90.0,43.0,6.9,12.0,0.00123083,0,-0.3987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352450,home,Brentford,Nathan Collins,nathan-collins,N. Collins,D,22,193,1556,M,958916,EUR,988588800,D,22,22,False,35.0,19.0,7.0,2.0,10.0,17.0,9.0,18.0,4.0,,,,,,90.0,53.0,5.7,17.0,0.00634189,1,,4.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,0.0416,,,,,,,,,,,,,,,,,,,,,
11352450,home,Brentford,Kristoffer Ajer,kristoffer-ajer,K. Ajer,D,20,196,1144,M,576384,EUR,892771200,D,20,20,False,42.0,29.0,10.0,4.0,17.0,21.0,12.0,21.0,2.0,,,,,,90.0,58.0,6.4,13.0,0.00811699,0,,3.0,5.0,6.0,3.0,,1.0,1.0,,4.0,3.0,2.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
11352450,home,Brentford,Ben Mee,ben-mee,B. Mee,D,15,180,577,M,137774,EUR,622339200,D,16,16,False,37.0,24.0,7.0,1.0,19.0,25.0,5.0,12.0,4.0,,,,,,90.0,61.0,5.9,16.0,0.00224415,1,,1.0,3.0,4.0,,,1.0,,,6.0,1.0,2.0,,1.0,0.8295,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,
11352450,home,Brentford,Mads Roerslev,mads-roerslev,M. Roerslev,D,2,184,428,M,826057,EUR,930182400,M,30,30,False,19.0,11.0,4.0,1.0,6.0,10.0,5.0,9.0,5.0,,,,,,63.0,27.0,6.4,9.0,0.00210856,0,,,1.0,1.0,,,1.0,,,3.0,,1.0,,,,,,1.0,,,,Mads,Roerslev,,,,,,,,,,,,,
11352450,home,Brentford,Mathias Jensen,mathias-jensen,M. Jensen,M,8,180,1047,M,799251,EUR,820454400,M,8,8,False,28.0,24.0,7.0,5.0,11.0,12.0,13.0,17.0,5.0,,,,,,74.0,40.0,6.7,9.0,0.0935061,1,,,4.0,2.0,2.0,1.0,2.0,1.0,,1.0,,,,1.0,0.007,,,,,,1.0,,,1.0,2.0,,,,,,,,,,,
11352450,home,Brentford,Christian Nørgaard,christian-norgaard,C. Nørgaard,M,16,185,9605,M,135256,EUR,763257600,M,6,6,False,26.0,20.0,2.0,1.0,8.0,9.0,12.0,17.0,4.0,,,,,,63.0,35.0,6.9,6.0,0.105927,1,,,2.0,,2.0,,,,,,3.0,,,,0.0501,,,,,,1.0,,,,3.0,True,,,,,,,,,,
11352450,home,Brentford,Vitaly Janelt,vitaly-janelt,V. Janelt,M,27,184,1191,M,814873,EUR,894758400,M,27,27,False,31.0,23.0,1.0,,9.0,10.0,14.0,21.0,3.0,,,,,,90.0,39.0,6.7,8.0,0.00745275,1,,1.0,1.0,5.0,,,,,,,1.0,3.0,,1.0,0.036,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,
11352450,home,Brentford,Sergio Reguilón,sergio-reguilon,S. Reguilón,D,,178,5856,M,858195,EUR,850694400,M,12,12,False,30.0,21.0,1.0,,7.0,9.0,16.0,26.0,5.0,,,,,,85.0,50.0,6.7,15.0,0.0237,1,,1.0,4.0,5.0,1.0,,1.0,1.0,,,1.0,2.0,,1.0,0.1261,2.0,,,1.0,,,,,5.0,,,sergio_regui,2.0,1.0,2.0,1.0,0.0655,,,,
11352450,home,Brentford,Ivan Toney,ivan-toney,I. Toney,F,17,185,12673,M,290927,EUR,826934400,F,17,17,False,20.0,13.0,,,2.0,3.0,11.0,17.0,2.0,,,,,,90.0,44.0,7.8,13.0,0.0177834,8,,2.0,4.0,5.0,,,1.0,,1.0,2.0,1.0,,,4.0,0.7118,3.0,,,,1.0,3.0,,,,,,ivantoney,,4.0,4.0,,0.8102,1.0,,,
