match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_shotOffTarget,stat_keyPass,stat_blockedScoringAttempt,stat_totalContest,stat_wonContest,stat_goalAssist,stat_outfielderBlock,stat_totalOffside,stat_errorLeadToAGoal
11067454,home,Bahia,Marcos Felipe,marcos-felipe,M. Felipe,G,1,189,1142,M,358524,EUR,829353600,G,22,22,False,30.0,18.0,26.0,14.0,7.0,7.0,11.0,23.0,3.0,10.0,2.0,2.0,5.0,90.0,45.0,7.8,12.0,0.00243219,0,0.4321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067454,home,Bahia,Gilberto,gilberto,Gilberto,D,2,181,1500,M,261687,EUR,731462400,D,2,2,False,36.0,27.0,2.0,,13.0,15.0,15.0,23.0,,5.0,,,,90.0,53.0,6.7,13.0,0.0299744,0,,2.0,1.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
11067454,home,Bahia,Kanu,kanu,Kanu,D,4,186,926,M,871705,EUR,857692800,D,4,4,False,32.0,30.0,3.0,1.0,24.0,25.0,6.0,7.0,2.0,3.0,,,,90.0,36.0,7.6,2.0,0.00142189,1,,,,3.0,2.0,3.0,3.0,,,,1.0,1.0,,,,True,1.0,1.0,0.1484,0.2358,,,,,,,,,,,
11067454,home,Bahia,Raul Gustavo,raul-gustavo,Raul Gustavo,D,34,188,521,M,1047422,EUR,924912000,D,34,34,False,35.0,30.0,3.0,,22.0,23.0,8.0,12.0,7.0,2.0,,,,90.0,50.0,7.0,6.0,0.00468961,2,,,,2.0,1.0,4.0,3.0,,,,2.0,,1.0,,2.0,,,,0.1595,,,,2.0,,,,,,,,
11067454,home,Bahia,Camilo Cándido,camilo-candido,C. Cándido,D,13,174,364,M,924073,EUR,802051200,D,38,38,False,17.0,16.0,1.0,1.0,2.0,2.0,14.0,17.0,,2.0,,,,45.0,26.0,6.6,4.0,0.0215585,0,,2.0,,,,2.0,1.0,1.0,,2.0,1.0,,1.0,,1.0,,,,,,,,,2.0,,,,,,,
11067454,home,Bahia,Thaciano,thaciano,Thaciano,M,16,182,1796,M,872039,EUR,800236800,M,16,16,False,14.0,10.0,,,3.0,3.0,7.0,12.0,,1.0,,,,62.0,20.0,6.2,7.0,0.0122302,0,,1.0,,3.0,2.0,6.0,4.0,1.0,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,
11067454,home,Bahia,Yago Felipe,yago-felipe,Y. Felipe,M,41,174,406,M,552164,EUR,791769600,M,20,20,False,47.0,37.0,1.0,1.0,21.0,23.0,16.0,24.0,,6.0,,,,90.0,61.0,7.2,12.0,0.0357718,2,,,,,,7.0,7.0,,1.0,3.0,5.0,4.0,1.0,2.0,6.0,,,,0.0338,,,,1.0,1.0,1.0,,,,,,
11067454,home,Bahia,Nicolás Acevedo,nicolas-acevedo,N. Acevedo,M,26,173,1112,M,959620,EUR,924048000,M,26,26,False,52.0,47.0,5.0,2.0,34.0,38.0,13.0,14.0,,9.0,,,,90.0,65.0,7.2,6.0,0.00472674,1,,,,2.0,1.0,5.0,7.0,1.0,,3.0,4.0,1.0,1.0,2.0,2.0,,,,0.0154,,,,,,1.0,,,,,,
11067454,home,Bahia,Cauly,cauly,Cauly,M,8,175,2903,M,255873,EUR,811123200,M,8,8,False,28.0,23.0,1.0,,10.0,11.0,14.0,23.0,,3.0,,,,79.0,49.0,7.1,16.0,0.363242,3,,6.0,1.0,,1.0,3.0,4.0,,,,,,4.0,1.0,1.0,,,,0.19,,,,3.0,2.0,,4.0,2.0,,,,
11067454,home,Bahia,Everaldo,everaldo,Everaldo,F,9,181,2414,M,386212,EUR,678672000,F,9,9,False,17.0,11.0,,,3.0,3.0,8.0,14.0,1.0,,,,,79.0,25.0,6.9,10.0,0.00654863,1,,,,2.0,6.0,4.0,7.0,,,,1.0,1.0,2.0,,2.0,,,,0.0558,,,,1.0,2.0,,1.0,,,,,
