match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialWon,stat_interceptionWon,stat_fouls,stat_bigChanceMissed,stat_hitWoodwork,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_goals,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,player_sofascoreId,captain,stat_blockedScoringAttempt,stat_totalOffside,stat_outfielderBlock,stat_errorLeadToAShot
10382124,home,Feyenoord,Justin Bijlow,bijlow-justin,J. Bijlow,G,16,190,1386,M,556696,EUR,885427200,G,1,1,False,24.0,14.0,14.0,4.0,13.0,14.0,1.0,10.0,1.0,12.0,1.0,4.0,4.0,1.0,90.0,39.0,7.8,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382124,home,Feyenoord,Lutsharel Geertruida,lutsharel-geertruida,L. Geertruida,D,6,185,2489,M,856739,EUR,963878400,D,4,4,False,70.0,62.0,3.0,1.0,20.0,23.0,43.0,50.0,1.0,3.0,,,,,90.0,96.0,7.7,13.0,2,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
10382124,home,Feyenoord,Gernot Trauner,gernot-trauner,G. Trauner,D,18,183,610,M,121588,EUR,701481600,D,18,18,False,56.0,50.0,7.0,6.0,30.0,32.0,20.0,24.0,3.0,9.0,,,,,90.0,67.0,7.4,6.0,0,,,1.0,4.0,,,,,2.0,1.0,,2.0,3.0,2.0,,,,,,,,,,,,,,,,,
10382124,home,Feyenoord,Dávid Hancko,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,50.0,42.0,15.0,10.0,25.0,29.0,17.0,22.0,4.0,7.0,,,,,90.0,64.0,7.1,10.0,2,1.0,,1.0,3.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,
10382124,home,Feyenoord,Quilindschy Hartman,quilindschy-hartman,Q. Hartman,D,3,183,1253,M,1392044,EUR,1005696000,D,19,19,False,47.0,40.0,3.0,2.0,16.0,19.0,25.0,31.0,1.0,4.0,,,,,88.0,82.0,7.7,18.0,1,3.0,1.0,2.0,4.0,1.0,,,1.0,4.0,2.0,,,2.0,1.0,,,1.0,,,,1.0,,,,,,,,,,
10382124,home,Feyenoord,Quinten Timber,quinten-timber,Q. Timber,M,27,177,8611,M,959805,EUR,992736000,M,8,8,False,40.0,35.0,,,7.0,9.0,28.0,32.0,,5.0,,,,,71.0,52.0,7.1,8.0,2,1.0,,3.0,4.0,,,1.0,1.0,2.0,1.0,1.0,,,,,,2.0,,,,,2.0,1.0,2.0,2.0,,,,,,
10382124,home,Feyenoord,Sebastian Szymański,sebastian-szymanski,S. Szymański,M,17,174,10886,M,847983,EUR,926294400,M,17,17,False,27.0,20.0,1.0,,3.0,6.0,19.0,24.0,,4.0,,,,,90.0,47.0,6.8,15.0,0,3.0,2.0,6.0,4.0,1.0,1.0,,,2.0,,3.0,1.0,1.0,3.0,,,4.0,1.0,,,,,3.0,1.0,,szymanski_11,,,,,
10382124,home,Feyenoord,Orkun Kökçü,orkun-kokcu,O. Kökçü,M,10,175,13499,M,907461,EUR,978048000,M,10,10,False,69.0,58.0,6.0,3.0,15.0,19.0,44.0,55.0,,7.0,,,,,90.0,87.0,7.3,19.0,2,5.0,1.0,7.0,5.0,2.0,1.0,,1.0,2.0,1.0,3.0,1.0,,1.0,,,2.0,1.0,,,,4.0,,1.0,1.0,orkunkokcu,True,1.0,,,
10382124,home,Feyenoord,Javairô Dilrosun,javairo-dilrosun,J. Dilrosun,F,24,175,728,M,803028,EUR,898473600,F,11,11,False,29.0,25.0,1.0,,4.0,5.0,22.0,27.0,1.0,3.0,,,,,59.0,48.0,6.9,12.0,2,3.0,1.0,2.0,4.0,1.0,,1.0,,2.0,,2.0,1.0,1.0,,,,3.0,1.0,,,,,,1.0,,,,1.0,,,
10382124,home,Feyenoord,Danilo,danilo,Danilo,F,9,174,1240,M,940647,EUR,923443200,F,9,9,False,23.0,20.0,,,5.0,5.0,15.0,18.0,,7.0,,,,,59.0,34.0,6.9,7.0,2,,,2.0,4.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,,,,2.0,1.0,,,,,,,,,,2.0,1.0,,
10382124,home,Feyenoord,Igor Paixão,igor-paixao,I. Paixão,F,14,168,12525,M,981815,EUR,962150400,F,14,14,False,21.0,16.0,2.0,,2.0,3.0,14.0,21.0,,2.0,,,,,71.0,37.0,6.4,18.0,1,3.0,,8.0,3.0,1.0,1.0,,1.0,,,3.0,2.0,,,1.0,,4.0,1.0,,,,3.0,,4.0,,,,,,,
10382124,home,Feyenoord,Patrik Wålemark,patrik-walemark,P. Wålemark,M,10,184,585,M,1014588,EUR,1003017600,F,23,23,True,5.0,5.0,,,1.0,1.0,4.0,6.0,,1.0,,,,,31.0,14.0,6.5,6.0,1,2.0,,3.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,1.0,,2.0,1.0,,,1.0,,,
10382124,home,Feyenoord,Santiago Giménez,santiago-gimenez,S. Giménez,F,7,182,32499,M,892141,EUR,987552000,F,29,29,True,7.0,4.0,,,,,4.0,7.0,,1.0,,,,,31.0,16.0,6.4,5.0,6,,,1.0,,1.0,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,sant.gimenez,,4.0,,,
10382124,home,Feyenoord,Mats Wieffer,mats-wieffer,M. Wieffer,M,27,188,2174,M,959628,EUR,942710400,M,20,20,True,4.0,3.0,,,1.0,1.0,2.0,3.0,,2.0,,,,,19.0,9.0,6.9,1.0,0,,,,4.0,,,,,2.0,2.0,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,
