match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_dispossessed,stat_wonTackle,stat_keyPass,stat_challengeLost,stat_totalContest,stat_wonContest,player_firstName,player_lastName,player_sofascoreId,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_accurateCross,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_bigChanceCreated,stat_totalOffside,stat_errorLeadToAShot,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_penaltyConceded
11352634,home,Luton Town,Thomas Kaminski,thomas-kaminski,T. Kaminski,G,1,190,545,M,45959,EUR,719798400,G,24,24,False,26.0,13.0,18.0,5.0,11.0,12.0,2.0,14.0,10.0,2.0,2.0,90.0,33.0,6.5,13.0,0.0,0.0,0.00077779,0,-0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352634,home,Luton Town,Reece Burke,reece-burke,R. Burke,D,32,189,102,M,372342,EUR,841622400,D,16,16,False,49.0,38.0,5.0,2.0,20.0,24.0,18.0,28.0,5.0,,,90.0,63.0,7.0,15.0,0.0593,0.0,0.0319889,1,,3.0,2.0,2.0,4.0,5.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11352634,home,Luton Town,Tom Lockyer,tom-lockyer,T. Lockyer,D,12,183,189,M,197848,EUR,786412800,D,4,4,False,59.0,47.0,18.0,9.0,19.0,20.0,28.0,39.0,12.0,,,90.0,70.0,7.2,13.0,0.0,0.0,0.0311276,0,,,2.0,4.0,3.0,7.0,,1.0,1.0,2.0,,1.0,,True,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11352634,home,Luton Town,Amari'i Bell,amarii-bell,A. Bell,D,17,179,289,M,369674,EUR,768096000,D,29,29,False,51.0,40.0,7.0,3.0,12.0,15.0,28.0,39.0,9.0,,,90.0,72.0,7.4,16.0,0.0,0.0,0.0189299,0,,3.0,,2.0,4.0,12.0,,,2.0,4.0,1.0,3.0,1.0,,1.0,2.0,1.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,
11352634,home,Luton Town,Issa Kaboré,issa-kabore,I. Kaboré,D,12,180,16736,M,1006189,EUR,989625600,M,12,12,False,31.0,23.0,2.0,,5.0,7.0,18.0,27.0,5.0,,,85.0,60.0,6.9,15.0,0.0477,0.0,0.0140115,1,,3.0,,,3.0,9.0,,,1.0,5.0,1.0,4.0,1.0,,1.0,1.0,,,1.0,,,,issa_kabore_29,1.0,,,,,,,,,,,,,
11352634,home,Luton Town,Albert Sambi Lokonga,albert-sambi-lokonga,A. S. Lokonga,M,6,183,3626,M,901892,EUR,940550400,M,28,28,False,33.0,30.0,1.0,1.0,15.0,16.0,15.0,21.0,,,,57.0,44.0,6.7,8.0,0.062,0.0156,0.0123321,2,,4.0,,,2.0,2.0,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
11352634,home,Luton Town,Marvelous Nakamba,marvelous-nakamba,M. Nakamba,M,18,177,1065,M,556904,EUR,758937600,M,13,13,False,50.0,41.0,5.0,3.0,17.0,19.0,24.0,32.0,11.0,,,90.0,62.0,7.2,11.0,0.0752,0.0,0.0485464,1,,1.0,,1.0,5.0,8.0,,,1.0,6.0,1.0,,3.0,,,4.0,,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,
11352634,home,Luton Town,Alfie Doughty,alfie-doughty,A. Doughty,M,14,183,521,M,945792,EUR,945734400,M,45,45,False,40.0,31.0,6.0,2.0,13.0,14.0,24.0,40.0,7.0,,,72.0,70.0,7.7,17.0,0.0806,0.0,0.288052,3,,14.0,,2.0,1.0,2.0,2.0,,2.0,,,,1.0,,,,5.0,,,,,,,1.0,,6.0,,,,,,,,,,,
11352634,home,Luton Town,Jacob Brown,jacob-brown,J. Brown,F,40,178,156,M,858911,EUR,892166400,F,19,19,False,13.0,7.0,,,1.0,2.0,6.0,12.0,4.0,,,72.0,32.0,6.8,11.0,0.3816,0.1988,0.0171633,4,,1.0,9.0,3.0,16.0,5.0,2.0,1.0,,1.0,,1.0,1.0,,2.0,,1.0,2.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,
11352634,home,Luton Town,Carlton Morris,carlton-morris,C. Morris,F,9,185,1069,M,358222,EUR,819072000,F,9,9,False,23.0,15.0,,,4.0,4.0,11.0,19.0,2.0,,,90.0,36.0,7.2,14.0,1.0397,1.7449,0.0787163,3,,,5.0,3.0,11.0,5.0,,,,,3.0,,1.0,,3.0,,1.0,2.0,2.0,2.0,,,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,
11352634,home,Luton Town,Chiedozie Ogbene,ogbene-chiedozie,C. Ogbene,M,19,181,757,M,849309,EUR,862444800,F,7,7,False,24.0,22.0,,,8.0,8.0,14.0,24.0,4.0,,,90.0,44.0,7.6,14.0,0.0367,0.0,0.424065,1,,8.0,,,2.0,5.0,1.0,,,,1.0,3.0,,,1.0,,4.0,,3.0,2.0,,,,,,,,,,1.0,1.0,,,,,,
11352634,home,Luton Town,Pelly Ruddock Mpanzu,pelly-ruddock-mpanzu,P. R. Mpanzu,M,17,175,298,M,387116,EUR,742867200,M,17,17,True,24.0,21.0,4.0,2.0,4.0,4.0,17.0,20.0,3.0,,,33.0,32.0,7.0,4.0,0.1031,0.0,0.351699,2,,,,1.0,,2.0,1.0,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
11352634,home,Luton Town,Ryan Giles,ryan-giles,R. Giles,D,3,179,245,M,931304,EUR,948844800,M,26,26,True,2.0,1.0,,,,,2.0,8.0,1.0,,,18.0,10.0,6.5,7.0,0.0,0.0,0.0287533,0,,6.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
