match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_interceptionWon,stat_blockedScoringAttempt,stat_keyPass,stat_totalCross,stat_dispossessed,stat_totalContest,stat_shotOffTarget,captain,stat_accurateCross,stat_bigChanceCreated,stat_wonContest,stat_bigChanceMissed,stat_outfielderBlock,stat_goals,stat_totalOffside
13981540,home,Roma,Mile Svilar,svilar-mile,M. Svilar,G,99,189,4489,M,793986,EUR,935712000,G,99,99,False,44.0,31.0,20.0,7.0,0.0,29.0,39.0,2.0,5.0,1.0,10.0,1.0,1.0,5.0,1.0,90.0,55.0,7.6,13.0,0.00102469,107.71932458701,16.0,37.275,5.88,0.747,0,0.3458,0.0,0.02,0.14,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981540,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,23,190,4038,M,611210,EUR,829699200,D,23,23,False,58.0,48.0,7.0,2.0,0.0,31.0,33.0,17.0,25.0,8.0,6.0,1.0,,,,90.0,71.0,6.9,11.0,0.0125119,54.672174171476,10.0,11.34,5.775,,1,,0.11,0.02,-0.1,,5.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,0.0285,0.1752,0.0,,,,,,,,,,,,,,,,,,,
13981540,home,Roma,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190,9220,M,848287,EUR,935107200,D,5,5,False,64.0,56.0,10.0,6.0,0.0,41.0,43.0,15.0,21.0,6.0,7.0,1.0,,,,90.0,74.0,6.8,8.0,0.00717842,256.09150504079,26.0,109.62,21.21,,0,,0.1,0.12,-0.11,,3.0,5.0,,,2.0,2.0,2.0,,3.0,,,,,,evanndicka,2.0,2.0,,,,,,,,,,,,,,
13981540,home,Roma,Mario Hermoso,mario-hermoso,M. Hermoso,D,22,184,2630,M,353130,EUR,803433600,D,22,22,False,71.0,58.0,10.0,4.0,0.0,36.0,42.0,22.0,29.0,5.0,4.0,,,,,90.0,84.0,6.7,13.0,0.0147792,75.004791389161,11.0,3.78,12.915,,1,,0.11,0.02,-0.09,,4.0,3.0,1.0,,6.0,1.0,,,1.0,0.027,,-0.07,,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,
13981540,home,Roma,Zeki Çelik,zeki-celik,Z. Çelik,D,19,180,2880,M,893008,EUR,856137600,M,19,19,False,42.0,37.0,2.0,1.0,0.0,19.0,21.0,18.0,21.0,5.0,2.0,,,,,90.0,64.0,6.7,10.0,0.022837,98.39626435001,15.0,19.11,18.06,,1,,0.03,0.07,-0.06,,1.0,5.0,1.0,,1.0,4.0,2.0,1.0,,0.0131,,-0.02,,,,2.0,,,,2.0,1.0,1.0,1.0,,,,,,,,
13981540,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,4,186,2731,M,186855,EUR,794188800,M,4,4,False,47.0,37.0,7.0,4.0,0.0,23.0,25.0,14.0,22.0,2.0,7.0,,,,,62.0,50.0,6.7,10.0,0.00967155,132.72448913887,17.0,9.765,18.48,,0,,0.05,0.06,-0.05,,1.0,2.0,,,1.0,1.0,1.0,,2.0,,,,,,,,1.0,,,,,,,True,,,,,,,
13981540,home,Roma,Manu Koné,manu-kone,M. Koné,M,17,186,6943,M,974087,EUR,990057600,M,17,17,False,65.0,56.0,2.0,1.0,0.0,28.0,29.0,28.0,36.0,3.0,6.0,,,,,90.0,74.0,6.8,11.0,0.0799968,244.25278743159,29.0,36.12,30.345,,0,,0.03,0.21,-0.02,,1.0,2.0,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,
13981540,home,Roma,Wesley,wesley-franca,Wesley,D,43,178,26776,M,1134200,EUR,1062806400,M,43,43,False,30.0,25.0,3.0,1.0,0.0,9.0,10.0,16.0,20.0,5.0,4.0,3.0,,,,82.0,58.0,6.7,15.0,0.14775,266.53926397264,22.0,211.155,45.465,,0,,0.17,0.29,-0.13,,,10.0,3.0,,1.0,2.0,2.0,1.0,,,,,,,WesleyFranca03,2.0,,,1.0,5.0,2.0,3.0,,,1.0,1.0,,,,,
13981540,home,Roma,Matías Soulé,matias-soule,M. Soulé,F,18,182,12526,M,1082406,EUR,1050364800,F,18,18,False,17.0,10.0,1.0,,0.0,2.0,4.0,8.0,13.0,2.0,3.0,2.0,,,,62.0,31.0,6.4,13.0,0.0141236,77.52584228581,10.0,-6.405,10.71,,1,,0.06,0.03,-0.03,,,2.0,,,,,,4.0,,0.0311,,-0.24,,,matiassoule11,,,,,,1.0,1.0,1.0,,,,,,,,
13981540,home,Roma,Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,7,186,5687,M,555540,EUR,835142400,F,7,7,False,36.0,28.0,3.0,1.0,0.0,6.0,6.0,22.0,30.0,2.0,1.0,2.0,,,,80.0,52.0,6.3,18.0,0.0737227,191.51483183214,19.0,54.81,19.74,,1,,-0.19,0.28,-0.07,,,6.0,1.0,,,,,2.0,,0.0363,,-0.12,,,lorepelle7,1.0,,,1.0,3.0,3.0,1.0,1.0,,,,,,,,
13981540,home,Roma,Evan Ferguson,evan-ferguson,E. Ferguson,F,11,188,8346,M,999231,EUR,1098144000,F,11,11,False,10.0,9.0,1.0,1.0,0.0,5.0,5.0,4.0,5.0,1.0,2.0,,,,,45.0,20.0,6.3,6.0,0.00420188,12.234746528857,3.0,3.885,4.41,,2,,0.04,0.02,-0.05,,,4.0,1.0,,,,,3.0,,0.1725,,-0.42,,,EvanFerguson9,2.0,,,,1.0,,2.0,2.0,,,,1.0,1.0,,,
13981540,home,Roma,Tommaso Baldanzi,tommaso-baldanzi,T. Baldanzi,M,8,170,2264,M,1012172,EUR,1048377600,M,35,35,True,10.0,7.0,1.0,,0.0,2.0,2.0,5.0,8.0,2.0,1.0,2.0,,,,45.0,15.0,6.6,4.0,0.0031253,56.697686745562,6.0,7.35,11.13,,1,,-0.13,0.05,0.13,,,3.0,,1.0,,,,,1.0,0.2125,0.3243,-0.17,,,,1.0,,,,,1.0,,,,,,,,,,
13981540,home,Roma,Neil El Aynaoui,neil-el-aynaoui,N. El Aynaoui,M,8,186,16055,M,1128530,EUR,994032000,M,8,8,True,32.0,31.0,1.0,1.0,0.0,14.0,14.0,17.0,18.0,1.0,3.0,1.0,,,,28.0,33.0,6.9,1.0,0.0113559,71.89151947672,11.0,25.305,7.35,,0,,0.1,0.05,0.14,,,1.0,,,,,,,,,,,Neil,El Aynaoui,,1.0,,,,,,,,,,,,,,,
13981540,home,Roma,Paulo Dybala,paulo-dybala,P. Dybala,F,21,177,117714,M,256219,EUR,753321600,F,21,21,True,13.0,10.0,,,0.0,1.0,1.0,9.0,12.0,,1.0,,,,,28.0,18.0,6.5,7.0,0.279816,42.309105256061,6.0,0.41999999999999,7.245,,0,,0.17,0.01,-0.02,,,2.0,,,,,,2.0,1.0,,,,,,LaJoya,,,,2.0,2.0,1.0,,,,1.0,,,,,,
