match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_interceptionWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,stat_aerialWon,stat_wonTackle,stat_fouls,stat_keyPass,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_dispossessed,stat_blockedScoringAttempt,stat_lastManTackle,stat_accurateCross,stat_hitWoodwork,stat_errorLeadToAGoal,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_bigChanceCreated,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
14064508,home,Nantes,Anthony Lopes,,,anthony-lopes,A. Lopes,G,1,184.0,1194,M,48535,EUR,654739200,G,1,1,False,36.0,28.0,10.0,2.0,0.0,28.0,31.0,5.0,1.0,1.0,7.0,1.0,1.0,4.0,4.0,90.0,49.0,6.0,8.0,0.00014495,0.5289,0,-0.7348,0.01,0.01,-0.48,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064508,home,Nantes,Kelvin Amian,,,kelvin-amian,K. Amian,D,98,179.0,199,M,802143,EUR,886896000,D,98,98,False,43.0,34.0,10.0,5.0,0.0,19.0,23.0,20.0,2.0,,3.0,,,,,90.0,65.0,5.8,13.0,0.0132047,,1,,0.16,0.12,-0.81,,True,15.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0282,-0.26,,,,,,,,,,,,,,,,,,,,,,,
14064508,home,Nantes,Chidozie Awaziem,,,chidozie-awaziem,C. Awaziem,D,6,189.0,1826,M,804764,EUR,852076800,D,6,6,False,52.0,44.0,9.0,6.0,0.0,34.0,36.0,16.0,5.0,1.0,4.0,2.0,,,,76.0,65.0,6.5,8.0,0.0106211,,0,,0.16,0.06,-0.45,,,10.0,,2.0,1.0,,8.0,2.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14064508,home,Nantes,Tylel Tati,,,tylel-tati,T. Tati,D,78,190.0,819,M,2193204,EUR,1200700800,D,78,78,False,32.0,29.0,2.0,,0.0,24.0,26.0,6.0,2.0,4.0,4.0,1.0,,,,90.0,45.0,5.4,5.0,0.00190195,,0,,-0.04,0.01,-0.81,,,5.0,,2.0,1.0,,1.0,,1.0,,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,
14064508,home,Nantes,Louis Leroux,,,louis-leroux,L. Leroux,M,66,184.0,364,M,1405998,EUR,1137974400,D,66,66,False,41.0,33.0,9.0,5.0,0.0,13.0,14.0,27.0,5.0,,7.0,2.0,,,,90.0,68.0,5.9,18.0,0.0277848,,1,,0.31,0.03,-0.86,,,20.0,1.0,5.0,1.0,,1.0,2.0,1.0,0.0221,-0.12,,1.0,2.0,4.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
14064508,home,Nantes,Junior Mwanga,,,junior-mwanga,J. Mwanga,M,18,184.0,472,M,1197153,EUR,1052611200,M,80,80,False,32.0,22.0,4.0,2.0,0.0,13.0,14.0,18.0,4.0,1.0,6.0,1.0,,,,90.0,41.0,6.8,13.0,0.0111579,,0,,-0.1,0.35,0.39,,,9.0,,3.0,1.0,,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,
14064508,home,Nantes,Hyeok-kyu Kwon,,,hyeok-kyu-kwon,H. K. Kwon,M,8,190.0,664,M,1025895,EUR,984441600,M,5,5,False,23.0,20.0,3.0,2.0,0.0,14.0,15.0,8.0,3.0,1.0,2.0,1.0,,,,64.0,29.0,6.3,3.0,0.00544281,,0,,-0.12,0.06,-0.27,,,6.0,,4.0,2.0,,1.0,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,
14064508,home,Nantes,Dehmaine Tabibou,Dehmaine,Tabibou,dehmaine-assoumani,D. Tabibou,M,17,181.0,341,M,1405912,EUR,1113696000,M,17,17,False,23.0,14.0,4.0,,0.0,6.0,7.0,16.0,4.0,2.0,4.0,,,,,63.0,35.0,6.1,13.0,0.0799035,,2,,0.22,0.05,-0.46,,,8.0,3.0,3.0,,2.0,1.0,1.0,1.0,0.1032,-0.1,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,
14064508,home,Nantes,Bahereba Guirassy,,,bahereba-guirassy,B. Guirassy,F,11,177.0,1755,M,1406007,EUR,1156809600,F,11,11,False,12.0,7.0,,,0.0,3.0,6.0,6.0,1.0,,3.0,,,,,71.0,21.0,8.2,9.0,0.00374106,,3,,-0.05,0.09,0.13,,,4.0,,7.0,,,,1.0,1.0,0.4997,0.81,,1.0,,,3.0,,,,,,,,,4.0,3.0,2.0,2.3811,,,,,,
14064508,home,Nantes,Youssef El Arabi,,,youssef-el-arabi,Y. E. Arabi,F,19,183.0,2462,M,45512,EUR,539308800,F,19,19,False,17.0,11.0,2.0,1.0,0.0,5.0,6.0,11.0,4.0,,3.0,3.0,,,,71.0,29.0,6.5,11.0,0.00357611,,2,,-0.19,0.12,-0.03,,,6.0,,2.0,,1.0,,1.0,4.0,0.3521,-0.54,,1.0,1.0,,,,,,,,,1.0,,1.0,1.0,,0.3678,2.0,,,,,
