match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_dispossessed,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_punches,stat_lastManTackle,player_sofascoreId,stat_goalAssist
11891429,home,Hertha BSC,Marius Gersbeck,marius-gersbeck,M. Gersbeck,G,35,186,38,M,252457,EUR,803606400,G,35,35,False,48.0,36.0,25.0,14.0,30.0,32.0,6.0,16.0,11.0,1.0,1.0,2.0,2.0,2.0,90.0,55.0,6.3,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11891429,home,Hertha BSC,Toni Leistner,toni-leistner,T. Leistner,D,37,190,99,M,137053,EUR,651024000,D,37,37,False,78.0,67.0,8.0,5.0,55.0,60.0,12.0,18.0,9.0,,,,,,90.0,85.0,6.5,11.0,0,,,True,2.0,4.0,4.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11891429,home,Hertha BSC,Marc-Oliver Kempf,marc-oliver-kempf,M. O. Kempf,D,2,186,885,M,226974,EUR,791251200,D,20,20,False,68.0,54.0,8.0,3.0,42.0,46.0,12.0,22.0,9.0,,,,,,90.0,86.0,7.1,16.0,1,,,,5.0,12.0,5.0,14.0,,6.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11891429,home,Hertha BSC,Márton Dárdai,marton-dardai,M. Dárdai,D,31,186,1093,M,980618,EUR,1013472000,D,31,31,False,33.0,27.0,3.0,1.0,22.0,26.0,5.0,7.0,1.0,,,,,,45.0,41.0,6.5,7.0,0,,,,1.0,,1.0,1.0,,2.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11891429,home,Hertha BSC,Jonjoe Kenny,jonjoe-kenny,J. Kenny,D,3,176,414,M,361310,EUR,858384000,M,16,16,False,61.0,54.0,9.0,5.0,37.0,37.0,18.0,29.0,2.0,,,,,,90.0,87.0,6.7,16.0,1,,,,,,3.0,2.0,1.0,,2.0,1.0,,2.0,,1.0,,1.0,5.0,1.0,3.0,,,,,,,,,,,,,,
11891429,home,Hertha BSC,Deyovaisio Zeefuik,deyovaisio-zeefuik,D. Zeefuik,D,42,185,214,M,843156,EUR,889574400,M,34,34,False,20.0,14.0,1.0,,9.0,11.0,5.0,9.0,3.0,,,,,,45.0,24.0,6.3,8.0,0,,,,,,2.0,,,,,,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,
11891429,home,Hertha BSC,Aymen Barkok,aymen-barkok,A. Barkok,M,6,188,1378,M,856594,EUR,895708800,M,18,18,False,60.0,40.0,4.0,2.0,24.0,30.0,18.0,33.0,7.0,,,,,,90.0,82.0,7.0,25.0,3,,,,3.0,3.0,7.0,6.0,,1.0,1.0,1.0,,4.0,3.0,2.0,,,3.0,2.0,4.0,2.0,2.0,1.0,,,,,,,,,,,
11891429,home,Hertha BSC,Michał Karbownik,michal-karbownik,M. Karbownik,M,33,175,1643,M,910043,EUR,984441600,M,6,6,False,55.0,47.0,6.0,4.0,21.0,24.0,26.0,31.0,13.0,,,,,,90.0,74.0,6.8,11.0,2,,,,1.0,,5.0,2.0,1.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,,,,3.0,,1.0,,,,,,,,,,,
11891429,home,Hertha BSC,Florian Niederlechner,florian-niederlechner,F. Niederlechner,F,7,186,339,M,156146,EUR,656726400,F,7,7,False,16.0,13.0,,,8.0,9.0,5.0,9.0,2.0,,,,,,63.0,27.0,6.7,8.0,1,Florian,Niederlechner,,1.0,,3.0,2.0,1.0,,1.0,1.0,1.0,,2.0,1.0,,1.0,2.0,,2.0,,,,1.0,,,,,,,,,,
11891429,home,Hertha BSC,Derry Scherhant,derry-scherhant,D. Scherhant,F,7,184,371,M,1131002,EUR,1036886400,F,39,39,False,14.0,8.0,,,1.0,1.0,7.0,13.0,,,,,,,63.0,30.0,7.1,11.0,3,,,,1.0,,4.0,6.0,1.0,,2.0,,3.0,1.0,,,,,,,3.0,2.0,1.0,3.0,,1.0,,,,,,,,,
11891429,home,Hertha BSC,Haris Tabaković,haris-tabakovic,H. Tabaković,F,15,196,2739,M,259803,EUR,772070400,F,25,25,False,46.0,38.0,,,16.0,18.0,22.0,29.0,2.0,,,,,,90.0,64.0,7.3,11.0,7,,,,5.0,6.0,7.0,9.0,,,,,3.0,1.0,2.0,6.0,,,1.0,,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,
11891429,home,Hertha BSC,Andreas Bouchalakis,andreas-bouchalakis,A. Bouchalakis,M,41,185,233,M,211116,EUR,733881600,M,5,5,True,48.0,41.0,8.0,5.0,15.0,16.0,26.0,33.0,6.0,,,,,,45.0,53.0,6.2,9.0,0,,,,1.0,,4.0,,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,,
