match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,captain,stat_aerialWon,stat_dispossessed,stat_shotOffTarget,stat_penaltyConceded,stat_expectedGoals,player_lastName,stat_aerialLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,player_sofascoreId,stat_blockedScoringAttempt,stat_goals,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
11388403,home,SC Heerenveen,Andries Noppert,andries-noppert,A. Noppert,G,44,203,438,M,339339,EUR,765676800,G,44,44,False,15.0,8.0,9.0,3.0,0.0,6.0,12.0,2.0,3.0,1.0,4.0,4.0,1.0,4.0,90.0,23.0,6.5,8.0,0.00099258,0,0.0768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388403,home,SC Heerenveen,Oliver Braude,braude-oliver,O. Braude,D,45,174,214,M,1150061,EUR,1077321600,D,45,45,False,37.0,27.0,8.0,4.0,0.0,21.0,23.0,6.0,14.0,2.0,6.0,,,,90.0,50.0,6.5,10.0,0.0237197,0,,Oliver Braude,5.0,5.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
11388403,home,SC Heerenveen,Sven van Beek,sven-van-beek,S. v. Beek,D,22,188,75,M,309302,EUR,775353600,D,4,4,False,67.0,55.0,8.0,3.0,0.0,30.0,34.0,25.0,33.0,4.0,8.0,,,,90.0,83.0,6.7,13.0,0.0277904,1,,,1.0,5.0,,1.0,1.0,5.0,2.0,2.0,,1.0,,1.0,True,2.0,1.0,1.0,1.0,0.0682,,,,,,,,,,,,,,,
11388403,home,SC Heerenveen,Syb van Ottele,syb-van-ottele,S. v. Ottele,D,6,185,91,M,961686,EUR,1012608000,D,6,6,False,56.0,48.0,14.0,9.0,0.0,28.0,30.0,20.0,26.0,4.0,5.0,,,,90.0,72.0,7.1,10.0,0.0895406,1,,,5.0,5.0,,1.0,,2.0,2.0,,,,,1.0,,3.0,,,,0.0272,,4.0,1.0,2.0,1.0,0.169,,,,,,,,,
11388403,home,SC Heerenveen,Mats Köhlert,mats-kohlert,M. Köhlert,D,27,168,173,M,794998,EUR,894067200,D,7,7,False,35.0,30.0,1.0,,0.0,14.0,17.0,18.0,22.0,,6.0,,,,90.0,52.0,6.7,7.0,0.0577454,1,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,,,,1.0,,0.0954,,,,1.0,,,4.0,2.0,,,,,,,
11388403,home,SC Heerenveen,Thom Haye,thom-haye,T. Haye,M,33,187,10984,M,149666,EUR,792288000,M,33,33,False,38.0,36.0,4.0,4.0,0.0,14.0,14.0,24.0,30.0,,2.0,,,,69.0,53.0,7.1,8.0,0.0658962,2,,,2.0,2.0,,1.0,,1.0,2.0,1.0,,1.0,,3.0,,,,1.0,,0.0612,,,,2.0,,,6.0,2.0,thomhaye,1.0,,,,,
11388403,home,SC Heerenveen,Anas Tahiri,anas-tahiri,A. Tahiri,M,19,179,260,M,544156,EUR,800496000,M,26,26,False,38.0,35.0,2.0,2.0,0.0,16.0,16.0,20.0,23.0,1.0,3.0,,,,68.0,48.0,7.5,4.0,0.195159,1,,,3.0,2.0,1.0,,,,1.0,1.0,1.0,,,2.0,,,1.0,,,0.7884,,1.0,1.0,1.0,,0.9935,1.0,1.0,,,1.0,,,,
11388403,home,SC Heerenveen,Patrik Wålemark,patrik-walemark,P. Wålemark,M,10,184,585,M,1014588,EUR,1003017600,M,24,24,False,15.0,10.0,2.0,,0.0,4.0,4.0,6.0,11.0,,5.0,,,,68.0,33.0,7.4,8.0,0.035623,5,,,3.0,5.0,1.0,1.0,,,1.0,1.0,4.0,,,,,,1.0,3.0,,0.1908,,,1.0,,1.0,0.3896,,,,1.0,,,,,
11388403,home,SC Heerenveen,Luuk Brouwers,luuk-brouwers,L. Brouwers,M,8,180,141,M,794014,EUR,894153600,M,28,28,False,28.0,24.0,,,0.0,10.0,11.0,14.0,17.0,,1.0,,,,83.0,40.0,6.7,7.0,0.0753586,2,,,4.0,4.0,2.0,1.0,,1.0,2.0,1.0,2.0,1.0,,1.0,,,,1.0,,0.1082,,,,,1.0,,,,,1.0,,,,,
11388403,home,SC Heerenveen,Osame Sahraoui,osame-sahraoui,O. Sahraoui,M,11,170,7357,M,965357,EUR,992217600,M,20,20,False,40.0,35.0,2.0,1.0,0.0,7.0,7.0,28.0,33.0,1.0,4.0,,,,90.0,68.0,7.5,16.0,0.594847,4,,,8.0,6.0,1.0,7.0,4.0,1.0,,,2.0,,,5.0,,,3.0,1.0,,0.2373,,1.0,2.0,,4.0,0.6596,,,osamesahraoui,1.0,,,,,
