match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_wasFouled,stat_shotOffTarget,stat_totalOffside,stat_fouls,stat_dispossessed,stat_bigChanceCreated,stat_totalContest,stat_wonContest,stat_goalAssist,stat_hitWoodwork,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_clearanceOffLine
10385498,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,22,22,False,12.0,8.0,6.0,2.0,7.0,7.0,1.0,5.0,1.0,9.0,1.0,1.0,1.0,90.0,24.0,6.9,4.0,0.0,0.0,0.00017713,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385498,home,Newcastle United,Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,174,8369,M,ktrippier2,69256,EUR,653702400,D,2,2,False,66.0,49.0,5.0,4.0,17.0,19.0,36.0,57.0,1.0,15.0,,,,90.0,101.0,7.7,28.0,0.0404,0.0,0.122276,1,True,10.0,4.0,4.0,2.0,5.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
10385498,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,,101882,EUR,693187200,D,5,5,False,51.0,37.0,9.0,3.0,26.0,28.0,12.0,24.0,4.0,8.0,,,,90.0,70.0,8.4,16.0,0.0597,0.386,0.0619454,2,,1.0,1.0,3.0,4.0,3.0,8.0,,1.0,3.0,2.0,,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
10385498,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4473,M,,99090,EUR,705369600,D,33,33,False,33.0,28.0,2.0,2.0,25.0,27.0,3.0,6.0,5.0,6.0,,,,90.0,46.0,7.6,5.0,0.1507,0.3135,0.00170501,4,,,,1.0,2.0,1.0,4.0,,,,2.0,1.0,,1.0,1.0,,,,3.0,1.0,,,,,,,,,,,,
10385498,home,Newcastle United,Matt Targett,,,matt-targett,M. Targett,D,3,183,816,M,,368134,EUR,811382400,D,13,13,False,50.0,41.0,5.0,1.0,18.0,21.0,24.0,33.0,1.0,10.0,,,,90.0,65.0,7.5,13.0,0.0,0.0,0.0859617,0,,4.0,1.0,,1.0,3.0,5.0,1.0,,,3.0,3.0,,3.0,,,,1.0,,,2.0,,,,,,,,,,,
10385498,home,Newcastle United,Joe Willock,,,joe-willock,J. Willock,M,28,186,2651,M,,888550,EUR,935107200,M,28,28,False,28.0,26.0,2.0,2.0,5.0,5.0,21.0,24.0,,7.0,,,,80.0,47.0,7.1,11.0,0.1921,0.1804,0.287993,3,,1.0,,2.0,,6.0,5.0,1.0,2.0,,4.0,2.0,5.0,1.0,1.0,,,1.0,,,1.0,2.0,1.0,,,,,,,,,
10385498,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,72.0,64.0,7.0,2.0,21.0,22.0,43.0,51.0,,10.0,,,,89.0,96.0,7.7,16.0,0.0185,0.0,0.134065,1,,1.0,,,,6.0,12.0,,,1.0,3.0,2.0,1.0,3.0,,,,4.0,1.0,,,3.0,,8.0,5.0,,,,,,,
10385498,home,Newcastle United,Joelinton,,,joelinton,Joelinton,M,7,186,10098,M,joelinton34,560128,EUR,839980800,M,7,7,False,53.0,48.0,3.0,3.0,12.0,14.0,38.0,41.0,,5.0,,,,90.0,73.0,7.9,8.0,0.2013,0.1097,0.206254,3,,2.0,2.0,3.0,1.0,9.0,9.0,2.0,,2.0,1.0,1.0,1.0,3.0,2.0,,,3.0,1.0,,2.0,1.0,,5.0,4.0,1.0,,,,,,
10385498,home,Newcastle United,Miguel Almirón,,,miguel-almiron,M. Almirón,M,10,174,8461,M,miguel_almiron,333373,EUR,760838400,F,24,24,False,36.0,29.0,,,3.0,4.0,27.0,33.0,1.0,5.0,,,,81.0,53.0,7.2,13.0,0.1207,0.2763,0.484813,1,,1.0,1.0,1.0,,4.0,4.0,,,,2.0,2.0,2.0,2.0,1.0,,,1.0,,,1.0,,,3.0,1.0,,1.0,,,,,
10385498,home,Newcastle United,Callum Wilson,,,callum-wilson,C. Wilson,F,9,180,3241,M,,113956,EUR,699148800,F,9,9,False,7.0,5.0,1.0,,,,5.0,8.0,,1.0,,,,89.0,16.0,7.3,5.0,0.609,0.7639,0.0722218,4,,1.0,,2.0,1.0,3.0,1.0,,,,,,2.0,2.0,2.0,1.0,,,2.0,1.0,1.0,,,,,,,2.0,,,,
