match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_interceptionWon,stat_keyPass,stat_shotOffTarget,stat_goalAssist,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_goalsPrevented,stat_penaltyConceded,stat_clearanceOffLine,stat_errorLeadToAGoal
10388337,home,FC Bayern München,Yann Sommer,yann-sommer,Y. Sommer,G,1,183,12744,M,yannsommer,16206,EUR,598320000,G,27,27,False,22.0,21.0,1.0,21.0,21.0,1.0,7.0,90.0,27.0,6.9,1.0,0.0,0.0,0.00012628,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388337,home,FC Bayern München,Noussair Mazraoui,noussair-mazraoui,N. Mazraoui,D,3,183,53749,M,nousmaz97,847030,EUR,879465600,D,40,40,False,58.0,50.0,3.0,25.0,28.0,30.0,2.0,90.0,83.0,7.9,13.0,0.7078,0.873,0.0332042,2,1.0,25.0,1.0,2.0,5.0,8.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10388337,home,FC Bayern München,Benjamin Pavard,benjamin-pavard,B. Pavard,D,28,186,10858,M,benpavard21,787505,EUR,827971200,D,5,5,False,94.0,88.0,5.0,56.0,58.0,36.0,6.0,90.0,109.0,7.5,7.0,0.0,0.0,0.0558284,0,3.0,32.0,3.0,1.0,5.0,2.0,1.0,,,,,,6.0,,,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10388337,home,FC Bayern München,Matthijs de Ligt,matthijs-de-ligt,M. de Ligt,D,4,188,32702,M,mdeligt,803031,EUR,934416000,D,4,4,False,77.0,71.0,5.0,45.0,47.0,30.0,2.0,85.0,81.0,7.0,6.0,0.062,0.0,0.0227755,1,2.0,26.0,1.0,5.0,1.0,5.0,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
10388337,home,FC Bayern München,João Cancelo,joao-cancelo,J. Cancelo,D,2,182,90247,M,JCancelo,138892,EUR,769996800,D,22,22,False,51.0,46.0,3.0,25.0,27.0,24.0,9.0,90.0,76.0,7.3,10.0,0.0,0.0,0.127438,0,1.0,21.0,,2.0,6.0,5.0,1.0,1.0,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,3.0,,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,
10388337,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42486,M,Jok_32,259117,EUR,792201600,M,6,6,False,43.0,37.0,3.0,23.0,26.0,20.0,1.0,71.0,52.0,7.3,8.0,0.7884,0.99,0.0649173,1,1.0,15.0,1.0,1.0,3.0,2.0,1.0,,,,1.0,1.0,,1.0,1.0,,,1.0,,,2.0,,,,,3.0,1.0,,,,,,,,,,,,,
10388337,home,FC Bayern München,Leroy Sané,leroy-sane,L. Sané,M,10,184,41295,M,LeroySane,293519,EUR,821318400,M,10,10,False,29.0,27.0,3.0,7.0,7.0,24.0,4.0,90.0,41.0,7.3,9.0,0.0376,0.0,0.481561,1,2.0,20.0,1.0,,5.0,3.0,1.0,2.0,2.0,1.0,,,,2.0,2.0,2.0,,,,,5.0,,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,
10388337,home,FC Bayern München,Thomas Müller,thomas-muller,T. Müller,F,13,186,37471,M,esmuellert,35166,EUR,621648000,M,25,25,False,40.0,30.0,2.0,12.0,12.0,28.0,3.0,90.0,56.0,7.4,11.0,1.5894,0.7509,0.645512,7,,18.0,1.0,1.0,3.0,4.0,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,2.0,,,,,,2.0,,True,1.0,2.0,,,,,,,,
10388337,home,FC Bayern München,Jamal Musiala,jamal-musiala,J. Musiala,M,10,184,116690,M,Bambi,1010231,EUR,1046217600,M,42,42,False,34.0,30.0,2.0,15.0,17.0,17.0,6.0,85.0,64.0,8.5,10.0,0.2975,0.0639,0.280299,4,1.0,15.0,,,6.0,10.0,2.0,2.0,5.0,4.0,1.0,,,3.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,
10388337,home,FC Bayern München,Kingsley Coman,kingsley-coman,K. Coman,M,21,178,32905,M,KingComan,280441,EUR,834624000,M,11,11,False,28.0,22.0,,5.0,6.0,23.0,1.0,64.0,38.0,6.6,10.0,0.2285,0.1207,0.455818,4,,17.0,1.0,1.0,3.0,1.0,,,2.0,,2.0,,1.0,,,1.0,,,,,1.0,2.0,,,,1.0,,,,,,1.0,,,,,,,,
