match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_goalAssist,stat_accurateCross,stat_dispossessed,stat_keyPass,player_firstName,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_totalOffside,stat_goals,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_hitWoodwork
11067504,home,Fortaleza,João Ricardo,joao-ricardo,J. Ricardo,G,1,188,675,M,839761,EUR,589507200,G,1,1,False,16.0,6.0,11.0,1.0,5.0,6.0,1.0,10.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,90.0,26.0,7.3,10.0,0.0,0.0,0.00010487,0,0.1681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067504,home,Fortaleza,Tinga,tinga,Tinga,D,2,179,424,M,330057,EUR,746841600,D,2,2,False,40.0,32.0,7.0,2.0,15.0,18.0,17.0,24.0,3.0,8.0,3.0,7.0,2.0,,,,90.0,59.0,7.6,13.0,0.0,0.0,0.0319379,0,,True,2.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11067504,home,Fortaleza,Emanuel Brítez,emanuel-britez,E. Brítez,D,33,178,532,M,789395,EUR,701568000,D,19,19,False,47.0,40.0,6.0,2.0,27.0,31.0,13.0,16.0,3.0,3.0,7.0,3.0,,,,,90.0,62.0,7.5,9.0,0.178,0.0,0.0265783,1,,,,1.0,2.0,,,3.0,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,
11067504,home,Fortaleza,Titi,titi,Titi,D,4,187,324,M,243435,EUR,574128000,D,4,4,False,56.0,47.0,7.0,3.0,31.0,32.0,16.0,25.0,2.0,5.0,1.0,6.0,2.0,,,,90.0,66.0,7.0,10.0,0.0,0.0,0.00920861,0,,,1.0,,2.0,,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,
11067504,home,Fortaleza,Bruno Pacheco,bruno-pacheco,B. Pacheco,D,91,174,374,M,870691,EUR,692150400,D,6,6,False,36.0,30.0,1.0,,13.0,13.0,19.0,27.0,1.0,10.0,2.0,4.0,1.0,,,,90.0,63.0,8.4,13.0,0.0,0.0,0.236343,0,,,4.0,1.0,6.0,2.0,1.0,,1.0,7.0,6.0,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,
11067504,home,Fortaleza,Calebe Gonçalves,calebe,Calebe,M,20,173,641,M,1046796,EUR,957052800,M,27,27,False,16.0,14.0,2.0,2.0,3.0,3.0,13.0,21.0,,4.0,,3.0,2.0,,,,71.0,43.0,6.8,16.0,0.2723,0.2404,0.241006,2,,,8.0,1.0,5.0,3.0,2.0,,,,,1.0,4.0,,1.0,,2.0,2.0,2.0,Calebe,,1.0,1.0,,,,,,,
11067504,home,Fortaleza,Hércules,hercules,Hércules,M,35,178,3079,M,1104068,EUR,972000000,M,35,35,False,40.0,35.0,6.0,4.0,12.0,13.0,23.0,28.0,3.0,7.0,5.0,8.0,,,,,89.0,55.0,7.3,7.0,0.0499,0.1957,0.0297564,2,,,1.0,1.0,4.0,3.0,2.0,,,2.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,
11067504,home,Fortaleza,Caio Alexandre,caio-alexandre,C. Alexandre,M,19,174,1777,M,1008832,EUR,919814400,M,8,8,False,56.0,51.0,6.0,4.0,21.0,21.0,31.0,36.0,,5.0,1.0,8.0,1.0,,,,90.0,75.0,7.3,8.0,0.0321,0.0,0.0429422,1,,,1.0,2.0,8.0,,,1.0,1.0,4.0,2.0,,2.0,2.0,3.0,,1.0,1.0,1.0,,,,,1.0,,,,,,
11067504,home,Fortaleza,Moisés,moises,Moisés,M,21,177,1067,M,1046501,EUR,841622400,M,21,21,False,13.0,11.0,,,5.0,5.0,8.0,13.0,2.0,8.0,1.0,3.0,1.0,,,,71.0,37.0,6.8,12.0,0.2729,0.4872,0.196134,1,,,5.0,,6.0,8.0,4.0,,,1.0,1.0,,1.0,,,,2.0,2.0,1.0,Moisés,,,1.0,,1.0,2.0,,,,
11067504,home,Fortaleza,Juan Martín Lucero,juan-martin-lucero,J. M. Lucero,F,9,179,1899,M,359024,EUR,691459200,F,9,9,False,5.0,4.0,,,3.0,3.0,1.0,2.0,1.0,2.0,,2.0,1.0,,,,79.0,11.0,6.6,4.0,0.2081,0.0,0.00158665,2,,,,3.0,5.0,,,,,,,1.0,1.0,,,,,2.0,,,,,,1.0,,,,,,
11067504,home,Fortaleza,Thiago Galhardo,thiago-galhardo,T. Galhardo,F,,182,1617,M,165677,EUR,616896000,F,91,91,False,21.0,14.0,2.0,,2.0,5.0,12.0,16.0,2.0,4.0,,1.0,,,,,89.0,38.0,7.8,13.0,0.3956,0.5558,0.28291,4,,,,1.0,4.0,,,1.0,,2.0,,,3.0,,1.0,,,2.0,4.0,,,1.0,2.0,2.0,1.0,,1.0,,,
11067504,home,Fortaleza,Guilherme,guilherme,Guilherme,M,11,178,3515,M,844605,EUR,797731200,F,29,29,True,12.0,11.0,3.0,3.0,3.0,3.0,9.0,11.0,,2.0,,2.0,2.0,,,,19.0,21.0,6.9,4.0,0.0,0.0,0.125803,0,,,2.0,1.0,2.0,1.0,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,
11067504,home,Fortaleza,Yago Pikachu,yago-pikachu,Y. Pikachu,M,22,170,1544,M,363688,EUR,707702400,M,22,22,True,3.0,2.0,,,1.0,1.0,1.0,4.0,,4.0,1.0,2.0,2.0,,,,19.0,11.0,6.8,4.0,0.0,0.0,0.00117808,0,,,2.0,1.0,3.0,1.0,,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,
11067504,home,Fortaleza,Silvio Romero,silvio-romero,S. Romero,F,,175,133,M,174937,EUR,585532800,F,18,18,True,5.0,3.0,,,,1.0,3.0,4.0,,,,2.0,,,,,11.0,6.0,7.2,2.0,0.0957,0.1792,0.00220779,1,,,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,1.0,1.0,,,
