match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,captain,stat_aerialWon,stat_outfielderBlock,stat_wasFouled,stat_challengeLost,stat_unsuccessfulTouch,stat_wonContest,stat_blockedScoringAttempt,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_dispossessed,player_sofascoreId,stat_punches,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,stat_bigChanceCreated
10389967,home,Troyes,Mateusz Lis,mateusz-lis,M. Lis,G,1,192,578,M,798375,EUR,857001600,G,1,1,False,30.0,22.0,11.0,3.0,19.0,20.0,3.0,10.0,2.0,10.0,2.0,3.0,5.0,1.0,1.0,90.0,47.0,8.0,8.0,0.0,0.0,0.00113684,0,0.7625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389967,home,Troyes,Thierno Baldé,thierno-balde,T. Baldé,D,18,182,214,M,997189,EUR,1023667200,D,18,18,False,58.0,53.0,1.0,1.0,25.0,27.0,28.0,32.0,2.0,5.0,,,,,,90.0,82.0,7.0,8.0,0.0,0.0,0.0212042,0,,,,1.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
10389967,home,Troyes,Yoann Salmier,yoann-salmier,Y. Salmier,D,21,188,61,M,785518,EUR,722304000,D,17,17,False,64.0,52.0,7.0,2.0,33.0,39.0,19.0,25.0,8.0,6.0,,,,,,88.0,79.0,7.3,12.0,0.0,0.0,0.00882954,0,,,,,1.0,1.0,4.0,,,,,True,2.0,2.0,2.0,,,,,,,,,,,,,,,
10389967,home,Troyes,Erik Palmer-Brown,erik-palmer-brown,E. Palmer-Brown,D,14,190,558,M,540112,EUR,861840000,D,4,4,False,77.0,68.0,12.0,4.0,42.0,44.0,26.0,33.0,5.0,5.0,,,,,,90.0,85.0,6.9,9.0,0.0,0.0,0.0126734,0,,,,,1.0,1.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,
10389967,home,Troyes,Abdu Conté,abdu-conte,A. Conté,D,5,183,135,M,851276,EUR,890697600,D,12,12,False,59.0,48.0,5.0,2.0,22.0,27.0,26.0,35.0,1.0,6.0,,,,,,90.0,76.0,7.2,15.0,0.0,0.0,0.0191634,0,,,,3.0,,1.0,7.0,,,3.0,3.0,,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,
10389967,home,Troyes,Rominigue Kouamé,rominigue-kouame,R. Kouamé,M,6,177,330,M,846446,EUR,850780800,M,6,6,False,80.0,76.0,5.0,5.0,33.0,33.0,43.0,47.0,2.0,7.0,,,,,,90.0,92.0,7.2,7.0,0.0159,0.0,0.0307356,1,,,,,1.0,3.0,3.0,2.0,2.0,1.0,1.0,,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,
10389967,home,Troyes,Xavier Chavalerin,xavier-chavalerin,X. Chavalerin,M,7,178,42,M,157029,EUR,668304000,M,24,24,False,53.0,46.0,2.0,1.0,24.0,25.0,22.0,32.0,2.0,7.0,,,,,,90.0,71.0,7.5,13.0,0.0615,0.1629,0.0263993,1,,,,4.0,1.0,2.0,4.0,,2.0,4.0,2.0,,,1.0,,,2.0,,,1.0,,1.0,1.0,,,,,,,
10389967,home,Troyes,Andreas Bruus,andreas-bruus,A. Bruus,D,5,183,81,M,826070,EUR,916444800,M,19,19,False,34.0,25.0,1.0,,4.0,7.0,21.0,28.0,,1.0,,,,,,90.0,44.0,7.0,11.0,0.0361,0.0,0.174866,1,,,,1.0,2.0,4.0,3.0,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,3.0,,1.0,1.0,,,,,,
10389967,home,Troyes,Rony Lopes,rony-lopes,R. Lopes,M,16,174,626,M,190147,EUR,820108800,M,11,11,False,50.0,41.0,1.0,,11.0,12.0,30.0,43.0,,7.0,,,,,,90.0,77.0,6.4,23.0,0.0331,0.0,0.10565,1,,,,5.0,1.0,9.0,8.0,7.0,,,,,,,4.0,,3.0,4.0,1.0,2.0,,,,3.0,,,,,,
10389967,home,Troyes,Wilson Odobert,wilson-odobert,W. Odobert,F,28,182,4519,M,1142679,EUR,1101600000,M,29,29,False,31.0,24.0,1.0,1.0,5.0,6.0,19.0,26.0,,7.0,,,,,,71.0,45.0,6.1,17.0,0.0503,0.2364,0.0807057,1,,,,1.0,2.0,9.0,1.0,6.0,,1.0,,,,,,,2.0,,,,,1.0,,1.0,,,,,,
10389967,home,Troyes,Renaud Ripart,renaud-ripart,R. Ripart,F,20,181,136,M,247445,EUR,732067200,F,20,20,False,24.0,18.0,,,7.0,8.0,11.0,16.0,,1.0,,,,,,90.0,31.0,6.7,8.0,0.0206,0.0,0.0556579,1,,,,,4.0,8.0,6.0,1.0,,1.0,,,3.0,,1.0,,1.0,1.0,1.0,3.0,1.0,,,1.0,,,,,,
10389967,home,Troyes,Amar Fatah,amar-ahmed,A. Ahmed,F,17,180,321,M,1157829,EUR,1077148800,M,14,14,True,10.0,6.0,,,2.0,2.0,4.0,8.0,,2.0,,,,,,19.0,22.0,6.4,10.0,0.0,0.0,0.00111839,0,,,,,3.0,6.0,3.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,4.0,1.0,,1.0,,,,2.0,,,,,,
10389967,home,Troyes,Jackson Porozo,jackson-porozo,J. Porozo,D,12,192,728,M,978518,EUR,965347200,D,2,2,True,5.0,5.0,,,4.0,4.0,1.0,1.0,,,,,,,,2.0,6.0,,,0.0,0.0,0.000205093,0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
10389967,home,Troyes,Gauthier Gallon,gauthier-gallon,G. Gallon,G,93,186,119,M,340561,EUR,735523200,G,30,30,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389967,home,Troyes,Tanguy Zoukrou,tanguy-zoukrou,T. Zoukrou,D,4,189,141,M,1133520,EUR,1052265600,D,22,22,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,Tanguy Zoukrou,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389967,home,Troyes,Yasser Larouci,larouci-yasser,Y. Larouci,D,76,175,3600,M,927360,EUR,978307200,D,39,39,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,Yasser,Larouci,,,,,,,,,,,,,,,,,,,,,,larouci.yasseroff,,,,,
10389967,home,Troyes,Florian Tardieu,florian-tardieu,F. Tardieu,M,10,184,201,M,234142,EUR,703900800,M,10,10,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
