match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_accurateCross,stat_shotOffTarget,stat_wonTackle,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_interceptionWon,stat_keyPass,stat_totalOffside,captain,stat_onTargetScoringAttempt,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed
11453013,home,Al-Khaleej,Ibrahim Šehić,ibrahim-sehic,I. Šehić,G,13,190.0,350,M,63952,EUR,589161600,G,23,23,False,16.0,14.0,4.0,2.0,0.0,14.0,16.0,1.0,1.0,8.0,2.0,2.0,4.0,90.0,26.0,7.9,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453013,home,Al-Khaleej,Arif Al-Haydar,arif-al-haydar,A. Al-Haydar,D,25,172.0,6,M,1084262,EUR,866764800,D,25,25,False,56.0,46.0,6.0,4.0,0.0,23.0,26.0,1.0,5.0,6.0,,,,84.0,76.0,6.9,16.0,0,Arif Al-Haydar,,23.0,33.0,3.0,4.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11453013,home,Al-Khaleej,Mohammed Al-Khabrani,mohammed-al-khabrani,M. Al-Khabrani,D,3,178.0,21,M,818696,EUR,750556800,D,3,3,False,63.0,62.0,5.0,4.0,0.0,48.0,48.0,,1.0,4.0,,,,90.0,66.0,7.1,1.0,0,,,14.0,15.0,,4.0,,,,,1.0,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,
11453013,home,Al-Khaleej,Lisandro López,lisandro-lopez,L. López,D,17,187.0,201,M,174377,EUR,620611200,D,4,4,False,72.0,67.0,10.0,8.0,0.0,45.0,46.0,2.0,8.0,5.0,,,,90.0,84.0,7.9,6.0,1,Lisandro,López,23.0,27.0,1.0,3.0,2.0,,1.0,1.0,,3.0,2.0,1.0,,1.0,1.0,1.0,3.0,1.0,,,,,,,,,
11453013,home,Al-Khaleej,Pedro Rebocho,pedro-rebocho,P. Rebocho,D,5,172.0,204,M,190139,EUR,790819200,D,5,5,False,65.0,59.0,10.0,9.0,0.0,24.0,28.0,,5.0,4.0,,,,90.0,92.0,7.9,14.0,1,,,36.0,41.0,4.0,2.0,1.0,,3.0,2.0,,2.0,1.0,,,1.0,1.0,,1.0,2.0,1.0,1.0,2.0,,,,,,
11453013,home,Al-Khaleej,Woo-Young Jung,woo-young-jung,W. Jung,M,5,186.0,181,M,147128,EUR,629596800,M,55,55,False,42.0,38.0,6.0,4.0,0.0,20.0,22.0,1.0,3.0,4.0,,,,90.0,53.0,7.2,7.0,2,,,18.0,21.0,1.0,,,,,,1.0,1.0,1.0,,,,,2.0,1.0,2.0,,3.0,,,,,,,
11453013,home,Al-Khaleej,Ivo Rodrigues,ivo-rodrigues,I. Rodrigues,M,7,182.0,204,M,190171,EUR,796521600,M,8,8,False,38.0,33.0,1.0,1.0,0.0,16.0,18.0,2.0,8.0,6.0,,,,90.0,58.0,6.9,10.0,0,,,17.0,20.0,,6.0,1.0,3.0,,,3.0,1.0,5.0,2.0,,,,,1.0,1.0,,2.0,,,,,,,
11453013,home,Al-Khaleej,Khaled Narey,khaled-narey,K. Narey,M,7,180.0,366,M,190065,EUR,774921600,M,7,7,False,24.0,21.0,1.0,1.0,0.0,6.0,6.0,1.0,8.0,2.0,,,,90.0,50.0,7.2,14.0,3,,,16.0,25.0,7.0,5.0,,1.0,6.0,4.0,,1.0,2.0,1.0,1.0,,1.0,2.0,,2.0,1.0,1.0,,1.0,,,,,
11453013,home,Al-Khaleej,Abduleallah Hawsawi,abduleallah-hawsawi,A. Hawsawi,M,77,170.0,210,M,1533745,EUR,991440000,M,18,18,False,19.0,14.0,,,0.0,5.0,5.0,,5.0,1.0,,,,78.0,32.0,7.2,9.0,2,Abduleallah Hawsawi,,9.0,14.0,,,,,1.0,1.0,,1.0,3.0,,,,,1.0,1.0,3.0,1.0,,1.0,,,,,,
11453013,home,Al-Khaleej,Fábio Martins,fabio-martins,F. Martins,M,10,178.0,359,M,193064,EUR,743472000,M,10,10,False,28.0,24.0,1.0,1.0,0.0,10.0,11.0,1.0,9.0,5.0,,,,90.0,57.0,7.4,14.0,1,,,14.0,20.0,3.0,9.0,,1.0,7.0,3.0,1.0,2.0,3.0,4.0,,1.0,,,2.0,2.0,,1.0,2.0,,True,1.0,,,
