match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_bigChanceCreated,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_challengeLost,stat_wonContest,stat_shotOffTarget,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_dispossessed,stat_totalOffside,stat_outfielderBlock,stat_savedShotsFromInsideTheBox,stat_saves
10665997,home,Al-Taawoun,Mailson,mailson,Mailson,G,1,198,587,M,883367,EUR,840499200,G,1,1,False,24.0,17.0,14.0,7.0,1.0,12.0,13.0,5.0,11.0,1.0,1.0,1.0,2.0,11.0,2.0,1.0,1.0,90.0,38.0,6.8,9.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10665997,home,Al-Taawoun,Mohamed Al-Ghamdi,mohamed-al-ghamdi,M. Al-Ghamdi,D,16,180,7,M,1013848,EUR,760320000,D,6,6,False,43.0,32.0,7.0,2.0,,14.0,18.0,18.0,28.0,1.0,9.0,,4.0,5.0,,,,90.0,81.0,6.7,18.0,,0,3.0,1.0,6.0,1.0,2.0,3.0,1.0,2.0,5.0,4.0,,,,,,,,,,,,,,,,
10665997,home,Al-Taawoun,Naldo,naldo,Naldo,D,5,188,74,M,243719,EUR,588470400,D,4,4,False,39.0,37.0,3.0,2.0,,31.0,31.0,6.0,8.0,,1.0,,1.0,2.0,,,,74.0,42.0,6.9,2.0,,0,,1.0,1.0,,,1.0,1.0,,,,True,,,,,,,,,,,,,,,
10665997,home,Al-Taawoun,Hassan Kadesh,hassan-kadesh,H. Kadesh,D,15,179,398,M,847235,EUR,712627200,D,14,14,False,60.0,57.0,3.0,1.0,,43.0,44.0,14.0,16.0,3.0,5.0,,6.0,3.0,,,,90.0,71.0,7.1,3.0,,1,,1.0,1.0,,1.0,2.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,
10665997,home,Al-Taawoun,Saad Yaslam Balobaid,saad-yaslam-balobaid,S. Y. Balobaid,D,31,168,155,M,1066588,EUR,948931200,D,31,31,False,43.0,32.0,1.0,,,17.0,22.0,15.0,21.0,1.0,11.0,,,5.0,,,,90.0,69.0,6.6,13.0,,1,,,3.0,2.0,1.0,4.0,1.0,2.0,4.0,2.0,,Saad Yaslam Balobaid,,,1.0,2.0,1.0,,,,,,,,,
10665997,home,Al-Taawoun,Ashraf El Mahdioui,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183,1641,M,788348,EUR,832896000,M,18,18,False,52.0,48.0,2.0,1.0,,26.0,28.0,22.0,24.0,,2.0,1.0,,5.0,,,,90.0,60.0,6.7,5.0,1.0,1,,,9.0,,,2.0,1.0,,,5.0,,,,1.0,4.0,,,,,,,,,,,
10665997,home,Al-Taawoun,Alejandro Romero,kaku,Kaku,M,10,171,1012,M,788936,EUR,789782400,M,17,17,False,45.0,38.0,2.0,2.0,2.0,13.0,13.0,27.0,38.0,,3.0,,,4.0,,,,82.0,59.0,8.9,12.0,3.0,2,6.0,,1.0,1.0,,,,,2.0,1.0,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,
10665997,home,Al-Taawoun,Saad Fahad Al Nasser,saad-fahad-al-nasser,S. F. A. Nasser,D,96,172,581,M,1118494,EUR,978912000,M,9,9,False,24.0,20.0,,,,3.0,5.0,19.0,23.0,2.0,4.0,,,4.0,,,,82.0,37.0,6.7,8.0,1.0,2,4.0,,6.0,1.0,1.0,2.0,,,,2.0,,,,,3.0,,,2.0,2.0,1.0,1.0,,,,,
10665997,home,Al-Taawoun,Álvaro Medrán,alvaro-medran,Á. Medrán,M,10,176,321,M,537018,EUR,763689600,M,10,10,False,57.0,50.0,5.0,3.0,,18.0,20.0,33.0,39.0,,6.0,,,4.0,,,,90.0,79.0,8.6,12.0,,5,2.0,,4.0,5.0,1.0,,,1.0,3.0,1.0,,,,,,3.0,3.0,1.0,2.0,2.0,,1.0,,,,
10665997,home,Al-Taawoun,Sumaihan Al-Nabit,sumaihan-al-nabit,S. Al-Nabit,M,88,174,111,M,893167,EUR,827884800,M,8,8,False,30.0,24.0,,,,11.0,12.0,13.0,21.0,2.0,7.0,1.0,1.0,5.0,,,,74.0,49.0,6.9,12.0,3.0,0,3.0,1.0,7.0,3.0,1.0,2.0,,,2.0,4.0,,,,,1.0,1.0,,,,,,1.0,2.0,,,
