match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_shotValueNormalized,player_firstName,stat_aerialWon,stat_wonContest,stat_lastManTackle,stat_errorLeadToAShot,stat_ownGoals,player_lastName,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceCreated,player_sofascoreId,captain,stat_goals,stat_goodHighClaim,stat_totalOffside,stat_errorLeadToAGoal
14064493,home,Metz,Jonathan Fischer,jonathan-fischer,J. Fischer,G,1,197.0,271,M,1004550,EUR,999993600,G,1,1,False,23.0,21.0,7.0,5.0,0.0,19.0,19.0,2.0,4.0,3.0,1.0,2.0,90.0,27.0,6.2,2.0,0.00184379,52.203561576054,8.0,20.830444734054,0.0,0.0071,0,-2.1747,0.04,0.02,-0.3,-0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064493,home,Metz,Koffi Kouao,kouao-koffi,K. Kouao,D,39,173.0,315,M,867575,EUR,895622400,D,39,39,False,44.0,39.0,3.0,1.0,0.0,20.0,21.0,19.0,23.0,7.0,,,63.0,66.0,6.7,11.0,0.0785488,216.53815739425,24.0,159.63302525856,3.0,,2,,0.25,0.43,-0.05,,4.0,3.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.1597,0.2287,15.609143070551,47.520116714093,1.0,0.08,,,,,,,,,,,,,,,,,
14064493,home,Metz,Sadibou Sané,sane-sadibou,S. Sané,D,38,185.0,744,M,1471683,EUR,1086825600,D,38,38,False,83.0,75.0,13.0,10.0,0.0,44.0,46.0,31.0,37.0,8.0,,,90.0,100.0,7.2,9.0,0.0348995,522.97075347378,43.0,302.75036219363,7.0,,0,,0.33,0.28,-0.42,,,1.0,2.0,9.0,,2.0,,,,5.0,2.0,1.0,3.0,3.0,,1.0,,,,43.952369006347,182.69159527117,,,Sadibou Sané,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
14064493,home,Metz,Urie-Michel Mboula,urie-michel-mboula,U. Mboula,D,4,183.0,259,M,1397934,EUR,1051660800,D,4,4,False,94.0,86.0,14.0,12.0,0.0,45.0,46.0,41.0,48.0,5.0,,,90.0,115.0,6.4,10.0,0.0401068,590.72336791678,52.0,391.35135023088,6.0,,1,,0.32,0.32,-0.96,,2.0,,3.0,2.0,1.0,1.0,,,1.0,4.0,1.0,4.0,1.0,,,1.0,1.0,0.0718,0.0456,21.98511377886,135.82720995787,,-0.1,Urie-Michel Mboula,,,,,1.0,,1.0,,,,,,,,,
14064493,home,Metz,Fodé Ballo-Touré,fode-ballo-toure,F. Ballo-Touré,D,97,177.0,1464,M,788170,EUR,852249600,D,97,97,False,43.0,41.0,1.0,,0.0,20.0,21.0,21.0,22.0,2.0,,,62.0,67.0,6.7,9.0,0.00687364,153.96424290803,20.0,104.60921767149,1.0,,0,,0.03,0.06,-0.08,,1.0,1.0,4.0,7.0,,3.0,,,,3.0,,,4.0,4.0,2.0,1.0,,,,17.740121937484,17.830024565322,,,,,2.0,,,,,,2.0,,,,,,,,
14064493,home,Metz,Believe Munongo,believe-munongo,B. Munongo,M,33,188.0,182,M,2076689,EUR,1258934400,M,33,33,False,40.0,32.0,1.0,,0.0,16.0,16.0,16.0,24.0,5.0,,,90.0,55.0,6.0,10.0,0.015405,95.130714042318,12.0,31.156132384079,1.0,,2,,-0.07,0.1,-0.23,,1.0,1.0,10.0,4.0,2.0,3.0,,1.0,,3.0,,1.0,1.0,1.0,,,6.0,0.1063,,16.672147419927,29.524237653155,,-0.06,,1.0,2.0,,,,,,,1.0,,,,,,,
14064493,home,Metz,Jessy Deminguet,jessy-deminguet,J. Deminguet,M,20,178.0,126,M,902657,EUR,884131200,M,20,20,False,37.0,30.0,2.0,2.0,0.0,20.0,21.0,10.0,16.0,5.0,,,45.0,42.0,6.3,9.0,0.00676282,137.67915129712,17.0,45.922594113369,0.0,,0,,-0.11,0.1,-0.04,,,,3.0,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,
14064493,home,Metz,Giorgi Abuashvili,giorgi-abuashvili,G. Abuashvili,M,9,175.0,497,M,985199,EUR,1044662400,M,9,9,False,23.0,21.0,2.0,,0.0,8.0,8.0,13.0,15.0,4.0,,,82.0,40.0,6.4,9.0,0.0226599,181.21735682264,18.0,84.789760280881,1.0,,1,,-0.11,0.2,-0.31,,4.0,,7.0,6.0,5.0,3.0,,1.0,,,,,2.0,1.0,2.0,3.0,,0.0251,,32.658069361892,32.927303579249,1.0,-0.04,,,1.0,,,,,1.0,,,1.0,,,,,,
14064493,home,Metz,Gauthier Hein,gauthier-hein,G. Hein,M,10,170.0,629,M,842391,EUR,839376000,M,10,10,False,41.0,34.0,3.0,,0.0,13.0,15.0,21.0,26.0,3.0,,,70.0,53.0,6.3,12.0,0.184818,77.37769375402,10.0,12.598572977463,0.0,,2,,0.12,0.06,-0.11,,3.0,,4.0,1.0,1.0,,,,,,,,1.0,,1.0,,,0.2678,,,,3.0,-0.11,,,,,,,,2.0,3.0,2.0,,,,,,,
14064493,home,Metz,Georgiy Tsitaishvili,giorgi-tsitaishvili,G. Tsitaishvili,M,7,171.0,1445,M,875677,EUR,974505600,M,7,7,False,42.0,34.0,2.0,2.0,0.0,11.0,12.0,23.0,30.0,2.0,,,90.0,64.0,6.8,18.0,0.127094,246.27021573192,22.0,184.31486031406,5.0,,0,,0.34,0.29,-0.11,,6.0,,4.0,3.0,1.0,4.0,,,,4.0,,,1.0,1.0,2.0,1.0,,,,40.732776818823,117.52797713936,1.0,,,,1.0,,,,,1.0,,,,,,,,,
