match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_outfielderBlock,stat_wonTackle,stat_fouls,player_sofascoreId,captain,stat_totalContest,stat_totalOffside,stat_dispossessed,stat_wonContest,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,stat_penaltyWon,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_accurateCross,stat_penaltyConceded
10665974,home,Al-Ittihad,Marcelo Grohe,marcelo-grohe,M. Grohe,G,43,188.0,626,M,39427,EUR,537494400,G,34,34,False,16.0,12.0,5.0,1.0,12.0,15.0,1.0,3.0,1.0,90.0,20.0,6.8,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665974,home,Al-Ittihad,Madallah Al-Olayan,madallah-al-olayan,M. Al-Olayan,D,33,170.0,81,M,818813,EUR,777772800,D,33,33,False,67.0,60.0,5.0,,34.0,35.0,34.0,3.0,,90.0,86.0,7.1,11.0,1,26.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
10665974,home,Al-Ittihad,Ahmed Sharahili,ahmed-sharahili,A. Sharahili,D,20,184.0,296,M,794331,EUR,768355200,D,20,20,False,57.0,53.0,7.0,5.0,42.0,44.0,14.0,6.0,,90.0,66.0,7.4,5.0,0,11.0,1.0,1.0,2.0,2.0,4.0,,,3.0,2.0,2.0,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10665974,home,Al-Ittihad,Ahmed Hegazy,ahmed-hegazy,A. Hegazy,D,26,194.0,4623,M,159653,EUR,664761600,D,26,26,False,74.0,66.0,9.0,3.0,47.0,52.0,22.0,9.0,,90.0,84.0,7.1,10.0,0,19.0,,1.0,,2.0,2.0,,,4.0,1.0,1.0,1.0,1.0,,,1.0,,,ahmedhegazy6,True,1.0,1.0,,,,,,,,,,,,,,
10665974,home,Al-Ittihad,Zakaria Hawsawi,zakaria-al-hawsawi,Z. Hawsawi,D,2,175.0,153,M,1398854,EUR,979171200,D,12,12,False,42.0,35.0,1.0,,17.0,18.0,25.0,9.0,,90.0,75.0,6.8,16.0,1,18.0,1.0,,,10.0,7.0,2.0,1.0,2.0,,5.0,1.0,,Zakaria Al Hawsawi,,,3.0,3.0,,,5.0,,2.0,2.0,1.0,,,,,,,,,,,
10665974,home,Al-Ittihad,Bruno Henrique,bruno-henrique,B. Henrique,M,8,180.0,899,M,345113,EUR,624931200,M,19,19,False,82.0,76.0,4.0,2.0,33.0,33.0,50.0,5.0,,90.0,90.0,6.8,9.0,0,43.0,1.0,,1.0,3.0,4.0,,,,,1.0,1.0,2.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,
10665974,home,Al-Ittihad,Tarek Hamed,hamed-tarek,T. Hamed,M,8,165.0,561,M,560168,EUR,593654400,M,3,3,False,99.0,96.0,4.0,3.0,51.0,52.0,47.0,12.0,,90.0,111.0,7.2,5.0,0,45.0,,2.0,,6.0,4.0,,,,3.0,3.0,,1.0,,,,3.0,2.0,,,,,2.0,,,,,,,,,,,,,
10665974,home,Al-Ittihad,Romarinho,romarinho,Romarinho,M,,176.0,1742,M,797619,EUR,660960000,M,90,90,False,32.0,29.0,1.0,1.0,9.0,9.0,23.0,,,45.0,36.0,6.9,3.0,0,20.0,,,,,3.0,,,,,,,2.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,
10665974,home,Al-Ittihad,Igor Coronado,igor-coronado,I. Coronado,M,77,170.0,5336,M,152098,EUR,714096000,M,10,10,False,57.0,42.0,2.0,1.0,13.0,14.0,48.0,2.0,,77.0,76.0,7.2,25.0,4,29.0,5.0,,,4.0,2.0,1.0,1.0,,,,2.0,,,,,,,igor_coronado,,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,
10665974,home,Al-Ittihad,Haroune Camara,haroune-camara,H. Camara,F,70,187.0,2967,M,926730,EUR,883612800,M,70,70,False,12.0,11.0,1.0,,8.0,9.0,3.0,8.0,,65.0,25.0,6.8,6.0,1,3.0,,,,8.0,2.0,1.0,,,2.0,,2.0,,,,,,4.0,,,4.0,,1.0,2.0,,1.0,,1.0,,,,,,,,
