match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_possessionLostCtrl,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_penaltyWon,stat_expectedGoals,stat_shotValueNormalized,player_sofascoreId,stat_fouls,stat_dispossessed,stat_wonTackle,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_goals,stat_lastManTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_keeperSaveValue,stat_penaltyConceded
14833584,home,Al-Nassr,Nawaf Al-Aqidi,,,nawaf-al-aqidi,N. Al-Aqidi,G,1,188.0,1512,M,1014518,EUR,957916800,G,1,1,False,15.0,15.0,3.0,3.0,0.0,12.0,12.0,3.0,3.0,6.0,1.0,1.0,90.0,20.0,6.4,0.00081082,0,-0.38,0.03,0.01,-0.08,-0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14833584,home,Al-Nassr,Sultan Al-Ghannam,,,sultan-al-ghannam,S. Al-Ghannam,D,2,173.0,1607,M,830126,EUR,768182400,D,2,2,False,52.0,46.0,6.0,4.0,0.0,14.0,16.0,32.0,36.0,8.0,,,90.0,91.0,7.3,0.13533,0,,0.45,0.22,-0.07,,6.0,2.0,2.0,6.0,6.0,1.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14833584,home,Al-Nassr,Abdulelah Al-Amri,,,abdulelah-al-amri,A. Al-Amri,D,5,185.0,1135,M,881831,EUR,853286400,D,5,5,False,53.0,51.0,5.0,5.0,0.0,17.0,17.0,34.0,36.0,8.0,,,90.0,71.0,7.8,0.0414575,1,,0.32,0.28,-0.02,,,,2.0,5.0,6.0,3.0,,,2.0,2.0,2.0,2.0,2.0,4.0,,3.0,1.0,1.0,1.0,0.066,-0.42,,,,,,,,,,,,,,,,,,,
14833584,home,Al-Nassr,Iñigo Martínez,,,inigo-martinez,I. Martínez,D,26,181.0,62014,M,173883,EUR,674438400,D,26,26,False,67.0,61.0,8.0,4.0,0.0,16.0,16.0,45.0,51.0,2.0,,,90.0,82.0,7.1,0.0473213,1,,0.25,0.69,-0.07,,,,,3.0,5.0,2.0,,,5.0,1.0,,3.0,1.0,9.0,,4.0,1.0,1.0,,0.0248,-0.21,IñigoMartínez,1.0,,,,,,,,,,,,,,,,,
14833584,home,Al-Nassr,Nawaf Boushal,,,nawaf-boushal,N. Boushal,D,12,178.0,1391,M,986400,EUR,937440000,D,12,12,False,31.0,28.0,1.0,1.0,0.0,5.0,6.0,23.0,25.0,1.0,,,45.0,43.0,7.0,0.251964,0,,0.37,0.1,-0.17,,,,1.0,3.0,5.0,,1.0,1.0,,,3.0,1.0,,6.0,1.0,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,
14833584,home,Al-Nassr,Kingsley Coman,,,kingsley-coman,K. Coman,M,21,178.0,32898,M,280441,EUR,834624000,M,21,21,False,38.0,34.0,,,1.0,3.0,3.0,31.0,35.0,4.0,,,90.0,64.0,6.9,0.504533,3,,0.26,0.2,-0.08,,7.0,1.0,,5.0,3.0,1.0,3.0,1.0,,,2.0,3.0,,18.0,1.0,,2.0,,,0.2473,-0.12,KingComan,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
14833584,home,Al-Nassr,Marcelo Brozović,,,marcelo-brozovic,M. Brozović,M,11,181.0,13081,M,108800,EUR,721872000,M,11,11,False,75.0,70.0,5.0,4.0,0.0,17.0,18.0,53.0,57.0,6.0,,,89.0,91.0,6.9,0.119124,0,,0.42,0.13,-0.03,,6.0,3.0,,5.0,2.0,,1.0,,1.0,1.0,1.0,2.0,,13.0,1.0,1.0,,,,,,marcelo_brozovic,3.0,1.0,,,,,,,,,,,,,,,,
14833584,home,Al-Nassr,Ângelo,Ângelo,,angelo,Ângelo,M,20,182.0,9961,M,1086455,EUR,1103587200,M,20,20,False,56.0,51.0,5.0,3.0,0.0,8.0,8.0,43.0,48.0,5.0,,,76.0,76.0,7.5,0.227237,0,,0.52,0.46,-0.05,,2.0,,1.0,7.0,6.0,,1.0,1.0,,,2.0,3.0,3.0,16.0,3.0,,,,,,,angelogabriel,,6.0,,,,,2.0,,,,,,,,,,,
14833584,home,Al-Nassr,Sadio Mané,,,sadio-mane,S. Mané,M,10,175.0,169227,M,217704,EUR,702864000,M,10,10,False,41.0,33.0,,,0.0,3.0,4.0,30.0,37.0,3.0,,,89.0,59.0,7.1,0.0836771,1,,0.25,0.26,-0.04,,5.0,,,5.0,6.0,,4.0,2.0,1.0,,1.0,2.0,3.0,18.0,1.0,,,,,0.075,0.12,SadioMané,2.0,1.0,1.0,,,,1.0,1.0,0.3223,,,,,,,,,
14833584,home,Al-Nassr,João Félix,,,joao-felix,J. Félix,F,79,181.0,126099,M,851671,EUR,942192000,F,79,79,False,45.0,38.0,,,0.0,5.0,5.0,33.0,40.0,3.0,,,90.0,75.0,7.2,0.249278,3,,0.12,0.23,0.17,,5.0,1.0,,7.0,10.0,,5.0,3.0,,,1.0,1.0,6.0,18.0,3.0,,2.0,,,0.1891,-0.52,JFélix,1.0,4.0,1.0,,,,,1.0,0.0853,,,,,,,,,
14833584,home,Al-Nassr,Cristiano Ronaldo,,,cristiano-ronaldo,C. Ronaldo,F,7,187.0,2307715,M,750,EUR,476409600,F,7,7,False,16.0,14.0,,,0.0,2.0,2.0,12.0,14.0,1.0,,,90.0,27.0,8.1,0.0238886,6,,-0.28,0.52,-0.02,,,,1.0,2.0,1.0,,1.0,,,,,2.0,,7.0,,1.0,1.0,,,1.5828,0.6,CR7,,,,,,2.0,,3.0,1.98,True,2.0,,,,,,,
14833584,home,Al-Nassr,Abdullah Al-Khaibari,,,abdullah-alkhaibari,A. Al-Khaibari,M,17,178.0,1250,M,867179,EUR,840153600,M,17,17,True,31.0,30.0,3.0,2.0,0.0,3.0,3.0,27.0,28.0,2.0,,,45.0,33.0,6.9,0.0320721,0,,0.26,0.17,0.13,,,,2.0,3.0,1.0,,,,,,1.0,1.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
14833584,home,Al-Nassr,Salem Alnajdi,,,alnajdi-salem,S. Alnajdi,D,83,178.0,1037,M,1475427,EUR,1043625600,D,83,83,True,18.0,15.0,1.0,,0.0,1.0,1.0,14.0,17.0,2.0,,,14.0,20.0,7.2,0.00892597,0,,-0.03,0.13,0.62,,,,,,3.0,,,,,,2.0,,,3.0,,1.0,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,
14833584,home,Al-Nassr,Nader Al Sharari,,,nader-abdullah-al-sharari,N. A. Sharari,D,4,184.0,534,M,923040,EUR,831513600,D,4,4,True,,,,,0.0,,,,,,,,1.0,1.0,,,0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
