match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_shotOffTarget,stat_blockedScoringAttempt,captain,stat_bigChanceCreated,stat_bigChanceMissed,player_sofascoreId,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_clearanceOffLine,stat_penaltyConceded,stat_totalOffside
10406726,home,Club Brugge KV,Simon Mignolet,simon-mignolet,S. Mignolet,G,22,193.0,1240,M,10406,EUR,573609600,G,22,22,False,23.0,12.0,20.0,9.0,7.0,8.0,5.0,15.0,9.0,4.0,2.0,90.0,34.0,7.2,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406726,home,Club Brugge KV,Clinton Mata,clinton-mata,C. Mata,D,22,180.0,1323,M,152813,EUR,721094400,D,77,77,False,55.0,33.0,13.0,2.0,17.0,22.0,18.0,37.0,7.0,,,90.0,95.0,7.8,28.0,0,1.0,4.0,2.0,3.0,2.0,11.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
10406726,home,Club Brugge KV,Jack Hendry,jack-hendry,J. Hendry,D,4,195.0,333,M,795696,EUR,799804800,D,5,5,False,9.0,6.0,2.0,,4.0,6.0,2.0,3.0,2.0,,,25.0,13.0,6.9,5.0,0,,,,,,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10406726,home,Club Brugge KV,Brandon Mechele,brandon-mechele,B. Mechele,D,44,188.0,823,M,248331,EUR,728179200,D,44,44,False,36.0,31.0,7.0,5.0,15.0,17.0,16.0,19.0,5.0,,,90.0,44.0,7.3,6.0,0,,,,2.0,1.0,6.0,1.0,,,2.0,,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10406726,home,Club Brugge KV,Bjorn Meijer,bjorn-meijer,B. Meijer,D,14,190.0,695,M,1047509,EUR,1047945600,D,14,14,False,36.0,27.0,,,11.0,11.0,16.0,29.0,9.0,,,90.0,66.0,7.5,18.0,1,,4.0,,2.0,8.0,4.0,1.0,2.0,,1.0,,2.0,1.0,,,2.0,,Bjorn Meijer,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
10406726,home,Club Brugge KV,Casper Nielsen,casper-nielsen,C. Nielsen,M,94,182.0,403,M,247471,EUR,767577600,M,27,27,False,38.0,32.0,7.0,5.0,10.0,10.0,26.0,40.0,10.0,,,90.0,68.0,8.0,19.0,0,,12.0,4.0,,7.0,4.0,,2.0,2.0,,2.0,2.0,1.0,2.0,,2.0,3.0,,,3.0,2.0,,,2.0,,,,,,,,,,,,
10406726,home,Club Brugge KV,Kamal Sowah,kamal-sowah,K. Sowah,M,14,179.0,840,M,927440,EUR,947376000,M,19,19,False,38.0,30.0,1.0,1.0,9.0,10.0,21.0,29.0,8.0,,,89.0,47.0,6.7,11.0,2,,1.0,,,3.0,2.0,2.0,,,1.0,,2.0,1.0,2.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,
10406726,home,Club Brugge KV,Hans Vanaken,hans-vanaken,H. Vanaken,M,20,194.0,2941,M,118085,EUR,714614400,M,20,20,False,55.0,45.0,6.0,2.0,23.0,25.0,22.0,31.0,5.0,,,90.0,69.0,7.4,12.0,4,,1.0,,4.0,5.0,8.0,3.0,3.0,3.0,,2.0,1.0,1.0,,,,,,,1.0,1.0,2.0,1.0,,1.0,1.0,True,,,,,,,,,
10406726,home,Club Brugge KV,Tajon Buchanan,tajon-buchanan,T. Buchanan,M,17,183.0,7500,M,973290,EUR,918432000,F,17,17,False,31.0,28.0,1.0,1.0,11.0,12.0,18.0,23.0,8.0,,,90.0,54.0,7.0,14.0,2,,4.0,1.0,,7.0,2.0,,4.0,1.0,,1.0,,,2.0,1.0,2.0,1.0,,,,2.0,1.0,,,,1.0,,1.0,,,,,,,,
10406726,home,Club Brugge KV,Ferran Jutglà,ferran-jutgla,F. Jutglà,F,9,175.0,3732,M,949962,EUR,917827200,F,9,9,False,33.0,20.0,2.0,2.0,7.0,10.0,13.0,24.0,3.0,,,85.0,50.0,6.4,19.0,6,,1.0,,2.0,5.0,5.0,,,,,,,,5.0,3.0,,1.0,,,5.0,,1.0,,,3.0,2.0,,,2.0,,,,,,,
