match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_accurateCross,stat_challengeLost,stat_interceptionWon,stat_keyPass,stat_outfielderBlock,stat_penaltyConceded,stat_fouls,captain,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_lastManTackle,stat_errorLeadToAGoal,stat_penaltyWon
12528121,home,Bodrum FK,Diogo Sousa,diogo-sousa,D. Sousa,G,1,195.0,145,M,882110,EUR,905904000,G,1,1,False,23.0,15.0,12.0,4.0,0.0,14.0,14.0,1.0,9.0,6.0,2.0,3.0,1.0,4.0,90.0,33.0,7.3,8.0,0.0003343,0,0.3041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528121,home,Bodrum FK,Uzeyir Ergun,uzeyir-ergun,U. Ergun,D,23,178.0,29,M,996122,EUR,720835200,D,23,23,False,9.0,6.0,,,0.0,1.0,1.0,5.0,9.0,,,,,,85.0,39.0,6.8,11.0,0.00658538,2,,,,1.0,2.0,1.0,4.0,5.0,1.0,3.0,2.0,2.0,8.0,1.0,1.0,1.0,1.0,0.0623,,,,,,,,,,,,,,,,,,,
12528121,home,Bodrum FK,Arlind Ajeti,arlind-ajeti,A. Ajeti,D,15,184.0,457,M,111746,EUR,748915200,D,15,15,False,35.0,27.0,4.0,1.0,0.0,20.0,22.0,8.0,15.0,4.0,,,,,90.0,43.0,6.5,12.0,0.166566,0,,,,2.0,1.0,,2.0,1.0,,,,,1.0,,,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12528121,home,Bodrum FK,Christophe Herelle,christophe-herelle,C. Herelle,D,4,188.0,65,M,225092,EUR,714441600,D,29,29,False,23.0,22.0,3.0,2.0,0.0,18.0,18.0,4.0,5.0,5.0,,,,,90.0,32.0,7.0,1.0,0.00308041,1,,,,,,1.0,,2.0,,,,1.0,4.0,1.0,1.0,,,0.0292,,,1.0,,1.0,,,,,,,,,,,,,,
12528121,home,Bodrum FK,Ali Aytemur,ali-aytemur,A. Aytemur,D,34,184.0,29,M,802650,EUR,828489600,D,34,34,False,33.0,26.0,9.0,5.0,0.0,19.0,21.0,7.0,12.0,5.0,,,,,90.0,43.0,6.3,9.0,0.00678475,0,,,,,,,2.0,2.0,1.0,,,,3.0,1.0,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,
12528121,home,Bodrum FK,Cenk Şen,cenk-sen,C. Şen,D,77,170.0,45,M,957359,EUR,970444800,D,77,77,False,17.0,15.0,2.0,,0.0,7.0,8.0,9.0,13.0,4.0,,,,,78.0,45.0,6.9,10.0,0.103023,0,,,,4.0,1.0,,8.0,5.0,2.0,1.0,1.0,,3.0,2.0,1.0,,2.0,,1.0,3.0,,1.0,,,2.0,,,,,,,,,,,,
12528121,home,Bodrum FK,Fredy,fredy,Fredy,M,16,169.0,1026,M,845281,EUR,638496000,M,16,16,False,32.0,27.0,1.0,,0.0,9.0,9.0,19.0,25.0,8.0,,,,,90.0,51.0,6.9,9.0,0.2106,1,,,,2.0,2.0,,7.0,7.0,,3.0,1.0,,2.0,3.0,3.0,1.0,3.0,0.0074,1.0,3.0,,2.0,,,,True,1.0,,,,,,,,,,
12528121,home,Bodrum FK,Taylan Antalyalı,taylan-antalyali,T. Antalyalı,M,14,180.0,286,M,190197,EUR,789523200,M,5,5,False,30.0,24.0,1.0,1.0,0.0,17.0,17.0,7.0,14.0,1.0,,,,,88.0,40.0,7.6,8.0,0.00803676,2,,,,1.0,,,1.0,1.0,,,,1.0,2.0,1.0,1.0,1.0,,0.0776,,1.0,,1.0,1.0,,,,,1.0,1.0,0.5038,,,,,,,
12528121,home,Bodrum FK,Ahmet Aslan,ahmet-aslan,A. Aslan,M,21,179.0,23,M,1134098,EUR,993772800,M,21,21,False,17.0,10.0,1.0,,0.0,4.0,6.0,6.0,11.0,5.0,,,,,78.0,36.0,6.8,10.0,0.0214048,1,,Ahmet Aslan,,,1.0,1.0,7.0,6.0,1.0,,,,4.0,3.0,1.0,2.0,2.0,0.0604,,3.0,2.0,1.0,,,2.0,,1.0,,,,,,,,,,
12528121,home,Bodrum FK,Gökdeniz Bayrakdar,gokdeniz-bayrakdar,G. Bayrakdar,F,41,181.0,144,M,952564,EUR,1006473600,F,41,41,False,3.0,2.0,,,0.0,,,2.0,3.0,2.0,,,,,85.0,15.0,6.7,7.0,0.00124873,2,,,,,1.0,,7.0,3.0,2.0,3.0,1.0,2.0,,1.0,1.0,2.0,1.0,0.1115,,1.0,,1.0,,,1.0,,,,,,1.0,1.0,,,,,
