match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,captain,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_wonContest,stat_penaltyConceded,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_crossNotClaimed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_penaltyWon,stat_hitWoodwork,stat_penaltyMiss
11368602,home,Granada,Raúl Fernández,raul-fernandez,R. Fernández,G,13,196.0,94,M,31828,EUR,574214400,G,1,1,False,35.0,19.0,21.0,5.0,15.0,15.0,4.0,20.0,9.0,2.0,3.0,1.0,3.0,90.0,44.0,6.8,16.0,0.0,0.0,0.0011072,0,-0.1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368602,home,Granada,Ricard Sánchez,ricard-sanchez,R. Sánchez,D,2,175.0,157,M,986726,EUR,951177600,D,12,12,False,34.0,27.0,4.0,1.0,15.0,17.0,12.0,17.0,4.0,,,,,90.0,53.0,6.4,10.0,0.0,0.0,0.0195371,0,,,,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368602,home,Granada,Miguel Rubio,miguel-rubio,M. Rubio,D,15,191.0,184,M,934351,EUR,889574400,D,4,4,False,53.0,43.0,8.0,4.0,29.0,34.0,14.0,19.0,5.0,,,,,90.0,63.0,7.1,12.0,0.2125,0.6384,0.0120435,1,,,,5.0,6.0,7.0,7.0,,,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
11368602,home,Granada,Ignasi Miquel,ignasi-miquel,I. Miquel,D,5,189.0,102,M,144606,EUR,717638400,D,14,14,False,52.0,46.0,7.0,2.0,35.0,36.0,11.0,16.0,7.0,,,,,90.0,68.0,6.9,7.0,0.0071,0.0,0.00293869,1,,,,,3.0,1.0,5.0,,,8.0,2.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11368602,home,Granada,Carlos Neva,neva-carlos,C. Neva,D,21,174.0,128,M,914178,EUR,834537600,D,15,15,False,30.0,23.0,6.0,1.0,15.0,18.0,10.0,15.0,3.0,,,,,90.0,54.0,6.5,10.0,0.0,0.0,0.0297179,0,,,,2.0,1.0,3.0,7.0,,,1.0,,4.0,,,2.0,1.0,1.0,1.0,1.0,,True,3.0,2.0,,,,,,,,,,,,,,,,,
11368602,home,Granada,Óscar Melendo,oscar-melendo,Ó. Melendo,M,21,167.0,152,M,861317,EUR,872294400,M,21,21,False,29.0,25.0,4.0,4.0,10.0,11.0,15.0,19.0,2.0,,,,,83.0,37.0,6.5,5.0,0.0,0.0,0.0220916,0,,,,1.0,,3.0,6.0,,1.0,1.0,,5.0,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
11368602,home,Granada,Gerard Gumbau,gerard-gumbau,G. Gumbau,M,15,187.0,380,M,326471,EUR,787708800,M,23,23,False,42.0,33.0,13.0,9.0,15.0,19.0,18.0,28.0,5.0,,,,,90.0,57.0,7.6,14.0,0.114,0.0,0.160808,3,,,,1.0,,5.0,4.0,,1.0,,,2.0,,,1.0,1.0,,,3.0,1.0,,5.0,,1.0,1.0,,1.0,1.0,2.0,3.0,,,,,,,,,,
11368602,home,Granada,Sergio Ruiz Alonso,sergio-ruiz-alonso,S. R. Alonso,M,20,171.0,83,M,857227,EUR,787536000,M,20,20,False,29.0,23.0,4.0,3.0,13.0,15.0,10.0,14.0,5.0,,,,,72.0,39.0,6.4,13.0,0.0,0.0,0.00417275,0,,,,,,5.0,3.0,1.0,3.0,,,1.0,,,1.0,1.0,,3.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
11368602,home,Granada,José Callejón,jose-callejon,J. Callejón,F,,178.0,736,M,40965,EUR,540000000,M,9,9,False,20.0,17.0,3.0,2.0,10.0,11.0,8.0,12.0,5.0,,,,,83.0,35.0,7.0,9.0,0.1579,0.1834,0.181747,1,,,,1.0,,4.0,5.0,,2.0,,,4.0,1.0,,,,,3.0,2.0,,,3.0,1.0,,1.0,,1.0,1.0,,2.0,1.0,1.0,,,,,,,,
11368602,home,Granada,Myrto Uzuni,myrto-uzuni,M. Uzuni,F,10,178.0,1807,M,895533,EUR,801878400,F,11,11,False,10.0,9.0,1.0,1.0,3.0,3.0,6.0,7.0,5.0,,,,,89.0,20.0,7.2,5.0,0.8173,0.9935,0.0189243,2,,,,4.0,1.0,5.0,4.0,,3.0,,,1.0,1.0,1.0,,,,3.0,,,,,,,2.0,,,,1.0,1.0,,,,,,,,,,
