match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,player_firstName,player_lastName,stat_dispossessed,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_goals
10437221,home,Milton Keynes Dons,Jamie Cumming,jamie-cumming,J. Cumming,G,1,185.0,226,M,836696,EUR,936403200,G,1,1,False,40.0,34.0,11.0,6.0,33.0,36.0,1.0,4.0,11.0,1.0,1.0,4.0,1.0,1.0,90.0,54.0,7.9,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437221,home,Milton Keynes Dons,Henry Lawrence,henry-lawrence,H. Lawrence,D,18,171.0,129,M,976265,EUR,1001030400,D,22,22,False,41.0,35.0,6.0,4.0,14.0,15.0,22.0,29.0,2.0,,,,,,90.0,58.0,7.2,10.0,0,3.0,1.0,3.0,6.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
10437221,home,Milton Keynes Dons,Warren O'Hora,warren-ohora,W. O'Hora,D,5,188.0,69,M,970352,EUR,924480000,D,5,5,False,79.0,74.0,2.0,1.0,56.0,58.0,18.0,21.0,2.0,,,,,,90.0,91.0,7.6,5.0,0,,,6.0,6.0,13.0,,1.0,1.0,1.0,1.0,,4.0,,,True,7.0,2.0,1.0,1.0,,,,,,,,,,
10437221,home,Milton Keynes Dons,Jack Tucker,tucker-jack,J. Tucker,D,5,192.0,39,M,906660,EUR,942451200,D,4,4,False,91.0,72.0,9.0,1.0,57.0,63.0,15.0,28.0,7.0,,,,,,90.0,108.0,7.4,20.0,0,,,,2.0,12.0,,1.0,1.0,1.0,1.0,,2.0,1.0,,,8.0,7.0,1.0,2.0,Jack,Tucker,1.0,,,,,,,
10437221,home,Milton Keynes Dons,Zak Jules,zak-jules,Z. Jules,D,3,190.0,13,M,556774,EUR,867801600,D,33,33,False,55.0,37.0,6.0,1.0,27.0,34.0,11.0,22.0,9.0,,,,,,90.0,85.0,7.0,27.0,0,1.0,1.0,2.0,7.0,11.0,,2.0,,2.0,2.0,3.0,1.0,1.0,,,8.0,7.0,,2.0,,,2.0,,,,,,,
10437221,home,Milton Keynes Dons,Dawson Devoy,dawson-devoy,D. Devoy,M,10,177.0,99,M,985462,EUR,1006214400,M,28,28,False,48.0,40.0,4.0,3.0,18.0,21.0,23.0,29.0,5.0,,,,,,90.0,64.0,7.8,11.0,1,2.0,1.0,,1.0,5.0,,,,3.0,1.0,,1.0,,4.0,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,
10437221,home,Milton Keynes Dons,Ethan Robson,ethan-robson,E. Robson,M,20,178.0,20,M,848455,EUR,846201600,M,8,8,False,62.0,51.0,9.0,5.0,22.0,23.0,29.0,41.0,8.0,,,,,,78.0,74.0,6.7,16.0,0,2.0,,,4.0,1.0,1.0,1.0,,,,,,,2.0,,1.0,2.0,,1.0,,,2.0,,,,,,,
10437221,home,Milton Keynes Dons,Daniel Kemp,daniel-kemp,D. Kemp,M,10,161.0,85,M,882024,EUR,916012800,M,17,17,False,30.0,22.0,2.0,,5.0,7.0,17.0,27.0,8.0,,,,,,89.0,44.0,7.2,14.0,3,4.0,,,2.0,2.0,,3.0,1.0,1.0,,,,,2.0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,
10437221,home,Milton Keynes Dons,Conor Grant,conor-grant,C. Grant,F,11,178.0,59,M,988332,EUR,995846400,M,16,16,False,36.0,30.0,2.0,1.0,9.0,11.0,21.0,25.0,4.0,,,,,,90.0,50.0,7.4,11.0,2,,,1.0,5.0,3.0,,4.0,2.0,1.0,1.0,,,1.0,3.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,1.0
10437221,home,Milton Keynes Dons,Darragh Burns,darragh-burns,D. Burns,M,18,176.0,103,M,1005670,EUR,1023494400,M,20,20,False,28.0,20.0,3.0,1.0,11.0,12.0,9.0,17.0,2.0,,,,,,90.0,48.0,7.6,12.0,6,1.0,,1.0,2.0,8.0,,1.0,1.0,,,2.0,4.0,1.0,,,3.0,,,1.0,,,,,,2.0,3.0,1.0,,
