match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_firstName,stat_aerialWon,stat_dispossessed,stat_outfielderBlock,stat_unsuccessfulTouch,captain,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded
11369386,home,Valencia,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,mamardashvili,930997,EUR,970185600,G,25,25,False,22.0,13.0,14.0,5.0,11.0,11.0,2.0,11.0,7.0,1.0,90.0,29.0,6.8,9.0,0.00061014,0,0.0193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369386,home,Valencia,Thierry Correia,correia-thierry,T. Correia,D,12,176,798,M,,851282,EUR,920937600,D,12,12,False,49.0,30.0,16.0,3.0,23.0,29.0,7.0,20.0,13.0,,90.0,83.0,6.8,27.0,0.0130747,0,,2.0,9.0,7.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,
11369386,home,Valencia,Cristhian Mosquera,cristhian-mosquera,C. Mosquera,D,3,191,15807,M,,1144630,EUR,1088294400,D,3,3,False,63.0,57.0,4.0,1.0,47.0,50.0,10.0,13.0,3.0,,89.0,82.0,7.3,8.0,0.00428561,0,,,2.0,5.0,1.0,,,5.0,3.0,3.0,1.0,,,Cristhian Mosquera,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
11369386,home,Valencia,Gabriel Paulista,gabriel-paulista,G. Paulista,D,3,187,5224,M,,124737,EUR,659577600,D,5,5,False,57.0,46.0,8.0,3.0,37.0,39.0,9.0,18.0,1.0,,90.0,66.0,7.2,11.0,0.0028672,0,,1.0,1.0,5.0,,,,5.0,2.0,1.0,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,
11369386,home,Valencia,José Luis Gayà,jose-luis-gaya,J. L. Gayà,D,14,172,1685,M,,227922,EUR,801360000,D,14,14,False,41.0,33.0,8.0,4.0,17.0,20.0,17.0,23.0,10.0,,90.0,71.0,7.5,13.0,0.0657544,1,,,2.0,6.0,2.0,,,1.0,,5.0,4.0,1.0,,,,,,,True,2.0,1.0,1.0,0.0227,1.0,,,,,,,,,,
11369386,home,Valencia,Fran Pérez,fran-perez,F. Pérez,M,21,176,466,M,,966637,EUR,1031529600,M,23,23,False,28.0,23.0,,,8.0,9.0,15.0,22.0,3.0,,90.0,44.0,7.2,11.0,0.0286168,1,,,3.0,5.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,2.0,,,,,3.0,,3.0,,1.0,0.0206,,,,,,,,,,,
11369386,home,Valencia,Pepelu,pepelu,Pepelu,M,18,185,1838,M,,826948,EUR,902793600,M,18,18,False,47.0,36.0,10.0,5.0,19.0,23.0,17.0,25.0,16.0,,89.0,58.0,7.1,16.0,0.024877,2,,1.0,7.0,2.0,,2.0,1.0,,1.0,,,1.0,4.0,,,1.0,,1.0,,1.0,,1.0,0.852,1.0,,1.0,1.0,0.9936,,,,,,
11369386,home,Valencia,Javier Guerra,javier-guerra,J. Guerra,M,8,187,1800,M,,1122610,EUR,1052784000,M,8,8,False,26.0,21.0,3.0,1.0,8.0,8.0,13.0,18.0,8.0,,90.0,47.0,7.0,10.0,0.0294228,2,,1.0,11.0,11.0,2.0,4.0,2.0,2.0,,4.0,4.0,5.0,3.0,,,3.0,,,,,,2.0,0.0711,1.0,,,,,,,,,,
11369386,home,Valencia,Selim Amallah,amallah-selim,S. Amallah,M,21,187,6523,M,selim_amallah,801211,EUR,848016000,M,19,19,False,4.0,3.0,,,1.0,2.0,2.0,2.0,1.0,,24.0,8.0,6.5,2.0,0.00812666,0,,2.0,3.0,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
11369386,home,Valencia,Diego López,diego-lopez,D. López,M,16,172,1350,M,,998950,EUR,1021248000,F,16,16,False,24.0,15.0,1.0,1.0,4.0,5.0,11.0,19.0,2.0,,90.0,42.0,7.1,16.0,0.0939029,2,,2.0,7.0,6.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,3.0,2.0,,4.0,,,,,0.1428,2.0,,,,,2.0,1.0,,,,
11369386,home,Valencia,Hugo Duro,hugo-duro,H. Duro,F,9,180,2868,M,,909119,EUR,942192000,F,9,9,False,13.0,8.0,,,1.0,1.0,7.0,12.0,3.0,,73.0,15.0,7.1,5.0,0.00958362,0,,2.0,5.0,2.0,,,,,,,,1.0,3.0,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,
11369386,home,Valencia,Sergi Canós,sergi-canos,S. Canós,M,7,173,366,M,,790833,EUR,854841600,M,7,7,True,9.0,4.0,2.0,,3.0,4.0,1.0,5.0,1.0,,49.0,21.0,6.9,9.0,0.00106562,2,,,1.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,3.0,,,,1.0,0.058,,,1.0,,0.0843,,,,,,
11369386,home,Valencia,Dimitri Foulquier,dimitri-foulquier,D. Foulquier,D,20,183,461,M,,151138,EUR,732844800,D,20,20,True,3.0,3.0,,,2.0,2.0,1.0,1.0,,,17.0,7.0,6.2,1.0,0.00029641,1,,1.0,4.0,1.0,,1.0,,,,1.0,,,2.0,,,,,,,,,,0.0521,,,,,,1.0,,,,,
11369386,home,Valencia,Hugo Guillamón,hugo-guillamon,H. Guillamón,M,6,178,876,M,,855830,EUR,949276800,D,6,6,True,11.0,9.0,1.0,1.0,4.0,5.0,5.0,6.0,2.0,,17.0,16.0,6.9,2.0,0.00236961,0,,,,2.0,,,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11369386,home,Valencia,Yarek Gasiorowski,gasiorowski-yarek,Y. Gasiorowski,D,3,190,1668,M,,1184317,EUR,1105488000,D,34,34,True,2.0,1.0,1.0,1.0,1.0,2.0,,,,,1.0,2.0,,1.0,3.127e-05,0,,,,1.0,,,,,,,,,,Yarek Gasiorowski,1.0,,,,,,,,,,,,,,,,,,,
11369386,home,Valencia,Roman Yaremchuk,roman-yaremchuk,R. Yaremchuk,F,11,191,4167,M,r.yaremchuk,829296,EUR,817430400,F,17,17,True,2.0,2.0,,,,,2.0,2.0,1.0,,1.0,5.0,,1.0,0.00205997,0,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369386,home,Valencia,Jaume Doménech,jaume-domenech,J. Doménech,G,,186,177,M,,235386,EUR,657763200,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369386,home,Valencia,Cristian Rivero,cristian-rivero,C. Rivero,G,13,188,101,M,,914744,EUR,890438400,G,13,13,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369386,home,Valencia,César Tárrega,cesar-tarrega,C. Tárrega,D,5,193,816,M,,996928,EUR,1014681600,D,29,29,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369386,home,Valencia,Pablo Gozálbez,pablo-gozalbez,P. Gozálbez,M,10,170,61,M,,996932,EUR,988588800,M,27,27,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369386,home,Valencia,Hugo González,hugo-gonzalez,H. González,M,30,181,89,M,,996931,EUR,1044576000,M,30,30,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369386,away,Granada,André Ferreira,andre-ferreira,A. Ferreira,G,13,193,225,M,,788197,EUR,833328000,G,13,13,False,33.0,20.0,19.0,6.0,16.0,20.0,4.0,13.0,11.0,1.0,90.0,38.0,6.9,13.0,0.00058908,0,0.0779,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,
11369386,away,Granada,Ricard Sánchez,ricard-sanchez,R. Sánchez,D,2,175,157,M,,986726,EUR,951177600,D,12,12,False,29.0,24.0,1.0,1.0,13.0,15.0,11.0,17.0,3.0,,82.0,52.0,6.5,12.0,0.0153189,0,,,1.0,3.0,,1.0,1.0,1.0,2.0,,,,1.0,,2.0,,,3.0,,3.0,,,,,,,,,,,,,,
11369386,away,Granada,Ignasi Miquel,ignasi-miquel,I. Miquel,D,5,189,102,M,,144606,EUR,717638400,D,14,14,False,47.0,38.0,5.0,1.0,34.0,38.0,4.0,9.0,5.0,,90.0,59.0,6.8,9.0,0.0017393,0,,1.0,2.0,2.0,,,,6.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,
11369386,away,Granada,Raúl Torrente,raul-torrente,R. Torrente,D,4,193,720,M,,1134758,EUR,1000080000,D,28,28,False,59.0,37.0,18.0,2.0,30.0,33.0,7.0,26.0,2.0,,90.0,75.0,6.6,22.0,0.00217736,0,,1.0,2.0,10.0,,,,6.0,2.0,3.0,3.0,3.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,1.0
11369386,away,Granada,Carlos Neva,neva-carlos,C. Neva,D,21,174,128,M,,914178,EUR,834537600,D,15,15,False,27.0,18.0,5.0,1.0,15.0,17.0,3.0,11.0,5.0,,72.0,48.0,6.5,11.0,0.00734378,1,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,True,1.0,,,0.0447,,,,,,1.0,,,,,
11369386,away,Granada,Gonzalo Villar,gonzalo-villar,G. Villar,M,12,181,1019,M,,914765,EUR,890611200,M,24,24,False,57.0,50.0,5.0,5.0,31.0,34.0,19.0,24.0,12.0,,90.0,71.0,6.7,11.0,0.154603,0,,,6.0,4.0,1.0,1.0,1.0,4.0,1.0,,,2.0,3.0,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,
11369386,away,Granada,Gerard Gumbau,gerard-gumbau,G. Gumbau,M,15,187,380,M,,326471,EUR,787708800,M,23,23,False,33.0,28.0,6.0,4.0,17.0,19.0,13.0,16.0,1.0,,73.0,47.0,7.0,6.0,0.0631524,1,,,3.0,1.0,,,,2.0,3.0,1.0,,,3.0,,,,2.0,1.0,,2.0,2.0,,0.0337,,,1.0,,0.0193,,,,,,
11369386,away,Granada,Bryan Zaragoza,bryan-zaragoza,B. Zaragoza,F,97,165,5285,M,bryanzaragoza,1084730,EUR,999993600,M,26,26,False,19.0,10.0,4.0,,3.0,6.0,7.0,16.0,8.0,,90.0,41.0,6.1,22.0,0.00799552,1,,,8.0,8.0,2.0,7.0,2.0,,,1.0,,5.0,,,,1.0,,3.0,,3.0,,1.0,0.0371,,,,,,,1.0,,,,
11369386,away,Granada,Myrto Uzuni,myrto-uzuni,M. Uzuni,F,10,178,1807,M,,895533,EUR,801878400,M,11,11,False,4.0,3.0,,,,,3.0,4.0,3.0,,82.0,15.0,6.8,5.0,0.0220662,1,,2.0,4.0,5.0,,1.0,1.0,,,3.0,3.0,1.0,,,,2.0,,2.0,,,,,0.0375,,,,,,1.0,1.0,,,,
11369386,away,Granada,Óscar Melendo,oscar-melendo,Ó. Melendo,M,21,167,152,M,,861317,EUR,872294400,M,21,21,False,17.0,15.0,,,6.0,6.0,9.0,12.0,3.0,,72.0,30.0,6.7,7.0,0.0272466,1,,1.0,6.0,4.0,1.0,1.0,,,,3.0,1.0,1.0,1.0,,,2.0,,1.0,,1.0,,,0.039,1.0,,,,,1.0,,,,,
11369386,away,Granada,Lucas Boyé,lucas-boye,L. Boyé,F,15,183,1345,M,,814385,EUR,825465600,F,7,7,False,10.0,8.0,,,4.0,4.0,4.0,6.0,4.0,,90.0,41.0,6.4,15.0,0.00251604,0,,5.0,15.0,10.0,1.0,7.0,3.0,,1.0,2.0,1.0,3.0,1.0,,2.0,4.0,,4.0,,,,,,,,,,,,,,,,
