match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_aerialWon,stat_totalCross,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_wonContest,stat_accurateCross,stat_keyPass,stat_blockedScoringAttempt,stat_interceptionWon,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,player_firstName,player_lastName,stat_bigChanceMissed,stat_hitWoodwork,stat_goalAssist,stat_lastManTackle,stat_errorLeadToAShot,stat_goodHighClaim,stat_punches,stat_totalOffside
10385440,home,Brighton & Hove Albion,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18379,M,RS1,920546,EUR,879811200,G,1,1,False,33.0,25.0,9.0,2.0,24.0,28.0,1.0,5.0,7.0,1.0,2.0,2.0,2.0,90.0,39.0,7.3,8.0,0.0,0.0,0.00021497,0,0.0836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385440,home,Brighton & Hove Albion,Joël Veltman,joel-veltman,J. Veltman,D,34,184,1147,M,,219572,EUR,695433600,D,34,34,False,98.0,93.0,4.0,2.0,43.0,45.0,50.0,53.0,5.0,,,,,90.0,111.0,7.2,6.0,0.0,0.0,0.0249204,0,,1.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10385440,home,Brighton & Hove Albion,Lewis Dunk,lewis-dunk,L. Dunk,D,5,190,1911,M,,115365,EUR,690681600,D,5,5,False,138.0,129.0,6.0,4.0,72.0,75.0,57.0,63.0,6.0,,,,,90.0,140.0,7.0,9.0,0.0,0.0,0.0481443,0,,2.0,4.0,3.0,2.0,1.0,1.0,1.0,,,,True,2.0,,,,,,,,,,,,,,,,,,,,,,,
10385440,home,Brighton & Hove Albion,Pervis Estupiñán,pervis-estupinan,P. Estupiñán,D,2,175,14887,M,pervisestupinan,805465,EUR,885340800,D,30,30,False,77.0,68.0,3.0,1.0,25.0,29.0,43.0,50.0,4.0,,,,,90.0,95.0,6.7,15.0,0.0131,0.0,0.0474785,1,,4.0,11.0,4.0,1.0,1.0,3.0,3.0,1.0,,3.0,,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10385440,home,Brighton & Hove Albion,Tariq Lamptey,lamptey-tariq,T. Lamptey,D,48,165,4021,M,TariqLamptey,914691,EUR,970272000,M,2,2,False,46.0,41.0,,,10.0,10.0,31.0,42.0,7.0,,,,,75.0,64.0,7.2,13.0,0.0,0.0,0.203293,0,,1.0,2.0,6.0,,,3.0,1.0,2.0,1.0,1.0,,1.0,6.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,
10385440,home,Brighton & Hove Albion,Pascal Groß,pascal-gross,P. Groß,M,30,181,4733,M,pascalgross65,48480,EUR,676944000,M,13,13,False,94.0,86.0,6.0,4.0,35.0,38.0,52.0,63.0,7.0,,,,,90.0,110.0,7.2,18.0,0.0325,0.0,0.130527,1,,,2.0,1.0,1.0,,,,4.0,,1.0,,,7.0,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
10385440,home,Brighton & Hove Albion,Billy Gilmour,gilmour-billy,B. Gilmour,M,6,169,4342,M,billygilmour,907668,EUR,992217600,M,27,27,False,36.0,32.0,1.0,,19.0,19.0,13.0,17.0,6.0,,,,,57.0,45.0,6.5,8.0,0.2193,0.0,0.0302526,2,,1.0,6.0,1.0,3.0,,,,2.0,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,
10385440,home,Brighton & Hove Albion,Kaoru Mitoma,mitoma-kaoru,K. Mitoma,M,22,178,20820,M,KaoruM,936849,EUR,864086400,M,22,22,False,33.0,28.0,1.0,,8.0,8.0,20.0,28.0,1.0,,,,,90.0,50.0,7.5,12.0,0.27,0.5322,0.535113,3,,2.0,4.0,6.0,1.0,,1.0,,3.0,1.0,,,1.0,3.0,,4.0,,,3.0,,,1.0,,2.0,1.0,,,,,,,,,,,
10385440,home,Brighton & Hove Albion,Solly March,solly-march,S. March,M,7,180,1255,M,,301288,EUR,774662400,F,7,7,False,49.0,37.0,4.0,3.0,7.0,9.0,31.0,50.0,5.0,,,,,89.0,75.0,6.8,27.0,0.2462,0.0,0.264696,3,,,9.0,2.0,,,1.0,1.0,,1.0,3.0,,,10.0,3.0,3.0,,,,1.0,1.0,3.0,,,,1.0,,,,,,,,,,
10385440,home,Brighton & Hove Albion,Deniz Undav,deniz-undav,D. Undav,F,26,179,7434,M,denizundav,794298,EUR,837734400,F,21,21,False,17.0,17.0,,,2.0,2.0,15.0,15.0,4.0,,,,,75.0,29.0,6.1,3.0,0.8968,0.3304,0.415127,3,,1.0,4.0,3.0,,,2.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,2.0,1.0,,1.0,,1.0,,,3.0,1.0,,,,,,
