match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_blockedScoringAttempt,stat_expectedGoals,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_shotOffTarget,stat_totalOffside,captain,stat_savedShotsFromInsideTheBox,stat_punches
12117128,home,Vasco da Gama,Léo Jardim,leo-jardim,L. Jardim,G,1,188,5904,M,leocjardim,595598,EUR,795657600,G,1,1,False,20.0,14.0,11.0,5.0,0.0,9.0,9.0,5.0,11.0,1.0,2.0,1.0,1.0,90.0,22.0,7.1,6.0,0.00035017,0,0.4652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117128,home,Vasco da Gama,Paulo Henrique,paulo-henrique,P. Henrique,D,96,175,6662,M,,1021721,EUR,838252800,D,96,96,False,32.0,31.0,,,0.0,10.0,10.0,22.0,27.0,7.0,,,,90.0,69.0,7.2,15.0,0.0983984,0,,5.0,1.0,1.0,2.0,9.0,8.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,
12117128,home,Vasco da Gama,Maicon,maicon,Maicon,D,3,191,836,M,,44691,EUR,590198400,D,4,4,False,35.0,26.0,8.0,3.0,0.0,17.0,20.0,9.0,15.0,1.0,,,,90.0,46.0,7.2,10.0,0.524012,0,,,,1.0,1.0,3.0,2.0,,1.0,,,6.0,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,
12117128,home,Vasco da Gama,Léo,leo,Léo,D,3,183,707,M,,360940,EUR,826070400,D,3,3,False,33.0,30.0,3.0,2.0,0.0,19.0,21.0,11.0,12.0,3.0,,,,90.0,45.0,7.3,4.0,0.00657424,1,,,,,,,3.0,,,,,4.0,1.0,3.0,2.0,,,,,1.0,0.1557,,,,,,,,,,,
12117128,home,Vasco da Gama,Lucas Piton,lucas-piton,L. Piton,D,6,176,3645,M,,982174,EUR,971049600,D,6,6,False,38.0,29.0,8.0,3.0,0.0,13.0,15.0,19.0,34.0,3.0,,,,89.0,67.0,8.6,21.0,0.245311,1,,11.0,3.0,,1.0,2.0,8.0,,,3.0,3.0,3.0,,3.0,2.0,,2.0,2.0,3.0,,0.0374,1.0,1.0,1.0,0.6016,,,,,,,
12117128,home,Vasco da Gama,Hugo Moura,hugo-moura,H. Moura,M,25,177,1953,M,,973293,EUR,883785600,M,25,25,False,36.0,31.0,3.0,1.0,1.0,10.0,11.0,21.0,27.0,6.0,,,,80.0,52.0,7.1,8.0,0.0181576,1,,2.0,,,1.0,5.0,5.0,2.0,1.0,,,2.0,1.0,4.0,2.0,,,2.0,1.0,1.0,0.0208,,,,,,,,,,,
12117128,home,Vasco da Gama,Mateus Carvalho,mateus-carvalho,M. Carvalho,M,85,180,1394,M,,1391962,EUR,1016409600,M,85,85,False,43.0,41.0,8.0,7.0,0.0,14.0,14.0,27.0,29.0,2.0,,,,79.0,54.0,7.2,5.0,0.0421618,0,,,,1.0,,4.0,4.0,,1.0,2.0,2.0,,2.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,Matheus Carvalho,,,,,,
12117128,home,Vasco da Gama,Adson,adson,Adson,M,28,171,2153,M,,1105970,EUR,970790400,M,28,28,False,39.0,37.0,1.0,1.0,0.0,6.0,6.0,33.0,36.0,4.0,,,,80.0,61.0,7.6,9.0,0.513425,4,,3.0,2.0,1.0,1.0,6.0,6.0,1.0,2.0,4.0,2.0,,,1.0,1.0,2.0,2.0,,2.0,1.0,0.2751,,,1.0,,Adson,,3.0,,,,
12117128,home,Vasco da Gama,Bruno Praxedes,bruno-praxedes,B. Praxedes,M,25,186,445,M,,1018093,EUR,1013126400,M,21,21,False,39.0,29.0,2.0,,0.0,5.0,8.0,24.0,31.0,4.0,,,,68.0,49.0,6.8,14.0,0.0451919,0,,,,,2.0,3.0,3.0,,,4.0,1.0,1.0,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,
12117128,home,Vasco da Gama,David,david,David,M,7,179,2160,M,,840291,EUR,813888000,M,7,7,False,27.0,21.0,1.0,1.0,0.0,8.0,9.0,13.0,18.0,5.0,,,,90.0,45.0,6.8,14.0,0.0875838,0,,,,1.0,2.0,6.0,8.0,1.0,1.0,5.0,3.0,1.0,,2.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,
