match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,captain,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goals,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed,stat_outfielderBlock
12450201,home,Le Havre,Mathieu Gorgelin,mathieu-gorgelin,M. Gorgelin,G,16,187,120,M,123226,EUR,649814400,G,1,1,False,21.0,16.0,8.0,4.0,0.0,14.0,16.0,2.0,5.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,90.0,27.0,4.7,6.0,0.00022703,0,-1.1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450201,home,Le Havre,Loic Négo,loic-nego,L. Négo,D,7,179,819,M,54308,EUR,663897600,D,7,7,False,63.0,49.0,9.0,3.0,0.0,16.0,19.0,34.0,51.0,2.0,6.0,,,,,,90.0,86.0,6.4,21.0,0.0653851,0,,,,7.0,1.0,2.0,3.0,3.0,6.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12450201,home,Le Havre,Arouna Sangante,arouna-sangante,A. Sangante,D,93,189,741,M,1035988,EUR,1018569600,D,93,93,False,51.0,45.0,,,0.0,31.0,33.0,14.0,18.0,1.0,4.0,,,,,,66.0,59.0,6.0,7.0,0.00572658,0,,,,,,2.0,4.0,5.0,6.0,1.0,1.0,2.0,1.0,,True,2.0,,,,,,,,,,,,,,,,
12450201,home,Le Havre,Gautier Lloris,gautier-lloris,G. Lloris,D,4,188,195,M,287887,EUR,806025600,D,4,4,False,60.0,55.0,5.0,3.0,0.0,34.0,34.0,22.0,27.0,2.0,7.0,,,,,,90.0,67.0,6.3,5.0,0.0105016,0,,,,1.0,1.0,,,,2.0,,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,
12450201,home,Le Havre,Timothee Pembele,timothee-pembele,T. Pembele,D,32,182,700,M,1824137,EUR,1031529600,D,32,32,False,21.0,20.0,1.0,1.0,0.0,10.0,10.0,10.0,11.0,1.0,2.0,,1.0,,,,45.0,29.0,6.0,3.0,0.0131074,0,,,,,,1.0,,3.0,2.0,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,
12450201,home,Le Havre,Abdoulaye Touré,abdoulaye-toure,A. Touré,M,94,187,3161,M,149732,EUR,762652800,M,94,94,False,38.0,36.0,1.0,1.0,0.0,13.0,13.0,25.0,29.0,1.0,6.0,,2.0,,,,90.0,59.0,7.3,8.0,0.576896,2,,,,4.0,2.0,1.0,,3.0,5.0,,2.0,2.0,2.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0629,0.0163,,,,,,
12450201,home,Le Havre,Junior Mwanga,junior-mwanga,J. Mwanga,M,18,184,472,M,1197153,EUR,1052611200,M,23,23,False,64.0,59.0,10.0,7.0,0.0,33.0,35.0,26.0,34.0,,6.0,,1.0,,,,90.0,80.0,7.0,14.0,0.0255364,2,,,,5.0,,1.0,,7.0,2.0,1.0,,1.0,1.0,,,3.0,1.0,2.0,1.0,,1.0,1.0,,,0.0834,0.0206,1.0,,,,,
12450201,home,Le Havre,Josué Casimir,josue-casimir,J. Casimir,M,7,178,9086,M,1035986,EUR,1001289600,M,10,10,False,29.0,19.0,2.0,1.0,0.0,4.0,4.0,15.0,30.0,,3.0,,2.0,,,,90.0,46.0,6.4,20.0,0.0504943,1,,,,5.0,,4.0,,7.0,3.0,,,,,,,2.0,1.0,1.0,1.0,,,,,2.0,0.0467,,,1.0,2.0,,,
12450201,home,Le Havre,Yassine Kechta,yassine-kechta,Y. Kechta,M,8,166,2008,M,1000442,EUR,1014595200,M,8,8,False,23.0,19.0,,,0.0,6.0,7.0,13.0,18.0,,7.0,,1.0,,,,88.0,37.0,6.1,10.0,0.0269791,3,,,,2.0,,2.0,,8.0,2.0,,,,,1.0,,3.0,1.0,4.0,2.0,,2.0,,1.0,,0.1202,,,1.0,,,,
12450201,home,Le Havre,Issa Soumaré,issa-soumare,I. Soumaré,F,45,182,607,M,1001458,EUR,971136000,M,45,45,False,25.0,20.0,1.0,1.0,0.0,8.0,8.0,12.0,22.0,,3.0,,5.0,,,,90.0,49.0,7.1,17.0,0.064534,1,,,,5.0,,5.0,2.0,9.0,9.0,2.0,2.0,2.0,1.0,2.0,,1.0,,2.0,1.0,,,,,4.0,0.0943,,,1.0,,,,
