match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_challengeLost,stat_errorLeadToAShot,stat_totalCross,stat_totalContest,stat_wonContest,stat_totalOffside,player_firstName,player_lastName,captain,stat_bigChanceMissed,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_hitWoodwork
13981549,home,Atalanta,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192,3101,M,865646,EUR,962409600,G,29,29,False,35.0,23.0,18.0,7.0,0.0,20.0,22.0,3.0,13.0,8.0,3.0,3.0,1.0,1.0,90.0,43.0,7.8,12.0,0.00401332,68.509389369684,12.0,38.535,10.5,0.469,0,0.7776,0.09,0.01,0.29,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981549,home,Atalanta,Odilon Kossounou,odilon-kossounou,O. Kossounou,D,3,191,9985,M,973437,EUR,978566400,D,3,3,False,47.0,43.0,1.0,,0.0,21.0,24.0,22.0,23.0,3.0,,,,,90.0,60.0,8.2,5.0,0.025553,116.75886065929,16.0,43.155,18.06,,3,,0.09,0.22,-0.01,,odilonkossounou,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.1575,0.2045,1.0,0.51,,,,,,,,,,,,,,,,,,
13981549,home,Atalanta,Isak Hien,hien-isak,I. Hien,D,4,191,2306,M,1157713,EUR,916185600,D,4,4,False,39.0,31.0,6.0,3.0,0.0,22.0,25.0,9.0,14.0,4.0,,,,,87.0,59.0,7.3,12.0,0.0532265,71.541279054071,11.0,22.365,7.35,,0,,0.11,0.16,0.44,,,3.0,1.0,6.0,7.0,,,,,4.0,1.0,4.0,2.0,,,,,2.0,4.0,2.0,3.0,,,,,,,,,,,,,,
13981549,home,Atalanta,Berat Djimsiti,berat-djimsiti,B. Djimsiti,D,19,190,2156,M,151003,EUR,730080000,D,19,19,False,44.0,41.0,2.0,1.0,0.0,32.0,34.0,9.0,10.0,2.0,,,,,90.0,60.0,7.0,5.0,0.00359498,70.554676789411,9.0,46.095,20.055,,1,,0.11,0.03,-0.06,,,1.0,3.0,4.0,6.0,1.0,,,,4.0,1.0,2.0,,0.0593,,,-0.23,1.0,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,
13981549,home,Atalanta,Raoul Bellanova,raoul-bellanova,R. Bellanova,M,16,188,2480,M,826185,EUR,958521600,M,16,16,False,32.0,28.0,2.0,1.0,0.0,13.0,15.0,15.0,17.0,6.0,,,,,90.0,53.0,6.7,8.0,0.0110272,103.63173505083,13.0,30.975,29.715,,0,,-0.14,-0.61,0.15,,,,1.0,,3.0,,,,,3.0,1.0,1.0,,,,,,,1.0,,,,,3.0,1.0,1.0,1.0,,,,,,,,
13981549,home,Atalanta,Éderson,ederson,Éderson,M,13,183,7659,M,946888,EUR,931305600,M,13,13,False,44.0,41.0,,,0.0,17.0,17.0,24.0,27.0,5.0,,,,,67.0,52.0,6.7,5.0,0.0314429,119.18067851421,16.0,53.13,24.465,,1,,-0.06,0.09,-0.04,,ederson99,1.0,,2.0,3.0,,,1.0,,1.0,,2.0,2.0,0.126,,1.0,0.03,,1.0,,,1.0,,,,,,,,,,,,,
13981549,home,Atalanta,Marten de Roon,marten-de-roon,M. de Roon,M,15,185,1856,M,100389,EUR,670204800,M,15,15,False,51.0,43.0,10.0,5.0,0.0,17.0,19.0,26.0,32.0,4.0,,,,,90.0,57.0,6.7,9.0,0.0279842,85.061487209372,11.0,54.39,15.12,,1,,0.26,0.11,0.17,,,2.0,,3.0,,,1.0,,,1.0,1.0,1.0,,0.1168,0.2059,1.0,-0.46,,,,2.0,,,,,,,,,True,1.0,,,,
13981549,home,Atalanta,Davide Zappacosta,davide-zappacosta,D. Zappacosta,M,77,182,2125,M,132318,EUR,708220800,M,77,77,False,25.0,23.0,1.0,,0.0,12.0,13.0,11.0,12.0,3.0,,,,,67.0,40.0,7.2,5.0,0.358384,68.244654252465,6.0,49.56,11.76,,1,,0.51,0.1,0.0,,,,,2.0,,,1.0,,,,1.0,,,0.1789,0.2437,4.0,-0.23,,,,1.0,,,6.0,1.0,,,,,,1.0,4.0,,,
13981549,home,Atalanta,Charles De Ketelaere,charles-de-ketelaere,C. De Ketelaere,F,17,192,14835,M,960441,EUR,984182400,F,17,17,False,35.0,27.0,6.0,4.0,1.0,4.0,5.0,23.0,30.0,4.0,,,,,90.0,56.0,8.2,16.0,0.292054,336.86422519067,24.0,258.195,54.495,,5,,0.78,0.65,-0.1,,cdk,1.0,2.0,10.0,6.0,,4.0,1.0,,,,2.0,2.0,0.3249,0.5651,6.0,-0.52,,,,2.0,2.0,,2.0,5.0,2.0,,,,,,2.0,2.0,,
13981549,home,Atalanta,Ademola Lookman,ademola-lookman,A. Lookman,F,22,174,80703,M,824200,EUR,877305600,F,11,11,False,28.0,24.0,2.0,1.0,0.0,6.0,7.0,18.0,21.0,3.0,,,,,77.0,39.0,7.2,8.0,0.375809,141.64457464419,15.0,91.665,20.16,,3,,0.11,0.42,-0.08,,molalookman,,1.0,4.0,3.0,1.0,1.0,1.0,1.0,,,3.0,,0.3597,0.6954,3.0,0.28,,1.0,,3.0,,,1.0,1.0,1.0,,,,,,1.0,1.0,2.0,
