match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_challengeLost,stat_dispossessed,stat_totalCross,stat_hitWoodwork,stat_wasFouled,player_sofascoreId,stat_accurateCross,stat_penaltyWon,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_penaltyConceded
10407289,home,Royale Union Saint-Gilloise,Anthony Moris,anthony-moris,A. Moris,G,49,184,297,M,39457,EUR,641347200,G,49,49,False,20.0,16.0,11.0,7.0,13.0,13.0,3.0,7.0,9.0,1.0,90.0,26.0,6.3,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407289,home,Royale Union Saint-Gilloise,Ross Sykes,ross-sykes,R. Sykes,D,26,196,234,M,845558,EUR,922406400,D,26,26,False,55.0,48.0,2.0,1.0,33.0,36.0,15.0,19.0,4.0,,90.0,81.0,7.3,10.0,1,,,2.0,2.0,5.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10407289,home,Royale Union Saint-Gilloise,Ismael Kandouss,ismael-kandouss,I. Kandouss,D,27,192,739,M,934196,EUR,879292800,D,59,59,False,67.0,65.0,9.0,8.0,40.0,40.0,25.0,27.0,8.0,,90.0,76.0,7.3,2.0,1,,,,2.0,3.0,,,,4.0,,3.0,2.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10407289,home,Royale Union Saint-Gilloise,Siebe Van Der Heyden,siebe-van-der-heyden,S. V. D. Heyden,D,44,185,270,M,842164,EUR,896486400,D,44,44,False,56.0,49.0,6.0,4.0,26.0,31.0,23.0,25.0,6.0,,90.0,75.0,7.0,9.0,0,,,4.0,4.0,4.0,,,,3.0,2.0,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10407289,home,Royale Union Saint-Gilloise,Bart Nieuwkoop,bart-nieuwkoop,B. Nieuwkoop,D,2,180,338,M,797279,EUR,826156800,M,2,2,False,31.0,23.0,2.0,1.0,9.0,11.0,14.0,22.0,3.0,,90.0,49.0,7.0,13.0,1,,,2.0,2.0,6.0,,,1.0,3.0,2.0,2.0,2.0,2.0,,,,,,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,
10407289,home,Royale Union Saint-Gilloise,Lazare Amani,jean-thierry-lazare-amani,L. Amani,M,88,172,4079,M,845136,EUR,889228800,M,8,8,False,39.0,29.0,1.0,,16.0,16.0,15.0,25.0,2.0,,73.0,51.0,6.5,15.0,1,Jean Thierry Lazare,Amani,,3.0,1.0,2.0,1.0,,,,,,2.0,,1.0,,1.0,,,2.0,2.0,,,jtl_amani_8,2.0,,,,,,,,,,,
10407289,home,Royale Union Saint-Gilloise,Senne Lynen,senne-lynen,S. Lynen,M,14,182,401,M,826171,EUR,919382400,M,20,20,False,40.0,37.0,5.0,5.0,20.0,20.0,17.0,21.0,9.0,,90.0,58.0,7.8,5.0,1,,,1.0,3.0,5.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,,1.0,1.0,,,2.0,,1.0,,1.0,,,1.0,,,,,,,,,,
10407289,home,Royale Union Saint-Gilloise,Teddy Teuma,teddy-teuma,T. Teuma,M,80,176,879,M,829643,EUR,749347200,M,10,10,False,71.0,53.0,3.0,1.0,21.0,22.0,35.0,56.0,5.0,,89.0,98.0,8.1,25.0,3,,,1.0,1.0,9.0,3.0,3.0,,,,4.0,4.0,3.0,1.0,4.0,,1.0,,,,7.0,,1.0,,3.0,,True,1.0,2.0,1.0,,,,,,
10407289,home,Royale Union Saint-Gilloise,Loïc Lapoussin,loic-lapoussin,L. Lapoussin,M,,181,702,M,902987,EUR,827884800,M,94,94,False,42.0,33.0,2.0,,15.0,17.0,19.0,27.0,5.0,,90.0,74.0,7.7,21.0,3,,,,6.0,9.0,8.0,4.0,1.0,1.0,,2.0,1.0,5.0,,2.0,,1.0,,1.0,1.0,2.0,,3.0,,1.0,,,,1.0,1.0,,,,,,
10407289,home,Royale Union Saint-Gilloise,Simon Adingra,simon-adingra,S. Adingra,M,24,175,54789,M,1110842,EUR,1009843200,F,11,11,False,12.0,9.0,1.0,,,,9.0,14.0,7.0,,85.0,26.0,6.9,10.0,1,,,,6.0,3.0,2.0,1.0,1.0,,1.0,,,1.0,2.0,3.0,,,,,3.0,2.0,,2.0,simon.adingra,,,,,,,1.0,,,,,
