match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_challengeLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_fouls,stat_keyPass,stat_shotOffTarget,player_firstName,player_lastName,stat_bigChanceMissed,stat_goals,stat_outfielderBlock,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_totalOffside
11396314,home,Eintracht Frankfurt,Kevin Trapp,kevin-trapp,K. Trapp,G,35,189,1775,M,38440,EUR,647395200,G,1,1,False,True,32.0,17.0,18.0,3.0,15.0,23.0,2.0,9.0,7.0,1.0,90.0,37.0,6.5,15.0,0.00148948,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396314,home,Eintracht Frankfurt,Tuta,tuta,Tuta,D,3,184,1088,M,964191,EUR,931046400,D,35,35,False,,77.0,62.0,10.0,4.0,32.0,36.0,31.0,44.0,4.0,,90.0,106.0,7.8,22.0,0.0401492,0,3.0,1.0,1.0,2.0,3.0,7.0,2.0,2.0,2.0,5.0,5.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11396314,home,Eintracht Frankfurt,Robin Koch,robin-koch,R. Koch,D,4,190,1832,M,581302,EUR,837561600,D,4,4,False,,80.0,72.0,5.0,1.0,47.0,51.0,26.0,31.0,6.0,,90.0,96.0,7.6,10.0,0.0475564,1,2.0,1.0,,5.0,,7.0,,,,6.0,2.0,,,1.0,1.0,2.0,0.025,0.0615,,,,,,,,,,,,,,,,
11396314,home,Eintracht Frankfurt,Willian Pacho,willian-pacho,W. Pacho,D,51,187,25693,M,979480,EUR,1003190400,D,3,3,False,,75.0,68.0,6.0,4.0,48.0,51.0,20.0,24.0,4.0,,90.0,89.0,7.2,9.0,0.0109925,1,,,2.0,1.0,6.0,2.0,1.0,,,5.0,2.0,1.0,1.0,1.0,,,0.0106,,pachowilliam,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,
11396314,home,Eintracht Frankfurt,Junior Dina Ebimbe,junior-dina-ebimbe,J. D. Ebimbe,M,7,183,2059,M,904994,EUR,974764800,M,26,26,False,,40.0,34.0,1.0,,16.0,18.0,18.0,22.0,5.0,,77.0,65.0,6.4,15.0,0.0152291,2,,,3.0,,10.0,2.0,2.0,3.0,1.0,,,1.0,1.0,3.0,,,0.0537,,,,,,3.0,,2.0,,,,,,,,,
11396314,home,Eintracht Frankfurt,Hugo Larsson,hugo-larsson,H. Larsson,M,16,187,2774,M,1142211,EUR,1088294400,M,16,16,False,,60.0,53.0,,,31.0,33.0,22.0,27.0,7.0,,90.0,75.0,6.8,9.0,0.0374323,0,,,3.0,1.0,6.0,5.0,,1.0,,2.0,1.0,4.0,1.0,1.0,,,,,,1.0,,,1.0,,,Hugo Larsson,,,,,,,,
11396314,home,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176,5881,M,66518,EUR,707529600,M,27,27,False,,56.0,46.0,,,25.0,25.0,23.0,33.0,8.0,,81.0,82.0,7.8,19.0,0.137718,2,2.0,2.0,,2.0,7.0,8.0,1.0,4.0,1.0,2.0,,2.0,2.0,4.0,2.0,3.0,0.9432,0.816,MarioGotze,3.0,,,,2.0,,,,1.0,1.0,1.0,,,,
11396314,home,Eintracht Frankfurt,Niels Nkounkou,nkounkou-niels,N. Nkounkou,D,25,184,549,M,941179,EUR,973036800,M,29,29,False,,55.0,44.0,1.0,,20.0,21.0,24.0,35.0,5.0,,89.0,89.0,7.2,17.0,0.0150032,1,1.0,,2.0,2.0,7.0,8.0,,2.0,1.0,2.0,1.0,5.0,2.0,1.0,,,0.0308,,,2.0,,,2.0,,1.0,,,,,1.0,,,,
11396314,home,Eintracht Frankfurt,Donny van de Beek,donny-van-de-beek,D. v. d. Beek,M,6,183,7960,M,361790,EUR,861321600,F,25,25,False,,8.0,5.0,,,4.0,5.0,1.0,4.0,1.0,,45.0,14.0,6.5,6.0,0.00031402,0,1.0,,,,2.0,1.0,,,,,,1.0,,2.0,,,,,donnyvdbeek,1.0,,,1.0,,,,,,,1.0,,,,
11396314,home,Eintracht Frankfurt,Ansgar Knauff,ansgar-knauff,A. Knauff,M,7,180,2079,M,997012,EUR,1010620800,F,36,36,False,,29.0,21.0,,,12.0,13.0,9.0,17.0,7.0,,89.0,48.0,7.2,15.0,0.0914153,2,1.0,,,1.0,4.0,6.0,1.0,3.0,1.0,1.0,,1.0,1.0,2.0,,3.0,0.1123,,,,,1.0,1.0,1.0,1.0,,,,,,,,,
