match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,player_sofascoreId,stat_outfielderBlock,player_firstName,player_lastName,stat_fouls,stat_shotOffTarget,captain,stat_goalAssist,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_dispossessed,stat_wonContest,stat_bigChanceMissed,stat_goals,stat_totalOffside
10389777,home,Stade Brestois,Marco Bizot,marco-bizot,M. Bizot,G,40,194,898,M,100390,EUR,668563200,G,40,40,False,21.0,13.0,16.0,8.0,6.0,8.0,7.0,13.0,1.0,1.0,4.0,7.0,1.0,1.0,6.0,7.0,2.0,90.0,38.0,7.3,8.0,0.0,0.0,0.00141413,0,0.8404,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389777,home,Stade Brestois,Kenny Lala,kenny-lala,K. Lala,D,77,178,604,M,141080,EUR,686448000,D,27,27,False,40.0,23.0,8.0,2.0,17.0,23.0,12.0,26.0,2.0,4.0,4.0,4.0,,,,,,90.0,68.0,7.6,21.0,0.0785,0.0868,0.346971,1,,9.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,
10389777,home,Stade Brestois,Achraf Dari,achraf-dari,A. Dari,D,15,190,8607,M,964795,EUR,925948800,D,4,4,False,28.0,27.0,6.0,5.0,22.0,22.0,5.0,6.0,1.0,1.0,6.0,2.0,,,,,,90.0,37.0,6.8,1.0,0.0,0.0,0.00173176,0,,,,2.0,2.0,,,,,,,,,dari_achraf,1.0,,,,,,,,,,,,,,
10389777,home,Stade Brestois,Christophe Herelle,christophe-herelle,C. Herelle,D,4,188,67,M,225092,EUR,714441600,D,23,23,False,25.0,24.0,3.0,2.0,23.0,24.0,1.0,2.0,2.0,5.0,2.0,4.0,,,,,,90.0,34.0,7.0,2.0,0.0,0.0,0.00055532,0,,1.0,,,1.0,,,,,3.0,3.0,,,,,,,1.0,,,,,,,,,,,
10389777,home,Stade Brestois,Lilian Brassier,lilian-brassier,L. Brassier,D,3,184,576,M,988907,EUR,941500800,D,3,3,False,32.0,20.0,12.0,5.0,16.0,24.0,4.0,9.0,1.0,2.0,4.0,10.0,,,,,,90.0,55.0,6.6,15.0,0.015,0.0,0.00474138,1,,1.0,,1.0,7.0,2.0,1.0,,,4.0,1.0,1.0,,,1.0,,,3.0,1.0,,,,,,,,,,
10389777,home,Stade Brestois,Pierre Lees Melou,pierre-lees-melou,P. L. Melou,M,33,185,589,M,801306,EUR,738288000,M,20,20,False,25.0,20.0,7.0,4.0,9.0,11.0,11.0,17.0,,3.0,4.0,5.0,,,,,,90.0,46.0,7.6,9.0,0.2321,0.0,0.531344,4,,3.0,,,3.0,1.0,,1.0,,2.0,2.0,1.0,1.0,,2.0,,,2.0,2.0,True,1.0,2.0,1.0,1.0,,,,,
10389777,home,Stade Brestois,Franck Honorat,franck-honorat,F. Honorat,M,9,180,724,M,280453,EUR,839721600,M,9,9,False,12.0,10.0,,,6.0,6.0,5.0,12.0,,3.0,,1.0,,,,,,45.0,23.0,7.3,9.0,0.0,0.0,0.166652,0,,6.0,1.0,,,,,,,,2.0,1.0,3.0,,,,,,,,,,2.0,1.0,,,,,
10389777,home,Stade Brestois,Mahdi Camara,camara-mahdi,M. Camara,M,45,178,964,M,916041,EUR,899164800,M,45,45,False,21.0,17.0,1.0,,12.0,14.0,5.0,7.0,,6.0,2.0,2.0,,,,,,89.0,34.0,6.5,6.0,0.2168,0.0,0.00115143,1,,,,3.0,6.0,,3.0,,,1.0,3.0,2.0,,,,,,1.0,1.0,,,,,1.0,1.0,2.0,1.0,,
10389777,home,Stade Brestois,Haris Belkebla,haris-belkebla,H. Belkebla,M,93,177,1877,M,580642,EUR,759715200,M,7,7,False,23.0,22.0,2.0,2.0,15.0,16.0,7.0,8.0,,4.0,1.0,4.0,,,,,,90.0,37.0,6.3,9.0,0.0,0.0,0.0177461,0,,1.0,,1.0,7.0,1.0,2.0,,,,2.0,2.0,1.0,,,,,3.0,,,,,3.0,2.0,1.0,,,,
10389777,home,Stade Brestois,Jérémy Le Douaron,jeremy-le-douaron,J. Le Douaron,F,21,189,290,M,1047296,EUR,893116800,M,22,22,False,11.0,10.0,,,6.0,6.0,5.0,8.0,6.0,8.0,3.0,2.0,,,,,,73.0,28.0,7.3,7.0,1.0531,0.5233,0.0348721,3,,3.0,1.0,2.0,9.0,2.0,1.0,,1.0,,2.0,2.0,1.0,,,,,2.0,2.0,,,,1.0,,2.0,,,1.0,1.0
