match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_totalClearance,stat_wasFouled,captain,stat_wonTackle,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_challengeLost
11373446,home,Blackburn Rovers,Joe Hilton,joe-hilton,J. Hilton,G,25,195.0,28,M,970349,EUR,939600000,G,34,34,False,44.0,40.0,5.0,1.0,39.0,39.0,1.0,5.0,14.0,3.0,3.0,1.0,1.0,90.0,55.0,6.3,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373446,home,Blackburn Rovers,Callum Brittain,callum-brittain,C. Brittain,D,2,178.0,64,M,828620,EUR,889660800,D,2,2,False,103.0,98.0,3.0,3.0,43.0,43.0,55.0,64.0,7.0,,,,,90.0,128.0,7.2,13.0,1,4.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,
11373446,home,Blackburn Rovers,Sam Barnes,sam-barnes,S. Barnes,D,24,180.0,7,M,1007066,EUR,984182400,D,26,26,False,88.0,81.0,6.0,5.0,47.0,48.0,34.0,40.0,3.0,,,,,58.0,93.0,6.7,8.0,0,,1.0,2.0,4.0,1.0,,,,,1.0,,,,,,,3.0,1.0,1.0,,,,,,,,,,
11373446,home,Blackburn Rovers,Scott Wharton,scott-wharton,S. Wharton,D,16,182.0,40,M,845723,EUR,875836800,D,16,16,False,129.0,119.0,17.0,11.0,84.0,88.0,35.0,41.0,8.0,,,,,90.0,140.0,7.0,10.0,0,,1.0,4.0,7.0,,,,,,3.0,2.0,,,,,,4.0,4.0,1.0,True,2.0,3.0,,,,,,,
11373446,home,Blackburn Rovers,Jake Thomas Batty,jake-thomas-batty,J. T. Batty,M,26,176.0,21,M,1427091,EUR,1112659200,D,25,25,False,79.0,71.0,19.0,17.0,37.0,39.0,34.0,41.0,3.0,,,,,58.0,87.0,7.0,12.0,0,1.0,,,1.0,,,,,,,,3.0,,,,,1.0,1.0,,,,,,,,,,,
11373446,home,Blackburn Rovers,Jake Garrett,jake-garrett,J. Garrett,M,34,188.0,40,M,1014507,EUR,1047254400,M,30,30,False,55.0,48.0,2.0,2.0,15.0,18.0,33.0,38.0,4.0,,,,,90.0,74.0,7.6,14.0,3,1.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,,,1.0,4.0,,1.0,,,1.0,,2.0,,1.0,,1.0,1.0,1.0,,,,
11373446,home,Blackburn Rovers,Adam Wharton,adam-wharton,A. Wharton,M,20,182.0,5813,M,1109771,EUR,1076025600,M,23,23,False,79.0,69.0,6.0,5.0,28.0,29.0,41.0,50.0,1.0,,,,,88.0,88.0,7.0,14.0,0,,,2.0,3.0,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,1.0,,1.0,2.0,,,,,,,
11373446,home,Blackburn Rovers,John Buckley,john-buckley,J. Buckley,M,6,173.0,168,M,970441,EUR,939772800,M,21,21,False,77.0,70.0,2.0,,31.0,32.0,39.0,47.0,8.0,,,,,90.0,88.0,7.8,14.0,1,2.0,,5.0,1.0,2.0,1.0,,,,,,2.0,,2.0,,,1.0,1.0,,,,2.0,,1.0,1.0,1.0,,,
11373446,home,Blackburn Rovers,Ryan Hedges,ryan-hedges,R. Hedges,M,19,185.0,64,M,600620,EUR,805161600,F,19,19,False,76.0,66.0,2.0,1.0,22.0,25.0,45.0,58.0,5.0,,,,,90.0,97.0,8.8,20.0,2,7.0,,2.0,2.0,1.0,2.0,1.0,,1.0,1.0,,2.0,,4.0,,,,1.0,1.0,,,,,2.0,,2.0,1.0,2.0,
11373446,home,Blackburn Rovers,Niall Ennis,niall-ennis,N. Ennis,F,9,178.0,100,M,826138,EUR,927158400,F,14,14,False,6.0,6.0,,,,,6.0,7.0,1.0,,,,,70.0,14.0,7.5,4.0,3,1.0,1.0,3.0,1.0,,1.0,,,,,1.0,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,2.0,1.0,,,,
