match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_wasFouled,stat_fouls,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_shotValueNormalized,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_challengeLost,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_errorLeadToAGoal,stat_bigChanceCreated
14131878,home,FC Arouca,João Valido,joao-valido,J. Valido,G,1,185,54,M,973352,EUR,952041600,G,1,1,False,27.0,21.0,7.0,1.0,0.0,21.0,22.0,5.0,1.0,3.0,10.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,90.0,40.0,7.3,6.0,4.767e-05,0.4012,0,-0.8248,0.01,0.0,-0.2,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131878,home,FC Arouca,Alex Pinto,pinto-alex,A. Pinto,D,78,187,68,M,1034711,EUR,899856000,D,78,78,False,29.0,24.0,2.0,1.0,0.0,11.0,11.0,18.0,1.0,6.0,2.0,1.0,3.0,1.0,,,,,72.0,47.0,6.4,12.0,0.0275882,,0,,0.03,0.22,-0.33,,,,13.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
14131878,home,FC Arouca,Boris Popović,boris-popovic,B. Popović,D,5,189,112,M,902050,EUR,951523200,D,5,5,False,62.0,57.0,10.0,7.0,0.0,40.0,41.0,21.0,2.0,5.0,3.0,2.0,1.0,2.0,,,,,90.0,75.0,6.8,7.0,0.0138021,,1,,0.14,0.15,-0.39,,,,17.0,,1.0,4.0,,1.0,,4.0,,1.0,,1.0,1.0,1.0,0.0146,-0.15,,,,,,,,,,
14131878,home,FC Arouca,Jose Fontán,jose-fontan,J. Fontán,D,3,182,67,M,964609,EUR,950227200,D,3,3,False,83.0,73.0,8.0,3.0,0.0,52.0,58.0,25.0,5.0,9.0,7.0,,4.0,1.0,,,,,90.0,100.0,7.8,10.0,0.00885081,,2,,0.24,0.17,-0.48,,,,21.0,,,1.0,,,,8.0,,,,1.0,,1.0,0.1203,0.54,True,1.0,1.0,0.6151,,,,,,
14131878,home,FC Arouca,Amadou Dante,amadou-dante,A. Dante,D,44,179,1391,M,982610,EUR,970876800,D,44,44,False,34.0,32.0,1.0,1.0,0.0,18.0,18.0,16.0,1.0,4.0,5.0,3.0,,1.0,,,,,80.0,56.0,6.3,11.0,0.0141167,,0,,0.11,0.11,-0.39,,,,14.0,5.0,,2.0,1.0,,,1.0,2.0,,1.0,,2.0,1.0,,,,,,,,,,,,
14131878,home,FC Arouca,Pedro Santos,santos-pedro,P. S. Carvalho,M,89,183,49,M,1014259,EUR,971308800,M,89,89,False,40.0,35.0,7.0,2.0,0.0,18.0,18.0,22.0,,1.0,2.0,1.0,,,,,,,60.0,45.0,6.8,7.0,0.0341241,,1,,0.32,0.05,-0.15,,,,17.0,3.0,,3.0,,,,,1.0,,1.0,1.0,,,0.0151,-0.04,,,,,1.0,3.0,,,,
14131878,home,FC Arouca,Taichi Fukui,taichi-fukui,T. Fukui,M,21,177,1092,M,1105857,EUR,1089849600,M,21,21,False,55.0,48.0,4.0,1.0,0.0,30.0,32.0,23.0,,5.0,4.0,3.0,2.0,1.0,,,,,80.0,62.0,6.7,9.0,0.0122321,,0,,0.06,-0.33,-0.12,,,,18.0,,,3.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,
14131878,home,FC Arouca,Alfonso Trezza,alfonso-trezza,A. Trezza,M,19,166,267,M,973517,EUR,930009600,M,19,19,False,16.0,12.0,,,0.0,5.0,6.0,10.0,,,3.0,,,,,,,,90.0,26.0,7.0,10.0,0.00869556,,2,,-0.13,0.05,-0.23,,,,7.0,3.0,3.0,5.0,1.0,,,,,2.0,,,,,0.1068,0.51,,1.0,1.0,0.0977,,1.0,1.0,,,
14131878,home,FC Arouca,Hyun-ju Lee,hyun-ju-lee,H. Lee,M,14,172,709,M,1191120,EUR,1044576000,M,14,14,False,19.0,18.0,1.0,,1.0,8.0,8.0,11.0,1.0,6.0,2.0,1.0,4.0,1.0,,,,,90.0,32.0,6.5,4.0,0.0197181,,4,,-0.28,0.14,-0.16,,,,10.0,1.0,,1.0,,,,,,2.0,1.0,1.0,,,0.1953,-0.51,,2.0,,0.076,,,1.0,,,
14131878,home,FC Arouca,Naïs Djouahra,nais-djouahra,N. Djouahra,M,7,172,601,M,955133,EUR,943315200,M,7,7,False,23.0,19.0,,,0.0,8.0,9.0,14.0,2.0,5.0,4.0,3.0,,,,,,,90.0,39.0,7.6,12.0,0.0545503,,2,,-0.08,0.19,-0.22,,,,11.0,5.0,1.0,2.0,,,,,,3.0,1.0,,,1.0,0.0977,0.55,,2.0,1.0,0.25,1.0,1.0,,,,
