match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_challengeLost,stat_unsuccessfulTouch,stat_penaltyConceded,stat_dispossessed,stat_keyPass,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,captain,stat_totalCross,player_sofascoreId,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_penaltyWon,stat_expectedGoalsOnTarget,stat_totalOffside,stat_accurateCross,stat_bigChanceMissed,stat_bigChanceCreated
11392898,home,Toulouse,Guillaume Restes,Guillaume,Restes,guillaume-restes,G. Restes,G,1,188,2069,M,1154630,EUR,1110499200,G,50,50,False,22.0,11.0,16.0,5.0,0.0,8.0,9.0,3.0,13.0,1.0,1.0,8.0,1.0,2.0,1.0,2.0,1.0,90.0,29.0,6.9,11.0,0.000736482,0,0.14925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392898,home,Toulouse,Logan Costa,,,logan-costa,L. Costa,D,2,188,677,M,911853,EUR,986083200,D,6,6,False,28.0,21.0,6.0,2.0,0.0,17.0,21.0,4.0,7.0,3.0,,8.0,,,,,,90.0,37.0,7.1,7.0,0.00168977,0,,1.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
11392898,home,Toulouse,Rasmus Nicolaisen,,,rasmus-nicolaisen,R. Nicolaisen,D,2,190,261,M,798124,EUR,858470400,D,2,2,False,21.0,16.0,3.0,,0.0,13.0,14.0,3.0,7.0,3.0,4.0,4.0,,,,,,90.0,33.0,6.5,6.0,0.00254618,0,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11392898,home,Toulouse,Moussa Diarra,,,diarra-moussa,M. Diarra,D,93,183,821,M,985262,EUR,973814400,D,23,23,False,21.0,18.0,2.0,2.0,0.0,11.0,14.0,7.0,7.0,1.0,2.0,7.0,,,,,,90.0,30.0,6.8,4.0,0.0124053,0,,1.0,,2.0,,3.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
11392898,home,Toulouse,Mikkel Desler,,,mikkel-desler,M. Desler,D,3,187,109,M,226958,EUR,793152000,M,3,3,False,17.0,12.0,3.0,,0.0,7.0,9.0,5.0,8.0,1.0,,5.0,,,,,,89.0,35.0,6.8,9.0,0.0326497,2,,,,2.0,2.0,,,,,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,0.1128,,,,,,,,,,,,
11392898,home,Toulouse,Cristian Cásseres Jr.,,,cristian-casseres-jr,C. Cásseres Jr.,M,23,174,1378,M,878938,EUR,948326400,M,24,24,False,19.0,15.0,3.0,2.0,0.0,6.0,8.0,9.0,11.0,3.0,,3.0,1.0,,,,,71.0,28.0,6.7,5.0,0.015976,0,,,,5.0,,3.0,2.0,1.0,4.0,1.0,,,,,1.0,,,,,,,,,,,,,,,
11392898,home,Toulouse,Vincent Sierro,,,vincent-sierro,V. Sierro,M,14,184,461,M,794412,EUR,813110400,M,8,8,False,21.0,14.0,6.0,2.0,0.0,8.0,11.0,6.0,13.0,3.0,,3.0,1.0,,,,,90.0,32.0,6.3,13.0,0.00804549,1,,,1.0,3.0,,,1.0,,,3.0,3.0,,,,,,1.0,0.0614,True,3.0,,,,,,,,,,
11392898,home,Toulouse,Gabriel Suazo,,,gabriel-suazo,G. Suazo,M,12,178,3981,M,818986,EUR,871084800,M,17,17,False,22.0,18.0,2.0,1.0,0.0,10.0,13.0,8.0,9.0,5.0,5.0,2.0,2.0,,,,,90.0,45.0,6.5,9.0,0.0088254,0,,1.0,1.0,6.0,,1.0,2.0,,1.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,
11392898,home,Toulouse,Zakaria Aboukhlal,,,zakaria-aboukhlal,Z. Aboukhlal,F,7,179,8018,M,856737,EUR,950832000,F,7,7,False,11.0,7.0,1.0,,0.0,2.0,2.0,5.0,10.0,4.0,,3.0,3.0,,,,,89.0,28.0,7.5,13.0,0.0378789,2,,,,3.0,,,,,,1.0,5.0,,,2.0,3.0,1.0,,0.9615,,1.0,zakariaaboukhlal,1.0,1.0,1.0,1.0,0.96936,,,,
11392898,home,Toulouse,Frank Magri,Frank Magri,,frank-magri,F. Magri,F,9,178,1819,M,1169436,EUR,936403200,F,19,19,False,8.0,6.0,1.0,1.0,0.0,4.0,4.0,2.0,5.0,2.0,,5.0,1.0,,,,,57.0,15.0,6.5,7.0,0.00670219,1,,1.0,2.0,2.0,,,,,,,3.0,,,,1.0,,,0.0281,,1.0,,,1.0,,,,1.0,,,
