match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_expectedGoalsOnTarget,player_firstName,player_lastName,player_sofascoreId,stat_challengeLost,captain,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_lastManTackle
13981487,home,Atalanta,Ademola Lookman,ademola-lookman,A. Lookman,F,22,174,80703,M,824200,EUR,877305600,F,11,11,False,23.0,19.0,1.0,,0.0,5.0,5.0,14.0,18.0,3.0,4.0,1.0,,4.0,,,,82.0,41.0,6.8,12.0,0.206002,138.89370419247,19.0,3.675,12.075,,2,,0.39,0.28,0.17,,5.0,,,2.0,1.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,,0.6158,-0.62,2.0,1.0,,,1.0,0.1863,,,molalookman,,,1.0,,,
13981487,home,Atalanta,Giorgio Scalvini,giorgio-scalvini,G. Scalvini,D,42,194,3375,M,1012176,EUR,1071100800,D,42,42,True,22.0,21.0,1.0,,0.0,8.0,8.0,13.0,14.0,1.0,1.0,1.0,1.0,1.0,,,,23.0,26.0,7.1,2.0,0.13587,60.277497850105,8.0,50.82,21.63,,0,,0.37,0.07,0.15,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
13981487,home,Atalanta,Marten de Roon,marten-de-roon,M. de Roon,M,15,185,1856,M,100389,EUR,670204800,M,15,15,True,31.0,30.0,4.0,3.0,0.0,10.0,10.0,20.0,21.0,,,,,,,,,23.0,33.0,7.3,2.0,0.0527743,31.945748880369,7.0,22.785,5.46,,1,,0.25,0.04,0.14,,,,,,,,,,,,,,,,,0.118,0.28,,1.0,,,,0.3629,,,,,,,,,
13981487,home,Atalanta,Nikola Krstović,nikola-krstovic,N. Krstović,F,90,185,4445,M,839156,EUR,954892800,F,90,90,True,4.0,3.0,,,0.0,,,3.0,4.0,,,,,,,,,23.0,7.0,6.7,1.0,0.0207784,30.225459145007,4.0,11.76,11.34,,3,,-0.29,0.14,0.0,,,,,,,1.0,,1.0,,,,1.0,,,,0.1837,0.26,,2.0,1.0,1.0,,0.5498,,,,,,,,,
13981487,home,Atalanta,Daniel Maldini,daniel-maldini,D. Maldini,F,27,187,4629,M,970928,EUR,1002758400,F,70,70,True,5.0,2.0,1.0,1.0,0.0,,,2.0,5.0,,1.0,,,,,,,8.0,8.0,6.3,5.0,0.00079968,21.636855851751,3.0,-5.25,4.095,,0,,-0.13,0.04,0.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,dani.malda,,,,,,
13981487,home,Atalanta,Marco Sportiello,marco-sportiello,M. Sportiello,G,57,192,1322,M,176301,EUR,705456000,G,57,57,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981487,home,Atalanta,Francesco Rossi,francesco-rossi,F. Rossi,G,31,193,299,M,80074,EUR,672710400,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981487,home,Atalanta,Relja Obrić,relja-obric,R. Obrić,D,19,194,175,M,1432414,EUR,1144713600,D,40,40,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relja Obric,,,,,,,,
13981487,home,Atalanta,Lazar Samardžić,lazar-samardzic,L. Samardžić,M,10,183,4807,M,980624,EUR,1014508800,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lakisamar10,,,,,,
13981487,home,Atalanta,Marco Brescianini,marco-brescianini,M. Brescianini,M,4,188,1111,M,928800,EUR,948326400,M,44,44,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981487,home,Atalanta,Yunus Musah,yunus-musah,Y. Musah,M,6,178,4211,M,983815,EUR,1038528000,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yunusmusah8,,,,,,
13981487,home,Atalanta,Nicola Zalewski,nicola-zalewski,N. Zalewski,M,59,175,16244,M,984184,EUR,1011744000,M,59,59,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nico_zale,,,,,,
13981487,home,Atalanta,Gianluca Scamacca,gianluca-scamacca,G. Scamacca,F,9,195,6692,M,807301,EUR,915148800,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scamacca,,,,,,
13981487,away,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194,1818,M,308182,EUR,763862400,G,94,94,False,34.0,24.0,21.0,11.0,0.0,21.0,25.0,3.0,9.0,,,,,6.0,6.0,,,90.0,46.0,9.4,10.0,0.00060225,68.289296465749,14.0,-35.91,3.57,1.1976,0,1.3534,0.1,0.0,0.22,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,
13981487,away,Lazio,Adam Marušić,adam-marusic,A. Marušić,D,77,185,1131,M,267619,EUR,719280000,D,77,77,False,36.0,31.0,2.0,1.0,0.0,16.0,19.0,15.0,17.0,3.0,1.0,,2.0,,,,,86.0,51.0,6.8,8.0,0.00575857,24.558696949861,4.0,-8.925,5.775,,0,,0.04,-0.06,0.15,,,1.0,,2.0,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
13981487,away,Lazio,Mario Gila Fuentes,mario-gila-fuentes,M. Gila,D,34,183,1766,M,965828,EUR,967507200,D,34,34,False,53.0,45.0,11.0,7.0,0.0,28.0,29.0,17.0,24.0,8.0,,,8.0,8.0,,,,90.0,74.0,8.7,9.0,0.099464,155.49185152194,21.0,-18.9,10.08,,0,,0.25,0.08,1.0,,1.0,1.0,,6.0,6.0,,2.0,2.0,,4.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0
13981487,away,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185,1922,M,227864,EUR,789868800,D,13,13,False,39.0,38.0,1.0,,0.0,31.0,31.0,7.0,8.0,2.0,,,4.0,,,,,90.0,49.0,7.2,1.0,0.00231995,49.106041023068,7.0,-1.05,3.675,,0,,0.08,0.01,0.42,,,,1.0,2.0,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,
13981487,away,Lazio,Nuno Tavares,nuno-tavares,N. Tavares,D,17,185,4853,M,944973,EUR,948844800,D,17,17,False,55.0,53.0,5.0,3.0,0.0,24.0,24.0,29.0,31.0,3.0,2.0,2.0,1.0,3.0,,,,86.0,72.0,7.3,6.0,0.0203954,350.3659590487,23.0,-276.255,14.07,,1,,0.13,0.27,0.22,,,,1.0,,,,,3.0,1.0,1.0,3.0,1.0,,1.0,1.0,0.0526,0.0,,,,,,,,,nuno_tavares71,1.0,,,,,
13981487,away,Lazio,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185,7016,M,852404,EUR,924048000,M,8,8,False,46.0,42.0,4.0,3.0,0.0,22.0,24.0,20.0,22.0,2.0,1.0,,1.0,2.0,,,,90.0,57.0,6.6,5.0,0.0176179,95.569817270742,14.0,-14.91,8.295,,1,,-0.05,0.0,0.0,,,,,2.0,1.0,,1.0,3.0,,2.0,,,,1.0,,0.1172,-0.25,,,,,,,,,MatteoGuendouzi,1.0,,,,,
13981487,away,Lazio,Danilo Cataldi,danilo-cataldi,D. Cataldi,M,32,180,952,M,317301,EUR,776131200,M,32,32,False,42.0,31.0,2.0,,0.0,19.0,23.0,12.0,19.0,2.0,,,1.0,1.0,,,,90.0,50.0,6.6,14.0,0.0189251,54.216273068124,8.0,7.245,5.46,,0,,0.01,0.0,0.15,,1.0,,,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
13981487,away,Lazio,Toma Bašić,toma-basic,T. Bašić,M,26,189,1423,M,798002,EUR,848880000,M,26,26,False,35.0,33.0,,,0.0,20.0,21.0,13.0,14.0,3.0,,,1.0,3.0,,,,75.0,43.0,7.2,3.0,0.020018,42.883695639235,7.0,-0.83999999999997,4.305,,1,,-0.04,-0.03,0.46,,1.0,,1.0,3.0,3.0,,,,,,,,,,,0.048,0.01,,1.0,,,,0.1276,,,,,,,,,
13981487,away,Lazio,Matteo Cancellieri,matteo-cancellieri,M. Cancellieri,F,22,185,1422,M,1017649,EUR,1013472000,F,22,22,False,6.0,4.0,1.0,,0.0,2.0,2.0,2.0,4.0,,,,,1.0,,,,22.0,10.0,6.3,5.0,0.00033157,6.2779902038789,1.0,-0.52500000000001,-0.52500000000001,,0,,-0.06,0.0,0.0,,,,,,,,1.0,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,
13981487,away,Lazio,Boulaye Dia,dia-boulaye,B. Dia,F,19,180,11046,M,960080,EUR,848102400,F,19,19,False,33.0,28.0,1.0,,0.0,10.0,11.0,18.0,22.0,3.0,1.0,,1.0,4.0,,,,90.0,44.0,6.2,9.0,0.0168036,87.22791594544,10.0,-6.51,6.615,,0,,-0.31,-0.56,-0.07,,,,,3.0,2.0,,,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,boulaye_dia,2.0,,,,,
13981487,away,Lazio,Mattia Zaccagni,mattia-zaccagni,M. Zaccagni,M,10,176,4751,M,293581,EUR,803260800,F,10,10,False,34.0,29.0,2.0,1.0,0.0,13.0,15.0,16.0,19.0,5.0,2.0,,1.0,2.0,,,,76.0,53.0,6.8,13.0,0.0405612,134.23794458278,15.0,-64.155,5.04,,0,,0.08,0.25,0.18,,1.0,,,2.0,,1.0,,5.0,3.0,,2.0,,,,3.0,,,1.0,,,,,,,,,,True,,,,
13981487,away,Lazio,Gustav Isaksen,gustav-isaksen,G. Isaksen,M,18,181,3333,M,976381,EUR,987638400,F,18,18,True,20.0,18.0,1.0,,0.0,6.0,7.0,12.0,13.0,5.0,2.0,,1.0,5.0,,,,68.0,35.0,6.6,8.0,0.0063564,113.037138041,12.0,-26.355,8.4,,0,,-0.1,0.04,-0.02,,1.0,,,2.0,,,1.0,6.0,,1.0,2.0,2.0,,,3.0,,,,,,,,,,,,1.0,,,,,
13981487,away,Lazio,Matías Vecino,matias-vecino,M. Vecino,M,15,187,1431,M,158615,EUR,682992000,M,5,5,True,8.0,8.0,,,0.0,4.0,4.0,4.0,4.0,2.0,,,,,,,,15.0,13.0,6.8,2.0,0.00180693,38.181200785303,4.0,-15.855,-0.52500000000001,,1,,0.03,0.05,0.13,,,1.0,,1.0,,,,,,,2.0,,,,,0.0308,-0.07,,,1.0,,,,,,,,,,,,
13981487,away,Lazio,Pedro,pedro,Pedro,F,9,167,5026,M,35428,EUR,554428800,F,9,9,True,4.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,,,1.0,,,,,14.0,9.0,6.6,2.0,0.00907071,66.473056153096,4.0,-42.42,7.35,,0,,-0.2,0.19,0.14,,1.0,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,Pedro,,,,,,
13981487,away,Lazio,Manuel Lazzari,manuel-lazzari,M. Lazzari,D,29,173,753,M,273405,EUR,754531200,M,29,29,True,2.0,2.0,,,0.0,2.0,2.0,,,1.0,,,,1.0,,,,8.0,3.0,6.6,,1.423e-05,18.690815819541,1.0,-15.75,-15.75,,0,,-0.01,0.02,-0.01,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981487,away,Lazio,Oliver Provstgaard,oliver-provstgaard,O. Provstgaard,D,25,194,596,M,1160559,EUR,1054684800,D,25,25,True,1.0,,1.0,,0.0,,,,1.0,,,,,,,,,8.0,2.0,6.6,2.0,,,,,,,0,,-0.01,,-0.04,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,Oliver Provstgaard,,,1.0,,,,,
13981487,away,Lazio,Christos Mandas,christos-mandas,C. Mandas,G,35,189,1760,M,913762,EUR,1000684800,G,35,35,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981487,away,Lazio,Alessio Furlanetto,alessio-furlanetto,A. Furlanetto,G,55,191,176,M,984095,EUR,1013040000,G,55,55,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981487,away,Lazio,Elseid Hysaj,elseid-hysaj,E. Hysaj,D,23,182,1316,M,136322,EUR,760147200,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981487,away,Lazio,Patric,patric,Patric,D,4,184,495,M,217784,EUR,735004800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981487,away,Lazio,Reda Belahyane,reda-belahyane,R. Belahyane,M,21,173,4290,M,1389689,EUR,1086048000,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reda Belahyane,,reda.belahyane,,,,,,
13981487,away,Lazio,Tijjani Noslin,tijjani-noslin,T. Noslin,F,14,177,1223,M,1069244,EUR,931305600,F,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
