match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoalsOnTarget,stat_lastManTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,captain,player_sofascoreId,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_totalOffside,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_goodHighClaim,stat_punches,stat_ownGoals,stat_goals
14083092,home,Sevilla,Ørjan Nyland,,,orjan-nyland,Ø. Nyland,G,13,192.0,1050,M,22209,EUR,652924800,G,13,13,False,29.0,22.0,12.0,5.0,0.0,20.0,22.0,2.0,7.0,2.0,8.0,2.0,4.0,1.0,1.0,90.0,38.0,5.9,7.0,0.00032995,0.2258,0,-1.0996,0.05,-0.08,-0.13,-0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083092,home,Sevilla,Juanlu Sánchez,,,juanlu-sanchez,J. Sánchez,M,16,186.0,1123,M,1010655,EUR,1060905600,D,16,16,False,35.0,31.0,2.0,2.0,0.0,13.0,14.0,18.0,21.0,,2.0,,,,,85.0,62.0,7.1,9.0,0.0809688,,1,,0.26,0.09,-0.29,,4.0,1.0,8.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,0.0331,1.0,-0.17,,,,,,,,,,,,,,,,,,,,,,,
14083092,home,Sevilla,Andres Castrin,,,andres-castrin,A. Castrin,D,32,188.0,184,M,1428699,EUR,1053907200,D,32,32,False,88.0,77.0,8.0,3.0,0.0,44.0,46.0,33.0,42.0,5.0,6.0,,,,,90.0,105.0,7.0,11.0,0.0526969,,3,,0.27,0.32,-0.24,,,6.0,11.0,,,2.0,2.0,2.0,4.0,,0.1077,1.0,-0.53,4.0,5.0,2.0,1.0,1.0,1.0,0.0508,,,,,,,,,,,,,,,,
14083092,home,Sevilla,Kike Salas,,,kike-salas,K. Salas,D,4,186.0,890,M,1097719,EUR,1019433600,D,4,4,False,100.0,81.0,12.0,4.0,0.0,42.0,47.0,39.0,53.0,8.0,6.0,,,,,90.0,124.0,7.6,23.0,0.0993506,,0,,0.28,0.27,0.29,,2.0,3.0,13.0,1.0,,,4.0,3.0,3.0,,,,,2.0,7.0,,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,
14083092,home,Sevilla,José Ángel Carmona,,,jose-angel-carmona,J. Á. Carmona,D,2,183.0,1021,M,1015240,EUR,1012262400,D,2,2,False,46.0,42.0,2.0,1.0,0.0,26.0,27.0,16.0,19.0,2.0,6.0,,,,,90.0,76.0,6.5,9.0,0.00923358,,0,,-0.16,0.09,-0.37,,1.0,7.0,12.0,1.0,,,2.0,1.0,6.0,2.0,,,,2.0,4.0,2.0,,,,,,,2.0,,,,,,,,,,,,,
14083092,home,Sevilla,Nemanja Gudelj,,,nemanja-gudelj,N. Gudelj,M,6,187.0,1647,M,68332,EUR,690249600,M,6,6,False,66.0,60.0,9.0,7.0,0.0,27.0,30.0,33.0,36.0,1.0,4.0,,,,,90.0,78.0,6.9,8.0,0.0156032,,1,,0.05,0.18,-0.14,,,2.0,3.0,,,,1.0,1.0,2.0,1.0,0.0508,,-0.08,,,1.0,1.0,,,0.0225,,,1.0,True,,,,,,,,,,,,
14083092,home,Sevilla,Lucien Agoumé,,,lucien-agoume,L. Agoumé,M,18,185.0,2096,M,960006,EUR,1013212800,M,18,18,False,51.0,41.0,4.0,,0.0,17.0,21.0,24.0,30.0,2.0,3.0,,,,,90.0,64.0,7.1,14.0,0.0655433,,0,,0.26,0.12,-0.1,,1.0,5.0,10.0,2.0,,,5.0,4.0,,1.0,,1.0,,1.0,5.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,
14083092,home,Sevilla,Dodi Lukebakio,,,dodi-lukebakio,D. Lukebakio,M,11,187.0,4874,M,823631,EUR,875059200,M,10,10,False,37.0,33.0,4.0,4.0,0.0,7.0,8.0,26.0,29.0,,1.0,,,,,90.0,59.0,6.8,17.0,0.619897,,0,,0.44,0.4,-0.18,,7.0,5.0,3.0,3.0,1.0,,,,2.0,1.0,,7.0,,,,1.0,,,,,,,7.0,,DLukebakio,4.0,1.0,1.0,,,,,,,,
14083092,home,Sevilla,Ruben Vargas,,,ruben-vargas,R. Vargas,M,11,179.0,2690,M,872919,EUR,902275200,M,11,11,False,16.0,12.0,1.0,,0.0,3.0,5.0,9.0,11.0,,2.0,,,,,57.0,26.0,6.3,12.0,0.0136867,,0,,0.04,-0.01,-0.17,,4.0,2.0,3.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,2.0,,,,1.0,,1.0,,,,,,,
14083092,home,Sevilla,Chidera Ejuke,,,chidera-ejuke,C. Ejuke,M,21,176.0,3125,M,875890,EUR,883699200,M,21,21,False,28.0,24.0,3.0,3.0,0.0,9.0,11.0,15.0,17.0,,5.0,,,,,67.0,48.0,6.9,11.0,0.062891,,1,,0.13,0.17,-0.1,,1.0,5.0,5.0,4.0,2.0,,2.0,1.0,1.0,1.0,0.0155,,0.0,,,,,,1.0,,,,3.0,,,1.0,2.0,,,1.0,,,,,,
