match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_challengeLost,stat_totalClearance,stat_wasFouled,stat_fouls,captain,stat_totalCross,stat_dispossessed,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_goalAssist,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_goals,player_sofascoreId,stat_totalOffside,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
10411751,home,Salernitana,Luigi Sepe,luigi-sepe,L. Sepe,G,185.0,170,M,46714,EUR,673660800,G,33,33,False,37.0,22.0,21.0,6.0,20.0,22.0,2.0,15.0,11.0,1.0,6.0,6.0,90.0,49.0,8.3,15.0,0.0,0.0,0.00018161,0,0.4219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411751,home,Salernitana,Dylan Bronn,dylan-bronn,D. Bronn,D,186.0,1740,M,845271,EUR,803520000,D,2,2,False,38.0,33.0,3.0,1.0,24.0,25.0,9.0,13.0,6.0,,,,90.0,45.0,7.1,5.0,0.0,0.0,0.00404152,0,,25,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411751,home,Salernitana,Norbert Gyömbér,norbert-gyomber,N. Gyömbér,D,189.0,301,M,224456,EUR,710121600,D,23,23,False,37.0,32.0,7.0,4.0,23.0,25.0,9.0,12.0,3.0,,,,82.0,45.0,7.0,5.0,0.0,0.0,0.00656211,0,,23,3.0,1.0,6.0,2.0,3.0,,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
10411751,home,Salernitana,Federico Fazio,federico-fazio,F. Fazio,D,195.0,373,M,27569,EUR,542937600,D,17,17,False,55.0,49.0,3.0,2.0,33.0,36.0,16.0,20.0,10.0,,,,90.0,64.0,7.1,9.0,0.1292,0.0,0.00532064,1,,,,3.0,2.0,4.0,,,1.0,3.0,,,True,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10411751,home,Salernitana,Antonio Candreva,antonio-candreva,A. Candreva,F,180.0,936,M,27982,EUR,541468800,M,87,87,False,24.0,17.0,5.0,1.0,7.0,8.0,11.0,25.0,4.0,,,,78.0,44.0,6.9,16.0,0.0239,0.0168,0.0281133,1,,87,,,1.0,1.0,,1.0,,,1.0,,,9.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10411751,home,Salernitana,Giulio Maggiore,giulio-maggiore,G. Maggiore,M,184.0,222,M,848185,EUR,889660800,M,25,25,False,49.0,38.0,7.0,4.0,19.0,24.0,19.0,25.0,8.0,,,,90.0,60.0,6.5,13.0,0.0,0.0,0.0137942,0,,18,3.0,1.0,9.0,3.0,,2.0,,,2.0,5.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
10411751,home,Salernitana,Lassana Coulibaly,coulibaly-lassana,L. Coulibaly,M,183.0,2761,M,804621,EUR,829094400,M,18,18,False,32.0,29.0,2.0,1.0,10.0,11.0,19.0,21.0,6.0,,,,90.0,48.0,7.6,9.0,0.0,0.0,0.455149,0,,29,2.0,,9.0,7.0,1.0,,1.0,,,2.0,,,,,4.0,3.0,,,,2.0,,,1.0,7.0,3.0,1.0,1.0,,,,,,,,
10411751,home,Salernitana,Tonny Vilhena,tonny-vilhena,T. Vilhena,M,175.0,505,M,149659,EUR,789091200,M,10,10,False,39.0,31.0,3.0,1.0,17.0,21.0,16.0,23.0,6.0,,,,90.0,62.0,7.9,16.0,0.4876,0.8352,0.133314,2,,52,,,7.0,5.0,,1.0,1.0,1.0,2.0,2.0,,5.0,1.0,,3.0,2.0,2.0,2.0,,,,,,3.0,,,3.0,1.0,,,,,,,
10411751,home,Salernitana,Pasquale Mazzocchi,pasquale-mazzocchi,P. Mazzocchi,M,183.0,1368,M,377512,EUR,806803200,M,30,30,False,10.0,7.0,1.0,1.0,3.0,3.0,4.0,8.0,2.0,,,,45.0,25.0,5.9,10.0,0.0,0.0,0.00752222,0,,30,,,8.0,3.0,,1.0,,1.0,1.0,2.0,,1.0,3.0,,1.0,,,,,,,,,4.0,1.0,,,,,,,,,,
10411751,home,Salernitana,Boulaye Dia,dia-boulaye,B. Dia,F,180.0,11046,M,960080,EUR,848102400,F,29,29,False,18.0,12.0,1.0,,2.0,2.0,11.0,17.0,1.0,,,,78.0,28.0,8.3,11.0,0.6906,0.8938,0.182457,2,,19,2.0,2.0,5.0,2.0,,,,1.0,,1.0,,1.0,2.0,1.0,,,1.0,1.0,,1.0,,,2.0,,,,2.0,1.0,boulaye_dia,1.0,,,,,
10411751,home,Salernitana,Federico Bonazzoli,federico-bonazzoli,F. Bonazzoli,F,182.0,985,M,284363,EUR,864172800,F,9,9,False,15.0,12.0,1.0,1.0,4.0,4.0,8.0,11.0,,,,,65.0,26.0,7.5,5.0,0.1682,0.1453,0.0238396,2,,90,1.0,,5.0,1.0,,3.0,2.0,,,1.0,,,,,,,,1.0,,1.0,,,,2.0,1.0,,,1.0,,,1.0,,,,
10411751,home,Salernitana,Grigoris Kastanos,grigoris-kastanos,G. Kastanos,M,179.0,526,M,791566,EUR,886118400,M,20,20,True,13.0,10.0,1.0,1.0,4.0,5.0,7.0,10.0,4.0,,,,45.0,26.0,6.9,6.0,0.0,0.0,0.0660108,0,,28,,,4.0,7.0,,,1.0,,5.0,1.0,,2.0,,,2.0,1.0,1.0,,,,,,,2.0,,,1.0,,,,,,,,
10411751,home,Salernitana,Erik Botheim,erik-botheim,E. Botheim,F,187.0,1101,M,844292,EUR,947462400,F,11,11,True,2.0,2.0,,,,,2.0,2.0,1.0,,,,25.0,7.0,7.2,2.0,0.2369,0.7355,0.00015233,1,,20,,,2.0,2.0,,,,,1.0,2.0,,,,,1.0,,,1.0,,2.0,,,,,,,,1.0,,,,,,,
10411751,home,Salernitana,Junior Sambia,junior-sambia,J. Sambia,M,185.0,154,M,603738,EUR,842054400,M,6,6,True,6.0,4.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,,,,12.0,9.0,6.2,4.0,0.0,0.0,0.00558422,0,,,1.0,,2.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,
