match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_expectedGoals,stat_goalAssist,stat_totalCross,stat_bigChanceCreated,stat_keyPass,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,captain,stat_accurateCross,stat_shotOffTarget,stat_goals,player_sofascoreId,stat_errorLeadToAShot,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAGoal
11391342,home,Toulouse,Guillaume Restes,Guillaume,Restes,guillaume-restes,G. Restes,G,1,188,2069,M,1154630,EUR,1110499200,G,50,50,False,22.0,12.0,10.0,1.0,11.0,15.0,1.0,7.0,3.0,6.0,1.0,1.0,2.0,5.0,90.0,32.0,7.5,10.0,0.00029872,0,1.9087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391342,home,Toulouse,Kévin Keben Biakolo,,,kevin-keben-biakolo,K. K. Biakolo,D,4,187,208,M,1102504,EUR,1075075200,D,25,25,False,35.0,26.0,2.0,1.0,11.0,15.0,15.0,20.0,,6.0,,,,,61.0,45.0,6.5,12.0,0.0088922,0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391342,home,Toulouse,Logan Costa,,,logan-costa,L. Costa,D,2,188,677,M,911853,EUR,986083200,D,6,6,False,64.0,57.0,10.0,4.0,30.0,32.0,27.0,32.0,8.0,3.0,,,,,90.0,81.0,7.0,8.0,0.0161541,0,,5.0,1.0,2.0,3.0,2.0,6.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11391342,home,Toulouse,Rasmus Nicolaisen,,,rasmus-nicolaisen,R. Nicolaisen,D,2,190,261,M,798124,EUR,858470400,D,2,2,False,58.0,50.0,8.0,3.0,32.0,34.0,18.0,24.0,1.0,7.0,,,,,90.0,71.0,6.9,9.0,0.00762036,2,,6.0,,4.0,1.0,3.0,7.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.1403,,,,,,,,,,,,,,,,
11391342,home,Toulouse,Warren Kamanzi,,,warren-kamanzi,W. Kamanzi,M,12,177,196,M,1048366,EUR,973900800,M,12,12,False,31.0,26.0,2.0,,10.0,13.0,16.0,20.0,1.0,2.0,,,,,90.0,42.0,7.2,9.0,0.531184,0,,2.0,2.0,,2.0,,1.0,1.0,1.0,,,,,,,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,
11391342,home,Toulouse,Stijn Spierings,,,spierings-stijn,S. Spierings,M,6,189,224,M,788977,EUR,826588800,M,4,4,False,52.0,44.0,7.0,4.0,14.0,17.0,30.0,35.0,1.0,10.0,,,,,90.0,70.0,7.6,10.0,0.0500562,2,,4.0,2.0,4.0,,3.0,9.0,1.0,5.0,3.0,1.0,,,,,1.0,0.1253,,,,2.0,1.0,1.0,0.1175,,,,,,,,,
11391342,home,Toulouse,Vincent Sierro,,,vincent-sierro,V. Sierro,M,14,184,461,M,794412,EUR,813110400,M,8,8,False,50.0,42.0,8.0,4.0,12.0,14.0,33.0,46.0,3.0,7.0,,,,,90.0,81.0,6.9,21.0,0.163909,2,,8.0,2.0,2.0,,,3.0,2.0,2.0,1.0,,2.0,1.0,4.0,1.0,1.0,0.1873,,10.0,,1.0,,,,True,3.0,1.0,,,,,,
11391342,home,Toulouse,Christian Mawissa,,,christian-mawissa,C. Mawissa,D,13,184,895,M,1407848,EUR,1113782400,M,13,13,False,31.0,24.0,6.0,1.0,17.0,18.0,7.0,14.0,2.0,5.0,,,,,90.0,46.0,6.4,12.0,0.00476082,0,,4.0,2.0,,,1.0,3.0,,1.0,1.0,1.0,3.0,,1.0,,,,,1.0,,,,,,,,,,,,,,
11391342,home,Toulouse,Aron Dønnum,,,aron-donnum,A. Dønnum,M,15,179,643,M,863133,EUR,893030400,F,15,15,False,27.0,22.0,3.0,1.0,8.0,8.0,15.0,21.0,,3.0,,,,,89.0,46.0,7.2,10.0,0.13621,2,,4.0,2.0,1.0,,,5.0,,2.0,1.0,1.0,1.0,,4.0,2.0,,0.1108,,2.0,,2.0,1.0,,0.0255,,1.0,1.0,,,,,,
11391342,home,Toulouse,Yann Gboho,,,yann-gboho,Y. Gboho,F,10,173,957,M,911851,EUR,979430400,F,37,37,False,16.0,14.0,,,4.0,4.0,10.0,13.0,,4.0,,,,,89.0,43.0,7.7,14.0,0.0421948,4,,5.0,5.0,,,,3.0,1.0,,,1.0,,1.0,6.0,2.0,,0.3233,,1.0,,1.0,3.0,,0.6778,,,1.0,1.0,,,,,
