match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_expectedGoals,stat_keyPass,captain,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_goals,player_sofascoreId,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_lastManTackle
12421080,home,FCV Dender,Michael Verrips,,,michael-verrips,M. Verrips,G,34,195,102,M,583506,EUR,849571200,G,34,34,False,25.0,10.0,23.0,8.0,0.0,3.0,7.0,7.0,18.0,1.0,6.0,3.0,4.0,90.0,34.0,7.0,15.0,0.00240382,0,0.2939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421080,home,FCV Dender,Gilles Ruyssen,,,gilles-ruyssen,G. Ruyssen,D,22,186,38,M,329415,EUR,771897600,D,22,22,False,40.0,30.0,8.0,2.0,0.0,19.0,21.0,11.0,19.0,4.0,5.0,,,90.0,50.0,6.4,10.0,0.00735335,0,,4.0,7.0,3.0,1.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421080,home,FCV Dender,Kobe Cools,,,kobe-cools,K. Cools,D,21,192,41,M,793987,EUR,869788800,D,21,21,False,33.0,28.0,6.0,3.0,0.0,17.0,18.0,11.0,15.0,5.0,3.0,,,90.0,45.0,7.1,5.0,0.00873531,0,,2.0,3.0,2.0,,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12421080,home,FCV Dender,Bryan Goncalves,,,bryan-goncalves,B. Goncalves,D,7,190,42,M,775019,EUR,837734400,D,4,4,False,53.0,38.0,18.0,9.0,0.0,16.0,18.0,22.0,35.0,2.0,5.0,,,90.0,60.0,6.5,16.0,0.0217971,0,,,4.0,1.0,2.0,1.0,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12421080,home,FCV Dender,Karol Fila,,,karol-fila,K. Fila,D,4,183,357,M,871041,EUR,897696000,M,5,5,False,28.0,26.0,1.0,,0.0,14.0,14.0,13.0,15.0,,2.0,,,81.0,48.0,6.7,6.0,0.112177,1,,1.0,8.0,6.0,3.0,2.0,4.0,1.0,3.0,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.417,1.0,,,,,,,,,,,,,,,
12421080,home,FCV Dender,Lennard Hens,Lennard Hens,,lennard-hens,L. Hens,M,10,183,58,M,1502941,EUR,823737600,M,10,10,False,35.0,27.0,7.0,3.0,0.0,7.0,8.0,22.0,36.0,1.0,5.0,,,71.0,59.0,7.0,18.0,0.194932,2,,,7.0,7.0,4.0,,3.0,3.0,,,2.0,,9.0,2.0,1.0,2.0,,1.0,,0.0589,2.0,True,1.0,1.0,,,,,,,,,,,,
12421080,home,FCV Dender,Nathan Rodes,,,rodes-nathan,N. Rodes,M,18,191,34,M,882003,EUR,881798400,M,18,18,False,38.0,34.0,6.0,4.0,0.0,15.0,16.0,19.0,24.0,1.0,4.0,,,90.0,56.0,7.1,9.0,0.163783,1,,,4.0,2.0,2.0,1.0,,,,1.0,,,2.0,,2.0,1.0,,,,0.046,1.0,,1.0,1.0,1.0,,,,,,,,,,,
12421080,home,FCV Dender,Roman Kvet,,,roman-kvet,R. Kvet,M,16,187,92,M,858926,EUR,882316800,M,16,16,False,29.0,26.0,1.0,1.0,0.0,11.0,12.0,16.0,19.0,,8.0,,,59.0,45.0,6.6,9.0,0.0397922,2,,1.0,5.0,5.0,1.0,2.0,3.0,,,,,2.0,2.0,1.0,,4.0,,,,0.1089,,,1.0,2.0,,2.0,,,,,,,,,,
12421080,home,FCV Dender,Fabio Ferraro,Fabio Ferraro,,fabio-ferraro,F. Ferraro,M,88,180,86,M,1145225,EUR,1031011200,M,88,88,False,27.0,24.0,1.0,,0.0,10.0,10.0,14.0,22.0,4.0,5.0,,,81.0,57.0,6.9,14.0,0.0132437,1,,1.0,4.0,6.0,2.0,,3.0,,,,2.0,4.0,5.0,,,4.0,,,,0.0254,,,,1.0,,3.0,,,,,,,,,,
12421080,home,FCV Dender,Bruny Nsimba,,,nsimba-bruny,B. Nsimba,F,77,181,280,M,1047536,EUR,954892800,F,77,77,False,17.0,13.0,1.0,1.0,1.0,4.0,4.0,9.0,14.0,,2.0,,,90.0,33.0,7.4,11.0,0.0593108,3,,1.0,4.0,6.0,,,1.0,1.0,1.0,,1.0,4.0,1.0,,3.0,2.0,,1.0,,0.6233,1.0,,1.0,,,1.0,2.0,0.2463,,,,,,,,
12421080,home,FCV Dender,Aurélien Scheidler,,,aurelien-scheidler,A. Scheidler,F,21,192,170,M,915567,EUR,896918400,F,11,11,False,25.0,16.0,1.0,,0.0,4.0,5.0,12.0,20.0,1.0,1.0,,,59.0,44.0,8.1,14.0,0.0620208,5,,5.0,7.0,12.0,,,3.0,2.0,,,1.0,3.0,,,7.0,1.0,1.0,1.0,,0.2511,1.0,,1.0,2.0,,,2.0,0.9246,1.0,1.0,,,,,,
12421080,home,FCV Dender,Ragnar Oratmangoen,,,ragnar-oratmangoen,R. Oratmangoen,M,11,181,5722,M,899651,EUR,885340800,F,26,26,True,11.0,9.0,,,0.0,6.0,8.0,3.0,3.0,3.0,2.0,,,31.0,21.0,6.8,6.0,0.00356095,1,,,2.0,2.0,1.0,,1.0,,,,1.0,3.0,,,1.0,,,,,0.0896,,,1.0,,,,1.0,0.0637,,,0ratmangoen,,,,,
12421080,home,FCV Dender,Mohamed Berte,Mohamed Berte,,mohamed-berte,M. Berte,F,90,175,98,M,1122525,EUR,1017014400,F,90,90,True,8.0,6.0,,,0.0,3.0,3.0,3.0,5.0,,1.0,,,31.0,16.0,6.4,7.0,0.0385444,0,,,6.0,3.0,2.0,,,1.0,,,,1.0,,,2.0,1.0,,,,,1.0,,3.0,,,,,,,,,,,,,
12421080,home,FCV Dender,Malcolm Viltard,,,viltard-malcolm,M. Viltard,M,24,176,69,M,1092285,EUR,1035417600,M,24,24,True,5.0,4.0,1.0,,0.0,,,4.0,5.0,1.0,2.0,,,19.0,12.0,6.8,1.0,0.0176044,0,,,1.0,2.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12421080,home,FCV Dender,Dembo Sylla,Dembo Sylla,,dembo-sylla,D. Sylla,M,22,175,1057,M,1397569,EUR,1036886400,D,53,53,True,2.0,2.0,,,0.0,,,2.0,2.0,1.0,,,,9.0,8.0,6.9,,0.00208791,0,,,2.0,3.0,1.0,,3.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
12421080,home,FCV Dender,Jasper Van Oudenhove,,,jasper-van-oudenhove,J. Oudenhove,M,5,178,23,M,1137081,EUR,910051200,M,8,8,True,3.0,3.0,,,0.0,1.0,1.0,2.0,3.0,1.0,,,,9.0,7.0,6.5,1.0,0.00164105,0,,,1.0,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12421080,home,FCV Dender,Julien Devriendt,,,julien-devriendt,J. Devriendt,G,16,189,17,M,857141,EUR,911952000,G,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421080,home,FCV Dender,Kéres Masangu,,,keres-masangu,K. Masangu,M,6,185,37,M,867253,EUR,952387200,M,6,6,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421080,home,FCV Dender,Ali Akman,Ali,Akman,akman-ali,A. Akman,F,9,174,408,M,958227,EUR,1019088000,F,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421080,home,FCV Dender,Jordy Soladio,,,jordy-soladio,J. Soladio,F,98,185,40,M,1384571,EUR,887241600,M,98,98,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421080,away,RSC Anderlecht,Colin Coosemans,,,colin-coosemans,C. Coosemans,G,26,185,265,M,122399,EUR,712800000,G,26,26,False,30.0,26.0,16.0,13.0,0.0,19.0,22.0,7.0,8.0,4.0,9.0,3.0,3.0,90.0,45.0,7.5,5.0,0.010272,0,0.2346,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,3.0,3.0,,
12421080,away,RSC Anderlecht,Killian Sardella,,,killian-sardella,K. Sardella,D,54,177,482,M,909964,EUR,1020297600,D,54,54,False,67.0,55.0,8.0,2.0,0.0,21.0,23.0,36.0,50.0,3.0,5.0,,,90.0,96.0,7.3,24.0,0.212493,2,,2.0,7.0,5.0,1.0,,1.0,1.0,,,1.0,2.0,6.0,2.0,1.0,4.0,,1.0,,0.1489,3.0,,2.0,,1.0,2.0,1.0,0.2503,,,,,,,,
12421080,away,RSC Anderlecht,Jan-Carlo Simić,Jan-Carlo Simić,,jan-carlo-simic,J. Simić,D,4,185,1987,M,1214992,EUR,1114992000,D,4,4,False,45.0,37.0,6.0,1.0,0.0,26.0,31.0,11.0,14.0,5.0,6.0,,,90.0,55.0,6.8,8.0,0.00360289,1,,1.0,3.0,4.0,,1.0,2.0,,2.0,,1.0,,,,2.0,,,1.0,,0.0858,,,,,,,,,,,,,,,,
12421080,away,RSC Anderlecht,Zanka,,,zanka,Zanka,D,,189,459,M,26404,EUR,640828800,D,13,13,False,54.0,49.0,3.0,2.0,0.0,33.0,35.0,16.0,19.0,5.0,8.0,,,90.0,74.0,7.7,7.0,0.0101796,0,,3.0,5.0,3.0,,3.0,3.0,,1.0,4.0,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0
12421080,away,RSC Anderlecht,Moussa Ndiaye,,,moussa-ndiaye,M. Ndiaye,D,16,181,1546,M,982315,EUR,1024358400,D,5,5,False,52.0,48.0,2.0,,0.0,17.0,20.0,31.0,35.0,6.0,6.0,,,89.0,73.0,7.0,9.0,0.0679279,1,,2.0,5.0,6.0,,1.0,2.0,1.0,3.0,,1.0,1.0,3.0,,2.0,1.0,,1.0,,0.029,1.0,,1.0,,,1.0,,,,,,,,,,
12421080,away,RSC Anderlecht,Yari Verschaeren,,,verschaeren-yari,Y. Verschaeren,M,10,172,1145,M,901898,EUR,994896000,M,10,10,False,34.0,29.0,4.0,3.0,0.0,10.0,12.0,19.0,22.0,,6.0,,,45.0,41.0,7.2,6.0,0.0319815,1,,1.0,2.0,4.0,1.0,,1.0,1.0,,1.0,1.0,,,,,2.0,,,,0.054,2.0,,,1.0,,2.0,,,,,,,,,,
12421080,away,RSC Anderlecht,Leander Dendoncker,,,leander-dendoncker,L. Dendoncker,M,20,188,1662,M,190405,EUR,797904000,M,32,32,False,99.0,87.0,5.0,5.0,0.0,34.0,42.0,53.0,57.0,3.0,8.0,,,90.0,131.0,7.8,20.0,0.0650924,3,,4.0,14.0,11.0,3.0,2.0,1.0,2.0,3.0,2.0,,2.0,,,6.0,5.0,,2.0,,0.2448,1.0,True,1.0,,,2.0,1.0,0.0883,1.0,,,,,,,
12421080,away,RSC Anderlecht,Mario Stroeykens,Mathieu,Stroeykens,mario-stroeykens,M. Stroeykens,M,29,177,3682,M,1101702,EUR,1096416000,M,29,29,False,46.0,42.0,1.0,1.0,1.0,11.0,12.0,31.0,34.0,,2.0,,,68.0,62.0,6.9,11.0,0.066984,0,,3.0,7.0,3.0,,,2.0,,,,1.0,3.0,,,,4.0,,,,,3.0,,1.0,,,1.0,,,,,,,,,,
12421080,away,RSC Anderlecht,Anders Dreyer,,,anders-dreyer,A. Dreyer,F,10,174,2337,M,809280,EUR,894067200,F,36,36,False,27.0,20.0,1.0,1.0,0.0,5.0,8.0,15.0,23.0,1.0,2.0,,,67.0,38.0,7.0,12.0,0.0368036,1,,,1.0,1.0,,,1.0,,,1.0,1.0,,4.0,,,,,,2.0,0.0358,,,1.0,,,,1.0,0.0897,,,,,,,,
12421080,away,RSC Anderlecht,Kasper Dolberg,,,kasper-dolberg,K. Dolberg,F,9,187,4191,M,795761,EUR,876096000,F,12,12,False,29.0,22.0,2.0,2.0,0.0,4.0,5.0,18.0,25.0,3.0,3.0,,,90.0,39.0,7.3,10.0,0.0705429,0,,,1.0,5.0,,,,1.0,,,,1.0,1.0,,2.0,2.0,,,,,1.0,,1.0,,1.0,2.0,,,,,KDolberg,,,,,
12421080,away,RSC Anderlecht,Samuel Edozie,Samuel Edozie,,samuel-edozie,S. Edozie,M,23,181,774,M,1065214,EUR,1043712000,F,27,27,False,26.0,22.0,,,0.0,4.0,4.0,18.0,25.0,,4.0,,,67.0,43.0,7.6,13.0,0.0216476,1,,,2.0,6.0,,,1.0,1.0,,,1.0,2.0,3.0,,,5.0,,,1.0,0.095,,,1.0,,,4.0,1.0,0.084,,1.0,,,,,,
12421080,away,RSC Anderlecht,Majeed Ashimeru,,,majeed-ashimeru,M. Ashimeru,M,18,182,1285,M,901149,EUR,876441600,M,18,18,True,42.0,37.0,4.0,3.0,0.0,8.0,10.0,29.0,32.0,1.0,4.0,,,45.0,54.0,6.9,9.0,0.106997,0,,,5.0,6.0,1.0,,4.0,,1.0,,4.0,,,,,2.0,,,1.0,,1.0,,4.0,,,2.0,,,,,,,,,,
12421080,away,RSC Anderlecht,Tristan Degreef,,,degreef-tristan,T. Degreef,M,83,177,393,M,1436187,EUR,1106092800,M,83,83,True,17.0,13.0,,,0.0,2.0,3.0,12.0,17.0,,,,,23.0,33.0,6.9,8.0,0.0282035,2,,,2.0,5.0,,1.0,,3.0,1.0,,,1.0,3.0,1.0,,3.0,,,,0.101,,,,2.0,,2.0,,,,,,,,,,
12421080,away,RSC Anderlecht,Nilson Angulo,Nilson Angulo,,nilson-angulo,N. Angulo,F,10,182,4530,M,1116571,EUR,1055980800,F,19,19,True,11.0,9.0,1.0,1.0,0.0,1.0,1.0,8.0,12.0,,,,,23.0,22.0,6.7,9.0,0.0494285,0,,,5.0,4.0,,,,1.0,1.0,,,1.0,2.0,,1.0,4.0,,,,,,,2.0,,,2.0,,,,,,,,,,
12421080,away,RSC Anderlecht,Luis Vázquez,,,luis-vazquez,L. Vázquez,F,19,191,1685,M,974713,EUR,988070400,F,20,20,True,4.0,2.0,,,0.0,,,2.0,5.0,,,,,22.0,10.0,5.7,4.0,0.0498745,2,,1.0,2.0,,,,,,,,,,1.0,,,1.0,2.0,1.0,1.0,0.6658,,,,,,,1.0,0.7817,,,,,,,,
12421080,away,RSC Anderlecht,Theo Leoni,,,theo-leoni,T. Leoni,M,6,174,569,M,867251,EUR,956275200,M,17,17,True,9.0,9.0,,,0.0,2.0,2.0,7.0,7.0,,,,,12.0,10.0,6.8,,0.204354,0,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12421080,away,RSC Anderlecht,Mads Juhl Kikkenborg,,,kikkenborg-mads-juhl,M. J. Kikkenborg,G,16,197,183,M,984005,EUR,939254400,G,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421080,away,RSC Anderlecht,Thomas Foket,,,thomas-foket,T. Foket,D,25,177,266,M,245615,EUR,780451200,D,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421080,away,RSC Anderlecht,Amando Lapage,,,amando-lapage,A. Lapage,D,4,187,181,M,1396102,EUR,1099872000,D,73,73,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421080,away,RSC Anderlecht,Mats Rits,,,mats-rits,M. Rits,M,23,180,216,M,70961,EUR,742953600,M,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
