match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_expectedGoalsOnTarget,stat_keyPass,stat_outfielderBlock,stat_unsuccessfulTouch,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_wonContest,player_firstName,player_lastName,captain,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_bigChanceCreated
12117201,home,Athletico,Léo Linck,leo-linck,L. Linck,G,24,194,1042,M,1119887,EUR,983577600,G,24,24,False,16.0,12.0,9.0,5.0,0.0,8.0,8.0,4.0,8.0,8.0,1.0,2.0,69.0,22.0,6.4,4.0,0.00112751,0,-0.9093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117201,home,Athletico,Leonardo Godoy,leonardo-godoy,L. Godoy,D,29,174,518,M,794006,EUR,799027200,D,29,29,False,48.0,41.0,4.0,1.0,0.0,20.0,24.0,21.0,27.0,8.0,,,90.0,76.0,6.6,15.0,0.0442837,1,,3.0,1.0,1.0,6.0,6.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0269,,,,,,,,,,,,,,,,,,,,,
12117201,home,Athletico,Kaique Rocha,kaique-rocha,K. Rocha,D,27,195,456,M,963990,EUR,983318400,D,4,4,False,51.0,47.0,4.0,4.0,0.0,34.0,38.0,13.0,13.0,5.0,,,90.0,57.0,6.9,4.0,0.0634853,3,,,1.0,3.0,1.0,3.0,,,,,,,1.0,0.6967,1.0,2.0,1.0,3.0,0.1926,1.0,,,,,,,,,,,,,,,
12117201,home,Athletico,Mateo Gamarra,gamarra-mateo,M. Gamarra,D,14,185,727,M,1085451,EUR,972000000,D,15,15,False,59.0,50.0,6.0,2.0,0.0,33.0,35.0,17.0,24.0,5.0,,,90.0,73.0,6.9,10.0,0.011722,1,,,2.0,7.0,3.0,9.0,,1.0,2.0,1.0,1.0,1.0,1.0,0.0392,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,
12117201,home,Athletico,Fernando,fernando,Fernando,D,17,181,188,M,1017746,EUR,937267200,D,6,6,False,41.0,38.0,3.0,2.0,0.0,25.0,26.0,14.0,17.0,1.0,,,90.0,60.0,6.4,7.0,0.0642278,0,,2.0,3.0,3.0,8.0,4.0,2.0,,2.0,,,1.0,2.0,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,
12117201,home,Athletico,Bruno Zapelli,bruno-zapelli,Bruno Zapelli,M,10,181,1443,M,1092354,EUR,1021507200,M,10,10,False,41.0,36.0,1.0,,0.0,13.0,13.0,24.0,36.0,3.0,,,90.0,72.0,7.2,21.0,0.0629301,3,,8.0,1.0,,6.0,7.0,6.0,1.0,1.0,3.0,1.0,,,0.1139,,1.0,1.0,,0.3214,2.0,,4.0,1.0,,3.0,4.0,,,,,,,,,
12117201,home,Athletico,Gabriel Girotto,gabriel-girotto,Gabriel,M,6,171,540,M,242052,EUR,710726400,M,3,3,False,56.0,49.0,3.0,3.0,0.0,25.0,29.0,24.0,27.0,4.0,,,90.0,72.0,7.3,7.0,0.0212512,1,,,2.0,1.0,5.0,5.0,,1.0,5.0,4.0,3.0,,2.0,0.1075,,,,3.0,,,,,,2.0,,,,,,,,,,,
12117201,home,Athletico,João Cruz,joao-cruz,J. Cruz,M,8,172,469,M,1485226,EUR,1147392000,M,57,57,False,38.0,34.0,1.0,1.0,1.0,9.0,9.0,25.0,33.0,7.0,,,58.0,54.0,7.7,11.0,0.0454825,2,,4.0,1.0,1.0,5.0,6.0,1.0,1.0,,3.0,1.0,1.0,3.0,0.0776,,1.0,,,0.0644,4.0,,1.0,,,1.0,1.0,,,,,,,,,
12117201,home,Athletico,Nikão,nikao,Nikão,M,11,174,442,M,139300,EUR,712368000,F,11,11,False,37.0,28.0,5.0,2.0,0.0,7.0,9.0,22.0,30.0,4.0,,,66.0,48.0,8.0,12.0,0.249734,5,,2.0,1.0,3.0,3.0,3.0,,2.0,1.0,,,,3.0,0.2557,,1.0,2.0,,0.3927,4.0,,2.0,1.0,,,,,,True,1.0,1.0,1.0,,,
12117201,home,Athletico,Lucas Di Yorio,lucas-di-yorio,L. D. Yorio,F,9,190,908,M,838303,EUR,848620800,F,7,7,False,12.0,8.0,,,0.0,3.0,3.0,5.0,9.0,1.0,,,66.0,26.0,6.6,10.0,0.0258771,0,,,2.0,,6.0,3.0,2.0,,,1.0,,2.0,1.0,,,,,1.0,,2.0,,3.0,,,1.0,,,,,,,,,,
