match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_penaltyConceded,stat_ownGoals,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goalAssist,stat_goals,captain,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalOffside,stat_penaltyWon
11450183,home,Kayserispor,Bilal Bayazit,bilal-bayazit,B. Bayazit,G,25,185.0,235,M,825850,EUR,923529600,G,25,25,False,26.0,23.0,10.0,7.0,20.0,20.0,3.0,6.0,1.0,1.0,8.0,1.0,3.0,90.0,36.0,6.7,3.0,0.00220169,0,-0.4053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450183,home,Kayserispor,Gökhan Sazdağı,gokhan-sazdagi,G. Sazdağı,D,25,179.0,949,M,595396,EUR,780019200,D,11,11,False,54.0,42.0,7.0,4.0,15.0,21.0,28.0,39.0,7.0,,4.0,,,90.0,91.0,6.5,23.0,0.0887076,1,,6.0,1.0,2.0,3.0,6.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0075,1.0,,,,,,,,,,,,,,,,,
11450183,home,Kayserispor,Joseph Attamah,joseph-attamah,J. Attamah,D,3,180.0,183,M,332963,EUR,769564800,D,3,3,False,45.0,41.0,5.0,3.0,29.0,30.0,12.0,15.0,6.0,2.0,5.0,,,89.0,55.0,5.9,4.0,0.00676416,0,,,,2.0,,2.0,,,,,5.0,1.0,1.0,1.0,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,
11450183,home,Kayserispor,Arif Kocaman,kocaman-arif,A. Kocaman,D,43,184.0,69,M,1173638,EUR,1063497600,D,54,54,False,58.0,51.0,4.0,4.0,33.0,34.0,18.0,24.0,4.0,,3.0,,,90.0,64.0,6.3,7.0,0.0157916,0,,,,4.0,2.0,2.0,,,,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
11450183,home,Kayserispor,Hasan Ali Kaldırım,hasan-ali-kaldirim,H. A. Kaldırım,D,3,182.0,94,M,39847,EUR,629164800,D,33,33,False,39.0,32.0,5.0,3.0,10.0,13.0,22.0,30.0,4.0,2.0,3.0,,,90.0,62.0,6.6,13.0,0.0708096,2,,4.0,,,,1.0,1.0,1.0,,1.0,3.0,2.0,,,,1.0,,0.0358,1.0,,,,,1.0,1.0,0.2965,,,,,,,,,,
11450183,home,Kayserispor,Ali Karimi,ali-karimi,A. Karimi,M,24,186.0,411,M,803869,EUR,760924800,M,6,6,False,57.0,45.0,7.0,7.0,15.0,17.0,31.0,43.0,9.0,2.0,5.0,,,90.0,75.0,8.0,17.0,0.257041,4,,3.0,1.0,3.0,,6.0,2.0,4.0,3.0,3.0,,1.0,3.0,2.0,,,1.0,0.389,4.0,,,,,1.0,,0.0569,1.0,,,,,,,,,
11450183,home,Kayserispor,Kartal Kayra Yılmaz,kartal-kayra-yilmaz,K. K. Yılmaz,M,17,177.0,1057,M,966811,EUR,973296000,M,8,8,False,55.0,48.0,9.0,4.0,16.0,19.0,32.0,42.0,2.0,1.0,8.0,,,90.0,73.0,7.1,13.0,0.0174566,0,,6.0,,1.0,,4.0,,,,,,2.0,2.0,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,
11450183,home,Kayserispor,Miguel Cardoso,miguel-cardoso,M. Cardoso,M,7,176.0,326,M,344009,EUR,771984000,M,7,7,False,37.0,29.0,1.0,,7.0,7.0,22.0,40.0,7.0,1.0,4.0,,,90.0,64.0,7.0,22.0,0.586567,4,,10.0,,2.0,5.0,9.0,3.0,1.0,,2.0,,,2.0,1.0,,2.0,,0.1675,3.0,,,,,,,,,2.0,,,,,,,,
11450183,home,Kayserispor,Aylton Boa Morte,aylton-boa-morte,A. B. Morte,M,10,182.0,83,M,883918,EUR,748742400,F,70,70,False,15.0,13.0,,,2.0,3.0,11.0,14.0,5.0,,4.0,,,80.0,27.0,7.2,7.0,0.0224923,2,,2.0,,3.0,,2.0,2.0,1.0,1.0,1.0,,1.0,,,,1.0,,0.0558,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,
11450183,home,Kayserispor,Stéphane Bahoken,stephane-bahoken,S. Bahoken,F,,185.0,234,M,153220,EUR,707011200,F,13,13,False,28.0,23.0,1.0,1.0,7.0,8.0,16.0,25.0,6.0,,4.0,,,90.0,44.0,7.7,14.0,0.0458957,3,,5.0,,1.0,5.0,8.0,,2.0,1.0,,,,,,3.0,2.0,4.0,0.6108,,,,,,2.0,,1.0046,,1.0,,1.0,,,,,,
