match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_unsuccessfulTouch,stat_aerialLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_dispossessed,stat_shotOffTarget,stat_clearanceOffLine,player_firstName,player_lastName,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10385711,home,Brentford,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,1,1,False,True,40.0,25.0,29.0,14.0,16.0,18.0,9.0,22.0,4.0,1.0,2.0,2.0,90.0,45.0,7.4,15.0,0.0,0.0,0.0048507,0,0.4429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385711,home,Brentford,Aaron Hickey,hickey-aaron,A. Hickey,D,2,185,842,M,,966869,EUR,1023667200,D,2,2,False,,16.0,14.0,,,10.0,10.0,4.0,7.0,4.0,,,,70.0,23.0,6.6,5.0,0.0,0.0,0.0199128,0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10385711,home,Brentford,Zanka,zanka,Zanka,D,,189,466,M,,26404,EUR,640828800,D,13,13,False,,40.0,36.0,3.0,1.0,26.0,27.0,10.0,13.0,3.0,,,,90.0,56.0,6.8,6.0,0.0888,0.0,0.0510141,1,,,1.0,6.0,4.0,3.0,,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
10385711,home,Brentford,Ethan Pinnock,ethan-pinnock,E. Pinnock,D,5,194,1052,M,,855864,EUR,738633600,D,5,5,False,,40.0,36.0,5.0,3.0,23.0,24.0,14.0,17.0,4.0,,,,90.0,62.0,9.1,4.0,0.386,0.6245,0.0652616,3,,1.0,1.0,1.0,4.0,,,,6.0,,1.0,1.0,,3.0,2.0,,,,1.0,2.0,1.0,6.0,,,,,,,,,,,
10385711,home,Brentford,Ben Mee,ben-mee,B. Mee,D,15,180,577,M,,137774,EUR,622339200,D,16,16,False,,30.0,26.0,3.0,3.0,18.0,19.0,8.0,11.0,6.0,,,,90.0,45.0,7.9,5.0,0.1482,0.1844,0.0475956,2,,,,5.0,4.0,1.0,,,1.0,,2.0,,1.0,4.0,2.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,
10385711,home,Brentford,Rico Henry,rico-henry,R. Henry,D,3,175,712,M,,599128,EUR,868320000,D,3,3,False,,20.0,16.0,,,8.0,9.0,10.0,15.0,9.0,,,,90.0,41.0,7.3,10.0,0.0,0.0,0.0336206,0,,4.0,2.0,6.0,6.0,1.0,,,5.0,1.0,1.0,,1.0,2.0,1.0,2.0,1.0,,2.0,,,,3.0,,,,,,,,,,
10385711,home,Brentford,Mikkel Damsgaard,damsgaard-mikkel,M. Damsgaard,M,24,180,3593,M,,907072,EUR,962582400,M,24,24,False,,26.0,21.0,2.0,1.0,15.0,16.0,6.0,12.0,5.0,,,,70.0,35.0,7.0,10.0,0.0,0.0,0.291785,0,,2.0,1.0,1.0,4.0,,1.0,1.0,,2.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,
10385711,home,Brentford,Vitaly Janelt,vitaly-janelt,V. Janelt,M,27,184,1191,M,,814873,EUR,894758400,M,27,27,False,,27.0,24.0,2.0,,14.0,15.0,10.0,12.0,4.0,,,,90.0,34.0,6.7,3.0,0.2074,0.0,0.135983,3,,,1.0,5.0,3.0,3.0,,,,,,1.0,1.0,1.0,,1.0,2.0,1.0,,,,,,2.0,,,,,,,,,
10385711,home,Brentford,Frank Onyeka,frank-onyeka,F. Onyeka,M,16,183,4631,M,,885864,EUR,883612800,M,15,15,False,,21.0,18.0,1.0,1.0,2.0,2.0,16.0,19.0,5.0,,,,81.0,39.0,6.8,8.0,0.0189,0.0,0.062866,1,,,,6.0,4.0,1.0,6.0,3.0,,,1.0,,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,
10385711,home,Brentford,Bryan Mbeumo,bryan-mbeumo,B. Mbeumo,M,19,173,110440,M,bryan_m19,927083,EUR,933984000,F,19,19,False,,24.0,18.0,1.0,1.0,5.0,6.0,15.0,23.0,3.0,,,,89.0,46.0,7.0,15.0,0.4167,0.4994,0.218412,1,,5.0,1.0,10.0,4.0,1.0,3.0,1.0,1.0,2.0,3.0,,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,,,2.0,,,,,1.0,1.0,1.0,1.0,,
