match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_accurateOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_penaltyConceded,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_aerialLost,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceCreated,stat_aerialWon,stat_blockedScoringAttempt,stat_bigChanceMissed,player_sofascoreId,stat_punches,stat_goals,stat_penaltyWon
13530183,home,Gil Vicente,Andrew,andrew,Andrew,G,42,189,2669,M,947893,EUR,993945600,G,42,42,False,33.0,28.0,8.0,3.0,0.0,28.0,30.0,3.0,6.0,1.0,2.0,1.0,4.0,90.0,43.0,6.9,5.0,6.541e-05,0,-0.2776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13530183,home,Gil Vicente,Zé Carlos,ze-carlos,Z. Carlos,D,2,177,69,M,1001662,EUR,901843200,D,2,2,False,36.0,27.0,3.0,1.0,0.0,22.0,26.0,10.0,4.0,,,,,90.0,51.0,5.8,13.0,0.0945672,0,,Zé,Carlos,True,5.0,7.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
13530183,home,Gil Vicente,Josué Sá,josue-sa,J. Sá,D,3,186,48,M,137982,EUR,708739200,D,23,23,False,57.0,53.0,8.0,6.0,0.0,46.0,47.0,10.0,1.0,,,,,90.0,65.0,6.3,4.0,0.00306343,0,,,,,7.0,1.0,1.0,,,5.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
13530183,home,Gil Vicente,Jonathan Buatu,jonathan-buatu-mananga,J. Buatu,D,39,187,415,M,800348,EUR,749088000,D,39,39,False,41.0,40.0,1.0,1.0,0.0,35.0,35.0,6.0,3.0,,,,,90.0,50.0,6.5,2.0,0.0013675,0,,,,,5.0,2.0,1.0,,1.0,4.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
13530183,home,Gil Vicente,Sandro Cruz,cruz-sandro,S. Cruz,D,57,182,281,M,982146,EUR,989625600,D,57,57,False,29.0,22.0,2.0,1.0,0.0,19.0,21.0,10.0,3.0,,,,,81.0,55.0,6.7,12.0,0.0146424,0,,,,,4.0,2.0,6.0,,2.0,3.0,5.0,2.0,2.0,,,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
13530183,home,Gil Vicente,Mohamed Bamba,mohamed-bamba,M. Bamba,M,8,188,181,M,1537180,EUR,1097193600,M,8,8,False,58.0,45.0,12.0,6.0,0.0,31.0,32.0,27.0,9.0,,,,,90.0,70.0,6.7,16.0,0.00929743,1,,Mohamed,Bamba,,14.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,2.0,,3.0,1.0,,1.0,,2.0,1.0,0.0059,,,,,,,,,,,
13530183,home,Gil Vicente,Félix Correia,felix-correia,F. Correia,M,27,178,1349,M,934498,EUR,980121600,M,71,71,False,37.0,31.0,1.0,,0.0,17.0,19.0,23.0,5.0,,,,,90.0,54.0,6.6,16.0,0.052599,1,,,,,14.0,2.0,1.0,,2.0,,,,2.0,1.0,,,,1.0,5.0,,,,,,0.0288,1.0,0.0468,1.0,,,,,,,,
13530183,home,Gil Vicente,João Teixeira,joao-teixeira,J. Teixeira,M,97,178,78,M,138899,EUR,760492800,M,18,18,False,26.0,23.0,1.0,1.0,0.0,11.0,12.0,17.0,1.0,,,,,61.0,37.0,6.6,7.0,0.092052,0,,,,,13.0,4.0,4.0,2.0,2.0,,2.0,2.0,,,1.0,,,1.0,3.0,1.0,1.0,2.0,,,,,,1.0,1.0,,,,,,,
13530183,home,Gil Vicente,Santi García,santi-garcia,S. García,M,95,184,131,M,1084746,EUR,999043200,M,19,19,False,28.0,21.0,2.0,1.0,0.0,15.0,19.0,10.0,4.0,,,,,67.0,46.0,6.5,11.0,0.00465531,1,,,,,6.0,3.0,4.0,,,1.0,2.0,2.0,1.0,1.0,1.0,,,,1.0,,2.0,,,1.0,0.0455,,,,,1.0,,,,,,
13530183,home,Gil Vicente,Tidjany Touré,tidjany-toure,T. Touré,F,7,184,147,M,1445615,EUR,1026691200,M,7,7,False,10.0,8.0,1.0,,0.0,4.0,5.0,5.0,3.0,,,,,61.0,21.0,6.0,7.0,0.00232096,1,,,,,4.0,6.0,2.0,2.0,1.0,,,,2.0,2.0,,,,,,,2.0,,1.0,,0.0213,,,,,,1.0,,,,,
