match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_totalClearance,stat_unsuccessfulTouch,stat_wasFouled,stat_challengeLost,player_sofascoreId,stat_goalAssist,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_hitWoodwork,stat_wonTackle,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goals,captain,stat_outfielderBlock
11399379,home,PSV Eindhoven,Walter Benítez,,,walter-benitez,W. Benítez,G,44,193,4345,M,249859,EUR,727401600,G,1,1,False,22.0,20.0,2.0,2.0,19.0,21.0,1.0,1.0,1.0,1.0,12.0,1.0,2.0,2.0,90.0,32.0,7.4,2.0,0.00079279,0,0.4997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399379,home,PSV Eindhoven,Jordan Teze,,,jordan-teze,J. Teze,D,4,183,1080,M,825846,EUR,938649600,D,3,3,False,65.0,58.0,3.0,,24.0,25.0,36.0,47.0,,2.0,12.0,,,,90.0,91.0,7.6,13.0,0.102456,2,,7.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0674,2.0,,,,,,,,,,,,,,,,,,,,
11399379,home,PSV Eindhoven,André Ramalho,,,andre-ramalho,A. Ramalho,D,5,182,5374,M,148155,EUR,698198400,D,5,5,False,68.0,60.0,10.0,5.0,27.0,27.0,33.0,41.0,2.0,3.0,5.0,,,,73.0,74.0,7.5,9.0,0.136161,0,,,,1.0,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11399379,home,PSV Eindhoven,Olivier Boscagli,,,boscagli-olivier,O. Boscagli,D,21,181,1043,M,788784,EUR,879811200,D,18,18,False,74.0,66.0,7.0,4.0,42.0,45.0,24.0,30.0,5.0,7.0,5.0,,,,90.0,86.0,7.2,10.0,0.10097,0,,1.0,,5.0,,1.0,1.0,2.0,,,2.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11399379,home,PSV Eindhoven,Sergiño Dest,,,sergino-dest,S. Dest,D,8,173,6120,M,906021,EUR,973209600,D,8,8,False,47.0,42.0,3.0,3.0,15.0,16.0,28.0,36.0,,5.0,3.0,,,,79.0,72.0,7.8,13.0,0.270092,1,,5.0,1.0,2.0,,1.0,,,0.0459,1.0,1.0,,,2.0,,sergino,1.0,1.0,3.0,3.0,1.0,1.0,1.0,,,,,,,
11399379,home,PSV Eindhoven,Jerdy Schouten,,,jerdy-schouten,J. Schouten,M,22,185,1244,M,844234,EUR,853027200,M,22,22,False,78.0,71.0,,,27.0,28.0,44.0,50.0,1.0,4.0,5.0,,,,90.0,89.0,7.5,8.0,0.0824453,1,,,,3.0,1.0,1.0,1.0,1.0,0.041,,1.0,1.0,,1.0,,,,,2.0,1.0,,,,1.0,,,,,,
11399379,home,PSV Eindhoven,Joey Veerman,,,joey-veerman,J. Veerman,M,23,185,3780,M,850816,EUR,911433600,M,23,23,False,69.0,59.0,9.0,6.0,19.0,22.0,44.0,55.0,2.0,11.0,10.0,,,,90.0,96.0,8.3,17.0,0.227429,2,,8.0,4.0,4.0,,,5.0,,0.0748,5.0,2.0,1.0,1.0,,1.0,,,1.0,4.0,4.0,,1.0,,3.0,1.0,0.0924,,,,
11399379,home,PSV Eindhoven,Johan Bakayoko,Johan Bakayoko,,johan-bakayoko,J. Bakayoko,F,9,179,6820,M,1088896,EUR,1050796800,M,11,11,False,40.0,36.0,1.0,1.0,4.0,4.0,35.0,43.0,1.0,6.0,1.0,,,,70.0,66.0,8.1,18.0,0.384321,1,,7.0,3.0,6.0,,,,,0.0151,3.0,,,3.0,1.0,,johanbakayoko,2.0,1.0,9.0,4.0,,1.0,,,,,1.0,,,
11399379,home,PSV Eindhoven,Guus Til,,,guus-til,G. Til,M,20,183,2263,M,845798,EUR,882748800,M,20,20,False,24.0,16.0,2.0,1.0,5.0,8.0,12.0,18.0,1.0,1.0,5.0,,,,90.0,34.0,8.5,13.0,0.258716,4,,2.0,1.0,3.0,3.0,,,1.0,0.2107,1.0,,,2.0,,,,1.0,1.0,1.0,,1.0,,,,1.0,0.1563,,1.0,,
11399379,home,PSV Eindhoven,Hirving Lozano,,,hirving-lozano,H. Lozano,F,11,175,6578,M,385320,EUR,807062400,M,27,27,False,23.0,19.0,,,5.0,6.0,14.0,19.0,1.0,3.0,3.0,,,,70.0,34.0,7.3,10.0,0.0277771,1,,2.0,,2.0,,1.0,1.0,1.0,0.393,1.0,,,2.0,1.0,,hirvinglozano,,1.0,1.0,,,,,1.0,1.0,0.8153,,1.0,,
