match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_aerialWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_wasFouled,captain,stat_clearanceOffLine,stat_outfielderBlock,stat_keyPass,stat_accurateCross,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_punches,stat_bigChanceMissed,stat_bigChanceCreated,stat_hitWoodwork,stat_totalOffside
12117001,home,Athletico,Bento,,,bento,Bento,G,24,190,9735,M,bento_matheus,1016104,EUR,928972800,G,1,1,False,24.0,20.0,10.0,6.0,14.0,14.0,6.0,10.0,4.0,1.0,2.0,3.0,90.0,30.0,7.5,4.0,0.00257077,0,0.3667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117001,home,Athletico,Leonardo Godoy,,,leonardo-godoy,L. Godoy,D,29,174,518,M,,794006,EUR,799027200,D,29,29,False,28.0,19.0,6.0,1.0,9.0,10.0,10.0,22.0,3.0,,,,83.0,48.0,6.6,19.0,0.0065079,1,,4.0,1.0,6.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0123,,,,,,,,,,,,,,,,,,,,
12117001,home,Athletico,Kaique Rocha,,,kaique-rocha,K. Rocha,D,27,195,456,M,,963990,EUR,983318400,D,4,4,False,51.0,41.0,11.0,4.0,30.0,32.0,11.0,19.0,3.0,,,,90.0,59.0,7.3,10.0,0.00734468,2,,,1.0,1.0,7.0,,,2.0,1.0,,,,0.1014,5.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
12117001,home,Athletico,Thiago Heleno,,,thiago-heleno,T. Heleno,D,44,185,283,M,,33106,EUR,590457600,D,44,44,False,47.0,38.0,17.0,10.0,28.0,30.0,10.0,17.0,3.0,,,,90.0,57.0,8.3,9.0,0.059291,0,,,1.0,2.0,3.0,,,,3.0,1.0,1.0,1.0,,2.0,,,2.0,,True,1.0,4.0,1.0,,,,,,,,,,,
12117001,home,Athletico,Lucas Esquivel,Lucas Esquivel,,lucas-esquivel,L. Esquivel,D,37,183,1067,M,,1087079,EUR,1003017600,D,37,37,False,33.0,28.0,3.0,1.0,17.0,19.0,12.0,17.0,1.0,,,,90.0,55.0,7.0,11.0,0.236109,0,,3.0,,4.0,6.0,1.0,,,,2.0,,,,1.0,4.0,1.0,3.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,
12117001,home,Athletico,Erick,,,erick,Erick,M,14,176,1116,M,,874063,EUR,879465600,M,26,26,False,30.0,23.0,2.0,1.0,15.0,17.0,8.0,13.0,5.0,,,,90.0,40.0,6.9,8.0,0.0190598,1,,,,3.0,3.0,1.0,1.0,1.0,2.0,,,1.0,0.2657,3.0,,,2.0,,,,1.0,,,,,,,,,,,,
12117001,home,Athletico,Fernandinho,,,fernandinho,Fernandinho,M,,179,1901,M,,13630,EUR,484012800,M,5,5,False,38.0,32.0,6.0,5.0,16.0,17.0,17.0,26.0,7.0,,,,90.0,47.0,7.0,11.0,0.0970775,0,,5.0,2.0,4.0,4.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,
12117001,home,Athletico,Julimar,,,julimar,Julimar,F,20,188,376,M,,1167536,EUR,980380800,M,20,20,False,10.0,7.0,,,1.0,1.0,6.0,9.0,2.0,,,,45.0,25.0,7.0,9.0,0.00617153,2,,,1.0,4.0,4.0,,2.0,1.0,,2.0,2.0,1.0,0.1922,1.0,,,1.0,1.0,,,,1.0,,4.0,1.0,,,,,,,,
12117001,home,Athletico,Pablo,,,pablo,Pablo,F,92,185,909,M,,374486,EUR,709257600,M,92,92,False,28.0,20.0,1.0,1.0,7.0,8.0,13.0,20.0,3.0,,,,83.0,36.0,6.8,10.0,0.0101308,0,,,3.0,6.0,7.0,1.0,,,,2.0,2.0,1.0,,4.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,
12117001,home,Athletico,Tomás Cuello,,,tomas-cuello,T. Cuello,M,28,176,1951,M,,871273,EUR,952214400,M,28,28,False,14.0,11.0,1.0,,5.0,6.0,6.0,9.0,6.0,,,,45.0,29.0,7.1,8.0,0.200282,3,,1.0,,3.0,3.0,,1.0,2.0,2.0,,,1.0,0.119,,2.0,1.0,,2.0,,,,1.0,,2.0,,1.0,0.0329,,,,,,
12117001,home,Athletico,Agustín Canobbio,,,agustin-canobbio,A. Canobbio,M,17,175,3082,M,,846413,EUR,907200000,F,14,14,False,12.0,8.0,,,3.0,4.0,5.0,8.0,3.0,,,,87.0,31.0,6.9,10.0,0.0163952,3,,,,12.0,5.0,1.0,2.0,1.0,,1.0,1.0,7.0,0.0675,,3.0,1.0,,3.0,,,,,,2.0,1.0,1.0,0.5974,1.0,,,,,
12117001,home,Athletico,Christian,,,christian,Christian,M,88,178,1761,M,,981733,EUR,977184000,M,88,88,True,14.0,13.0,1.0,1.0,5.0,5.0,8.0,9.0,1.0,,,,45.0,23.0,6.8,6.0,0.00375348,1,,,,2.0,2.0,,,,,,,1.0,0.0874,,2.0,1.0,,1.0,,,,,,4.0,,1.0,0.3674,,,,,,
12117001,home,Athletico,Bruno Zapelli,,,bruno-zapelli,Bruno Zapelli,M,10,181,1443,M,,1092354,EUR,1021507200,M,10,10,True,14.0,12.0,1.0,1.0,5.0,5.0,8.0,13.0,,,,,44.0,24.0,6.7,8.0,0.36387,0,,4.0,,2.0,2.0,1.0,1.0,,,,,,,2.0,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,
12117001,home,Athletico,Madson,,,madson,Madson,D,22,182,227,M,,243439,EUR,695260800,D,22,22,True,1.0,1.0,,,,,1.0,1.0,,,,,7.0,5.0,,,9.509e-05,0,,,,,3.0,,,,,1.0,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,
12117001,home,Athletico,Gonzalo Mastriani,,,gonzalo-mastriani,G. Mastriani,F,39,180,1585,M,,345847,EUR,735955200,F,9,9,True,7.0,2.0,,,1.0,1.0,1.0,6.0,2.0,,,,7.0,10.0,,6.0,0.00086242,0,,,3.0,4.0,3.0,,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
12117001,home,Athletico,Felipinho,Felipinho,,felipinho,Felipinho,M,5,183,272,M,,1107060,EUR,1003363200,D,23,23,True,,,,,,,,,,,,,1.0,2.0,,,,0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
12117001,home,Athletico,Léo Linck,,,leo-linck,L. Linck,G,24,194,1042,M,,1119887,EUR,983577600,G,24,24,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117001,home,Athletico,Mycael,Mycael,,mycael,Mycael,G,1,191,790,M,,1128850,EUR,1079049600,G,41,41,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117001,home,Athletico,Fernando,,,fernando,Fernando,D,17,181,188,M,,1017746,EUR,937267200,D,6,6,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117001,home,Athletico,Mateo Gamarra,,,gamarra-mateo,M. Gamarra,D,14,185,727,M,,1085451,EUR,972000000,D,15,15,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117001,home,Athletico,Alex Santana,,,alex-santana,A. Santana,M,80,182,2736,M,,358166,EUR,800323200,M,80,80,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117001,home,Athletico,Jader Gentil,Jader,,jader,J. Gentil,M,7,173,147,M,,1128847,EUR,1059004800,M,18,18,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117001,home,Athletico,Zé Vitor,Zé Vitor,,ze-vitor,Z. Vitor,M,8,194,77,M,,1188028,EUR,957225600,M,30,30,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117001,away,Internacional,Sergio Rochet,,,sergio-rochet,S. Rochet,G,1,190,2554,M,,581060,EUR,732844800,G,1,1,False,27.0,20.0,10.0,3.0,18.0,18.0,2.0,9.0,7.0,2.0,1.0,2.0,90.0,39.0,6.9,7.0,0.00030394,0,-0.0023,,,,1.0,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,1.0,,,,
12117001,away,Internacional,Hugo Mallo,,,hugo-mallo,H. Mallo,D,,174,274,M,,83506,EUR,677548800,D,2,2,False,33.0,27.0,5.0,2.0,16.0,17.0,11.0,17.0,,,,,77.0,47.0,6.2,9.0,0.0125658,0,,1.0,2.0,4.0,1.0,,,,,1.0,1.0,2.0,,,1.0,,,,,,,,,1.0,,,,,,,,,
12117001,away,Internacional,Vitão,,,vitao,Vitão,D,44,185,3503,M,,876625,EUR,949449600,D,44,44,False,42.0,37.0,4.0,3.0,27.0,29.0,10.0,13.0,1.0,,,,90.0,54.0,7.0,7.0,0.00615915,2,,,2.0,4.0,4.0,,,1.0,1.0,,,2.0,0.1306,4.0,,,5.0,,,,1.0,,,2.0,,1.0,0.0149,,,,,,
12117001,away,Internacional,Robert Renan,Robert Renan,,robert-renan,R. Renan,D,30,186,3212,M,,1191278,EUR,1065830400,D,4,4,False,68.0,59.0,12.0,6.0,41.0,46.0,18.0,22.0,6.0,,,,90.0,82.0,6.5,12.0,0.0177426,1,,,2.0,6.0,2.0,1.0,1.0,1.0,1.0,,,2.0,0.0283,1.0,1.0,1.0,4.0,,,,,,,1.0,,,,,,,,,
12117001,away,Internacional,Renê,,,rene,Renê,D,6,174,1464,M,,243113,EUR,716428800,D,6,6,False,59.0,45.0,12.0,3.0,24.0,28.0,21.0,33.0,6.0,,,,90.0,80.0,7.1,19.0,0.0526373,2,,2.0,1.0,3.0,6.0,1.0,1.0,,3.0,4.0,3.0,,0.0859,1.0,,,,1.0,True,,,1.0,,,2.0,,,,,,,,
12117001,away,Internacional,Bruno Henrique,,,bruno-henrique,B. Henrique,M,8,180,899,M,,345113,EUR,624931200,M,8,8,False,20.0,18.0,2.0,2.0,8.0,8.0,11.0,14.0,3.0,,,,62.0,33.0,7.3,4.0,0.0937858,0,,2.0,1.0,2.0,5.0,,,,1.0,3.0,2.0,1.0,,,,,,2.0,,,,3.0,1.0,1.0,,,,,,,,,
