match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_outfielderBlock,player_firstName,player_lastName,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_challengeLost,captain,stat_goalAssist,stat_bigChanceCreated,stat_penaltyWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_penaltyConceded
10913374,home,Al-Khaleej,Marwan Al-Haidari,marwan-al-haidari,M. Al-Haidari,G,96,191.0,32,M,832497,EUR,829267200.0,G,96,96,False,22.0,12.0,14.0,4.0,8.0,9.0,4.0,13.0,1.0,1.0,11.0,2.0,1.0,90.0,30.0,6.4,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913374,home,Al-Khaleej,Omar Al-Oudah,omar-al-oudah,O. Al-Oudah,D,22,174.0,4,,2266015,EUR,914889600.0,D,2,2,False,33.0,29.0,4.0,1.0,16.0,18.0,13.0,16.0,1.0,6.0,1.0,,,90.0,52.0,6.8,8.0,0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10913374,home,Al-Khaleej,Mohammed Al-Khabrani,mohammed-al-khabrani,M. Al-Khabrani,D,3,178.0,21,M,818696,EUR,750556800.0,D,3,3,False,42.0,36.0,8.0,5.0,30.0,33.0,6.0,9.0,,,1.0,,,90.0,45.0,6.5,6.0,0,,2.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10913374,home,Al-Khaleej,Izuchukwu Jude Anthony,izuchukwu-jude-anthony,I. J. Anthony,D,16,187.0,51,M,834130,EUR,878515200.0,D,25,25,False,46.0,38.0,6.0,4.0,27.0,30.0,11.0,16.0,3.0,5.0,2.0,,,90.0,54.0,6.9,8.0,0,,,2.0,5.0,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10913374,home,Al-Khaleej,Pedro Amaral,amaral-pedro,P. Amaral,D,24,178.0,86,M,834247,EUR,872467200.0,D,5,5,False,43.0,27.0,8.0,2.0,15.0,21.0,13.0,29.0,,1.0,10.0,,,89.0,74.0,6.4,29.0,2,7.0,,3.0,1.0,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,
10913374,home,Al-Khaleej,Khaled Al-Semeiry,khaled-al-semeiry,K. Al-Semeiry,M,88,170.0,35,M,857390,EUR,852076800.0,M,6,6,False,36.0,28.0,4.0,1.0,10.0,14.0,19.0,23.0,1.0,1.0,9.0,,,90.0,47.0,6.2,13.0,0,1.0,,6.0,1.0,,,,,,,,1.0,1.0,3.0,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,
10913374,home,Al-Khaleej,Lucas Souza,lucas-souza,L. Souza,M,,186.0,38,M,311608,EUR,647049600.0,M,8,8,False,42.0,36.0,5.0,3.0,10.0,11.0,26.0,31.0,5.0,7.0,5.0,,,90.0,56.0,6.2,8.0,0,,1.0,8.0,3.0,1.0,,1.0,1.0,,,,,,,,,,4.0,1.0,,6.0,True,,,,,,,,,,
10913374,home,Al-Khaleej,Morato,morato,Morato,M,12,170.0,60,M,866468,EUR,715305600.0,M,10,10,False,23.0,22.0,,,9.0,9.0,14.0,16.0,,10.0,5.0,,,90.0,44.0,8.5,4.0,3,2.0,1.0,3.0,,6.0,2.0,2.0,,,,,1.0,,2.0,2.0,3.0,,,2.0,4.0,2.0,,1.0,1.0,1.0,,,,,,,
10913374,home,Al-Khaleej,André Poko,andre-poko,A. B. Poko,M,53,173.0,385,M,177103,EUR,725846400.0,M,15,15,False,20.0,9.0,2.0,,1.0,3.0,8.0,18.0,1.0,4.0,2.0,,,90.0,35.0,6.3,17.0,0,1.0,,6.0,2.0,3.0,3.0,,1.0,,,,,1.0,,,,,,4.0,1.0,4.0,,,,,,,,,,,
10913374,home,Al-Khaleej,Fábio Martins,fabio-martins,F. Martins,M,10,178.0,359,M,193064,EUR,743472000.0,M,93,93,False,23.0,19.0,,,5.0,7.0,14.0,19.0,,7.0,7.0,,,89.0,49.0,7.2,12.0,4,3.0,,6.0,,2.0,1.0,3.0,1.0,1.0,,,,2.0,4.0,2.0,2.0,1.0,,,2.0,2.0,,,,,1.0,1.0,1.0,,,,
10913374,home,Al-Khaleej,Sokol Cikalleshi,sokol-cikalleshi,S. Cikalleshi,F,,185.0,338,M,81138,EUR,646444800.0,F,9,9,False,19.0,17.0,,,4.0,5.0,13.0,14.0,3.0,7.0,4.0,,,87.0,33.0,7.4,8.0,4,,4.0,7.0,,,,3.0,2.0,,,,,1.0,2.0,1.0,1.0,1.0,,4.0,,,,,,,,2.0,1.0,,,,
10913374,home,Al-Khaleej,Saleh Al Abbas,saleh-al-abbas,S. A. Abbas,F,14,177.0,52,M,989766,EUR,797904000.0,F,14,14,True,2.0,1.0,,,,,1.0,2.0,,1.0,,,,10.0,4.0,6.5,2.0,0,,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
10913374,home,Al-Khaleej,Hani Al-Subayani,hani-al-subayani,H. Al-Subayani,D,3,175.0,4,M,974169,EUR,900979200.0,D,24,24,True,,,,,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913374,home,Al-Khaleej,Mohammed Al-Sahli,mohammed-al-sahli,M. Al-Sahli,M,11,178.0,3,M,974146,EUR,678326400.0,F,11,11,True,,,,,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
