match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_fouls,stat_totalCross,stat_accurateCross,stat_wonContest,stat_totalOffside,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,captain,stat_goals,stat_penaltyWon,stat_penaltyConceded,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_outfielderBlock
12450205,home,AS Monaco,Philipp Köhn,,,philipp-kohn,P. Köhn,G,16,191,698,M,868964,EUR,891475200,G,16,16,False,28.0,17.0,11.0,1.0,0.0,16.0,21.0,1.0,7.0,6.0,4.0,4.0,90.0,34.0,7.5,11.0,0.0001483,0,1.6247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450205,home,AS Monaco,Vanderson,Vanderson,,vanderson,Vanderson,D,2,173,6111,M,1090694,EUR,993081600,D,2,2,False,47.0,37.0,10.0,4.0,1.0,24.0,29.0,13.0,18.0,7.0,,,90.0,78.0,8.2,16.0,0.271185,1,,2.0,4.0,7.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,2.0,0.0291,0.0607,2.0,,,,,,,,,,,,,,,,,,,,
12450205,home,AS Monaco,Wilfried Singo,,,wilfried-singo,W. Singo,D,90,190,12125,M,978285,EUR,977702400,D,17,17,False,65.0,56.0,9.0,3.0,0.0,37.0,41.0,19.0,24.0,6.0,,,90.0,81.0,7.3,9.0,0.0147575,1,,3.0,4.0,8.0,,,,,1.0,5.0,2.0,,,,5.0,0.0615,0.1604,,stephane_singo,1.0,3.0,,,,,,,,,,,,,,,,,
12450205,home,AS Monaco,Thilo Kehrer,,,thilo-kehrer,T. Kehrer,D,5,186,1925,M,281277,EUR,843264000,D,5,5,False,45.0,43.0,4.0,4.0,0.0,29.0,29.0,14.0,16.0,3.0,,,89.0,51.0,6.9,2.0,0.00366169,0,,,1.0,,,,,,,2.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
12450205,home,AS Monaco,Caio Henrique,,,caio-henrique,C. Henrique,D,12,178,3679,M,845170,EUR,870307200,D,12,12,False,37.0,26.0,6.0,,0.0,12.0,14.0,15.0,27.0,4.0,,,90.0,64.0,7.1,19.0,0.033568,0,,1.0,1.0,4.0,1.0,,1.0,,,7.0,,2.0,1.0,2.0,,,,,,,,4.0,1.0,1.0,1.0,,,,,,,,,,,,,
12450205,home,AS Monaco,Maghnes Akliouche,,,maghnes-akliouche,M. Akliouche,M,11,183,5917,M,1130939,EUR,1014595200,M,11,11,False,32.0,27.0,3.0,2.0,0.0,10.0,10.0,17.0,25.0,5.0,,,90.0,50.0,6.6,12.0,0.0122831,3,,,6.0,3.0,2.0,,3.0,,1.0,,1.0,2.0,2.0,1.0,1.0,0.4726,0.4652,,,1.0,,3.0,,,,1.0,1.0,1.0,,,,,,,,,,
12450205,home,AS Monaco,Denis Zakaria,,,denis-zakaria,D. Zakaria,M,6,191,3221,M,770677,EUR,848448000,M,6,6,False,32.0,28.0,3.0,1.0,1.0,16.0,16.0,12.0,16.0,10.0,,,90.0,49.0,8.5,8.0,0.249245,1,,1.0,3.0,7.0,,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,0.7884,0.9912,1.0,,,1.0,,,,,,,,True,1.0,,,,,,,,
12450205,home,AS Monaco,Lamine Camara,Lamine Camara,,camara-lamine,L. Camara,M,15,174,20442,M,1389846,EUR,1072915200,M,15,15,False,47.0,43.0,9.0,7.0,0.0,18.0,19.0,28.0,33.0,6.0,,,85.0,65.0,8.1,8.0,0.277489,1,,,2.0,4.0,1.0,1.0,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0261,0.0843,3.0,lamine_camara_5,,,5.0,3.0,,,,,,,,,,,,,,,
12450205,home,AS Monaco,Takumi Minamino,,,takumi-minamino,T. Minamino,M,18,174,8866,M,155818,EUR,790214400,M,18,18,False,22.0,19.0,,,0.0,6.0,7.0,13.0,16.0,3.0,,,70.0,38.0,7.4,9.0,0.0410939,3,,1.0,5.0,2.0,2.0,2.0,1.0,,1.0,1.0,,,,2.0,1.0,0.4761,0.9865,1.0,Minamino,,,1.0,,,,,2.0,,,1.0,,,,,,,,
12450205,home,AS Monaco,Mika Biereth,Mika Biereth,,mika-biereth,M. Biereth,F,14,187,5335,M,1083007,EUR,1044662400,F,14,14,False,9.0,2.0,,,0.0,,1.0,2.0,8.0,,,,70.0,17.0,6.8,10.0,0.00288663,2,,1.0,1.0,2.0,,,,,1.0,,,1.0,1.0,1.0,,0.1731,0.1923,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,
