match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,captain,stat_totalContest,stat_wonTackle,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_bigChanceCreated
13981461,home,Fiorentina,David De Gea,,,david-de-gea,D. De Gea,G,43,192,23723,M,d_degea,69378,EUR,657936000,G,43,43,False,30.0,21.0,13.0,5.0,0.0,19.0,22.0,2.0,8.0,7.0,1.0,5.0,90.0,40.0,6.9,9.0,0.00076499,0.4573,0,-0.8638,0.06,-0.02,-0.14,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981461,home,Fiorentina,Dodô,,,dodo,Dodô,D,2,166,3348,M,,822518,EUR,911260800,D,2,2,False,35.0,27.0,5.0,2.0,0.0,15.0,18.0,12.0,17.0,6.0,,,90.0,48.0,6.2,13.0,0.0100471,,0,,-0.04,0.15,-0.38,,2.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
13981461,home,Fiorentina,Marin Pongračić,,,marin-pongracic,M. Pongračić,D,5,193,2505,M,,847467,EUR,873936000,D,5,5,False,39.0,33.0,4.0,2.0,0.0,23.0,24.0,10.0,15.0,6.0,,,90.0,53.0,6.9,6.0,0.0595171,,0,,0.34,0.13,0.13,,,,1.0,3.0,4.0,,6.0,2.0,2.0,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,
13981461,home,Fiorentina,Luca Ranieri,,,luca-ranieri,L. Ranieri,D,6,187,1115,M,,893998,EUR,924825600,D,6,6,False,39.0,31.0,10.0,7.0,0.0,18.0,19.0,13.0,20.0,4.0,,,77.0,46.0,6.8,11.0,0.0103913,,0,,0.27,0.07,-0.19,,1.0,,1.0,2.0,3.0,,1.0,,2.0,,,1.0,,True,1.0,2.0,,,,,,,,,,,,,,,,,
13981461,home,Fiorentina,Robin Gosens,,,robin-gosens,R. Gosens,D,21,183,3165,M,,377118,EUR,773366400,D,21,21,False,29.0,22.0,5.0,2.0,0.0,13.0,18.0,9.0,11.0,2.0,,,90.0,54.0,6.2,12.0,0.0130073,,0,,-0.01,0.1,-0.32,,3.0,4.0,2.0,5.0,5.0,,2.0,1.0,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
13981461,home,Fiorentina,Tariq Lamptey,,,lamptey-tariq,T. Lamptey,D,48,165,4021,M,TariqLamptey,914691,EUR,970272000,M,48,48,False,3.0,2.0,,,0.0,2.0,2.0,,1.0,,,,22.0,6.0,6.6,3.0,5.09e-05,,0,,-0.04,0.03,0.13,,,,,,1.0,,,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,
13981461,home,Fiorentina,Hans Nicolussi Caviglia,,,hans-nicolussi-caviglia,H. N. Caviglia,M,41,184,1622,M,,876259,EUR,961286400,M,14,14,False,35.0,28.0,2.0,,0.0,18.0,20.0,10.0,15.0,8.0,,,90.0,55.0,7.0,13.0,0.115869,,1,,0.25,0.27,-0.06,,3.0,,1.0,6.0,9.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,,,1.0,3.0,1.0,2.0,1.0,0.017,1.0,-0.05,,,,,,,,,,,
13981461,home,Fiorentina,Rolando Mandragora,,,rolando-mandragora,R. Mandragora,M,8,183,2103,M,,548178,EUR,867542400,M,8,8,False,20.0,14.0,6.0,,0.0,9.0,9.0,5.0,11.0,,,,62.0,37.0,7.9,11.0,0.027247,,3,,0.12,-0.09,0.14,,2.0,1.0,,3.0,5.0,1.0,1.0,1.0,4.0,3.0,,,,,1.0,1.0,1.0,1.0,,0.274,2.0,0.57,1.0,1.0,2.0,1.0,0.4445,,,,,,
13981461,home,Fiorentina,Jacopo Fazzini,,,jacopo-fazzini,J. Fazzini,F,22,178,840,M,,1012179,EUR,1047772800,M,22,22,False,12.0,11.0,,,0.0,3.0,3.0,8.0,9.0,3.0,,,62.0,28.0,6.3,8.0,0.0392912,,0,,0.07,0.13,-0.05,,1.0,1.0,,10.0,4.0,1.0,,2.0,3.0,1.0,1.0,2.0,,,3.0,3.0,1.0,3.0,,,,,,,,,,,,,,,
13981461,home,Fiorentina,Roberto Piccoli,,,roberto-piccoli,R. Piccoli,F,91,190,1557,M,,958982,EUR,980553600,F,91,91,False,9.0,6.0,,,0.0,2.0,2.0,4.0,7.0,3.0,,,77.0,22.0,5.9,8.0,0.00576711,,1,,-0.31,0.17,-0.02,,,6.0,1.0,9.0,2.0,,,2.0,,3.0,1.0,1.0,,,1.0,,,1.0,1.0,0.0357,,-0.19,,,,,,,,,,,
