match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_fouls,stat_keyPass,stat_blockedScoringAttempt,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_lastManTackle
12530738,home,Bodrum FK,George Pușcaș,george-puscas,G. Pușcaș,F,,187,1438,M,190319,EUR,828921600,F,9,9,False,17.0,13.0,,,0.0,4.0,5.0,9.0,12.0,1.0,1.0,,,,85.0,29.0,7.4,11.0,0.0308783,1,,,,,,,2.0,2.0,4.0,,,2.0,1.0,,1.0,,5.0,0.6409,0.732,,,,,,1.0,,1.0,,,,1.0,,
12530738,home,Bodrum FK,Enis Bardhi,enis-bardhi,E. Bardhi,M,10,172,1009,M,355024,EUR,804643200,M,10,10,True,11.0,10.0,3.0,2.0,0.0,1.0,1.0,9.0,10.0,1.0,2.0,,,,20.0,15.0,6.6,3.0,0.024171,0,,,,,,,,2.0,1.0,1.0,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,
12530738,home,Bodrum FK,Zdravko Dimitrov,zdravko-dimitrov,Z. Dimitrov,M,22,180,222,M,871342,EUR,903916800,F,7,7,True,9.0,6.0,,,0.0,5.0,5.0,1.0,5.0,,2.0,,,,19.0,22.0,6.3,11.0,0.0019483,0,,,,,1.0,,,3.0,2.0,,,2.0,1.0,,,,4.0,,,3.0,,,,,,,,,,,,,
12530738,home,Bodrum FK,Gökdeniz Bayrakdar,gokdeniz-bayrakdar,G. Bayrakdar,F,41,181,144,M,952564,EUR,1006473600,F,41,41,True,2.0,2.0,,,0.0,2.0,2.0,,,,1.0,,,,10.0,3.0,6.5,1.0,3.897e-05,0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,
12530738,home,Bodrum FK,Uzeyir Ergun,uzeyir-ergun,U. Ergun,D,23,178,29,M,996122,EUR,720835200,D,23,23,True,1.0,,1.0,,0.0,,,,1.0,,,,,,1.0,1.0,,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530738,home,Bodrum FK,Christophe Herelle,christophe-herelle,C. Herelle,D,4,188,65,M,225092,EUR,714441600,D,29,29,True,,,,,0.0,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530738,home,Bodrum FK,Kerem Yusuf Ersunar,ersunar-kerem-yusuf,K. Y. Ersunar,G,22,189,23,M,1091747,EUR,1055116800,G,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530738,home,Bodrum FK,Ege Bilsel,ege-bilsel,E. Bilsel,D,70,175,74,M,1011244,EUR,1073174400,F,70,70,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530738,home,Bodrum FK,Erkan Degismez,erkan-degismez,E. Degismez,M,,180,9,M,130493,EUR,525484800,M,4,4,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530738,home,Bodrum FK,Pedro Brazão,pedro-brazao,P. Brazão,M,10,172,167,M,981535,EUR,1041206400,M,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530738,home,Bodrum FK,Celal Dumanli,celal-dumanli,C. Dumanli,F,48,189,27,M,903334,EUR,767491200,F,48,48,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530738,away,Hatayspor,Visar Bekaj,visar-bekaj,V. Bekaj,G,1,191,221,M,890652,EUR,864432000,G,12,12,False,23.0,19.0,8.0,4.0,0.0,19.0,21.0,,2.0,1.0,13.0,3.0,3.0,1.0,90.0,38.0,7.1,4.0,0.00010843,0,0.3858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
12530738,away,Hatayspor,Selimcan Temel,selimcan-temel,S. Temel,M,,173,17,M,1003319,EUR,959385600,D,16,16,False,24.0,15.0,7.0,2.0,0.0,5.0,7.0,10.0,17.0,5.0,,,,,59.0,47.0,6.4,13.0,0.0109736,0,,,,,,,2.0,3.0,2.0,1.0,2.0,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,
12530738,away,Hatayspor,Francisco Calvo,francisco-calvo,F. Calvo,D,5,181,677,M,156400,EUR,710553600,D,4,4,False,57.0,52.0,8.0,7.0,0.0,42.0,46.0,10.0,11.0,7.0,10.0,,,,90.0,77.0,7.0,11.0,0.00517664,0,,,,,,1.0,,4.0,4.0,2.0,2.0,1.0,1.0,2.0,,,4.0,,,1.0,1.0,,,,1.0,,,,,1.0,,,1.0
12530738,away,Hatayspor,Cengiz Demir,demir-cengiz,C. Demir,D,5,186,15,M,1015360,EUR,987552000,D,27,27,False,39.0,30.0,11.0,2.0,0.0,20.0,22.0,10.0,17.0,7.0,,,,,90.0,60.0,7.3,10.0,0.003282,1,,,,,,1.0,1.0,1.0,4.0,,5.0,2.0,1.0,1.0,,1.0,1.0,0.0638,,,,,1.0,,,,,,,,,,
12530738,away,Hatayspor,Cemali Sertel,sertel-cemali,C. Sertel,D,19,186,55,M,929956,EUR,947116800,D,88,88,False,30.0,23.0,4.0,1.0,0.0,13.0,17.0,12.0,18.0,4.0,7.0,,,,90.0,60.0,6.8,17.0,0.0656798,1,,,,,5.0,1.0,,5.0,3.0,1.0,,2.0,2.0,,1.0,,,0.0109,0.0115,1.0,1.0,,,2.0,2.0,,1.0,,,,,,
12530738,away,Hatayspor,Chandrel Massanga,chandrel-massanga,C. Massanga,M,8,172,201,M,1083138,EUR,934848000,M,8,8,False,42.0,32.0,7.0,5.0,0.0,16.0,17.0,17.0,26.0,1.0,4.0,,,,90.0,54.0,6.8,14.0,0.267199,1,,Chandrel Massanga,,,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,0.0154,0.028,,,,,1.0,2.0,,,1.0,,,,,
12530738,away,Hatayspor,Abdulkadir Parmak,abdulkadir-parmak,A. Parmak,M,20,176,57,M,344225,EUR,788572800,M,6,6,False,34.0,27.0,,,0.0,16.0,18.0,11.0,16.0,1.0,4.0,,,,90.0,51.0,7.0,12.0,0.0654975,1,,,,True,,1.0,1.0,1.0,6.0,,3.0,1.0,,3.0,,,3.0,0.0207,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,
12530738,away,Hatayspor,Funsho Bamgboye,funsho-bamgboye,F. Bamgboye,M,7,173,115,M,822469,EUR,915840000,M,7,7,False,34.0,20.0,1.0,,0.0,9.0,14.0,11.0,21.0,2.0,5.0,,,,90.0,57.0,6.4,21.0,0.0366099,0,,,,,1.0,,,7.0,5.0,1.0,1.0,3.0,1.0,2.0,,,2.0,,,3.0,,,,,,,3.0,1.0,,,,,
12530738,away,Hatayspor,Görkem Sağlam,gorkem-saglam,G. Sağlam,M,61,175,118,M,795001,EUR,892252800,M,5,5,False,38.0,31.0,5.0,2.0,0.0,14.0,14.0,19.0,30.0,,7.0,,,,79.0,55.0,6.5,18.0,0.132579,1,,,,,6.0,,,8.0,1.0,1.0,1.0,1.0,1.0,,,,3.0,0.0181,,1.0,,,1.0,2.0,2.0,,5.0,1.0,,,,,
12530738,away,Hatayspor,Joelson Fernandes,joelson-fernandes,J. Fernandes,M,11,172,481,M,1032547,EUR,1046390400,M,77,77,False,14.0,10.0,,,0.0,5.0,6.0,5.0,10.0,1.0,5.0,,,,90.0,35.0,6.3,15.0,0.00263154,1,,Joelson Mendes,,,2.0,1.0,,7.0,5.0,,,2.0,1.0,2.0,,,6.0,0.0228,,4.0,1.0,,1.0,,,,3.0,,,,,,
12530738,away,Hatayspor,Carlos Strandberg,carlos-strandberg,C. Strandberg,F,10,187,170,M,333423,EUR,829440000,F,10,10,False,19.0,10.0,1.0,,0.0,,3.0,10.0,17.0,,,,,,90.0,26.0,6.6,12.0,0.0217158,1,,,,,1.0,3.0,2.0,4.0,2.0,,,,,,,,1.0,0.0559,,,,,,,1.0,,,1.0,1.0,1.0,,,
12530738,away,Hatayspor,Bilal Boutobba,bilal-boutobba,B. Boutobba,M,98,172,465,M,769163,EUR,904348800,M,98,98,True,15.0,13.0,,,0.0,7.0,7.0,7.0,12.0,,3.0,,,,31.0,25.0,6.4,9.0,0.0281859,0,,,,,4.0,,,3.0,,1.0,,,,,,,2.0,,,1.0,,,,1.0,1.0,,,,,,,,
12530738,away,Hatayspor,Jonathan Okoronkwo,jonathan-okoronkwo,J. Okoronkwo,F,10,175,164,M,1188543,EUR,1063411200,F,11,11,True,2.0,,,,0.0,,,,2.0,,,,,,11.0,3.0,6.3,2.0,,1,,Jonathan Okoronkwo,,,,,,,,,,,,,1.0,,,0.4811,0.5334,,,1.0,,,,,,,,,,,
12530738,away,Hatayspor,Emir Dadük,emir-daduk,E. Dadük,G,78,191,24,M,1618350,EUR,1202860800,G,78,78,True,,,,,,,,,,,,,,,,,,,,0,,Emir Dadük,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530738,away,Hatayspor,Demir Sarıcalı,demir-saricali,D. Sarıcalı,G,34,195,19,M,1548585,EUR,1104537600,G,34,34,True,,,,,,,,,,,,,,,,,,,,0,,Demir Saricali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530738,away,Hatayspor,Yigit Ali Buz,yigit-ali-buz,Y. A. Buz,D,95,188,15,M,2010670,EUR,1174521600,D,95,95,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530738,away,Hatayspor,Ali Yıldız,ali-yildiz,A. Yıldız,M,20,173,28,M,1516749,EUR,1173657600,F,25,25,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530738,away,Hatayspor,Baran Sarka,baran-sarka,B. Sarka,M,6,176,15,M,1521046,EUR,992217600,M,23,23,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530738,away,Hatayspor,Deniz Aksoy,deniz-aksoy,D. Aksoy,F,9,170,8,M,2026680,EUR,1173657600,F,94,94,True,,,,,,,,,,,,,,,,,,,,0,,Deniz,Aksoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
