match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,player_firstName,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_expectedGoals,stat_shotValueNormalized,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_clearanceOffLine
14025053,home,Chelsea,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18379,M,RS1,920546,EUR,879811200,G,1,1,False,34.0,24.0,12.0,2.0,0.0,22.0,24.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,4.0,1.0,1.0,1.0,90.0,43.0,6.8,10.0,0.00100697,0.0794,0,0.2606,0.04,0.02,0.23,0.09,3.09,0.9,0.17,0.04,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025053,home,Chelsea,Reece James,reece-james,R. James,D,24,180,49594,M,ReeceJ,885908,EUR,944611200,D,24,24,False,70.0,64.0,9.0,5.0,0.0,32.0,33.0,32.0,37.0,,1.0,3.0,3.0,2.0,6.0,,,,,,79.0,95.0,7.8,12.0,0.187774,,0,,0.51,0.19,0.18,,2.89,3.25,0.81,0.42,0.3,,,True,6.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,
14025053,home,Chelsea,Josh Acheampong,josh-acheampong,J. Acheampong,D,34,190,13787,M,joshkofi2,1403050,EUR,1146787200,D,34,34,False,93.0,87.0,4.0,,0.0,66.0,69.0,21.0,24.0,2.0,5.0,3.0,11.0,5.0,4.0,,,,,,90.0,107.0,7.5,6.0,0.00768198,,1,,-0.07,0.27,0.17,,3.17,4.92,0.96,0.26,0.1,Josh Acheampong,,,,,,1.0,2.0,2.0,,2.0,,,1.0,2.0,2.0,1.0,1.0,0.0919,-0.43,,,,,,,
14025053,home,Chelsea,Trevoh Chalobah,trevoh-chalobah,T. Chalobah,D,23,190,14453,M,yungchalobah,826134,EUR,931132800,D,23,23,False,101.0,92.0,8.0,4.0,0.0,48.0,52.0,44.0,49.0,2.0,2.0,4.0,4.0,7.0,3.0,,,,,,90.0,117.0,7.4,11.0,0.0327359,,1,,0.29,0.24,0.26,,3.09,4.87,1.27,0.35,0.13,,,,1.0,,,1.0,,,1.0,1.0,2.0,,,1.0,1.0,,,0.0898,0.0,1.0,1.0,1.0,,,,
14025053,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175,37239,M,cucurella3,794939,EUR,901065600,D,3,3,False,42.0,38.0,3.0,2.0,0.0,20.0,21.0,18.0,21.0,3.0,3.0,5.0,7.0,,4.0,,,,,,90.0,60.0,7.2,5.0,0.104277,,2,,0.31,0.13,-0.11,,2.93,5.54,1.44,0.74,0.25,,,,,,,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,,,,,0.1131,-0.38,,1.0,1.0,1.0,1.0,,
14025053,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177,121227,M,Enzo8,974505,EUR,979689600,M,8,8,False,37.0,31.0,3.0,1.0,0.0,11.0,12.0,20.0,25.0,,1.0,1.0,1.0,,,,,,,,79.0,42.0,6.8,9.0,0.10298,,0,,0.22,0.1,-0.05,,2.69,3.92,1.29,0.73,0.18,,,,1.0,,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,
14025053,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,67.0,63.0,4.0,4.0,0.0,30.0,30.0,33.0,37.0,1.0,1.0,3.0,8.0,1.0,1.0,,,,,,90.0,84.0,7.7,5.0,0.0350279,,1,,0.25,0.22,0.22,,3.43,4.24,1.11,0.31,0.1,,,,,,1.0,3.0,5.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,0.0397,0.0,,,2.0,,,,
14025053,home,Chelsea,Pedro Neto,pedro-neto,P. Neto,M,7,172,39913,M,pedroneto_30,879349,EUR,952560000,M,7,7,False,31.0,30.0,1.0,1.0,0.0,4.0,4.0,26.0,27.0,,,2.0,5.0,,4.0,,,,,,90.0,59.0,7.3,17.0,0.360714,,1,,0.57,0.24,-0.01,,3.76,3.36,1.07,0.49,0.45,,,,12.0,3.0,,1.0,1.0,,5.0,1.0,,2.0,,5.0,3.0,1.0,,0.0297,-0.05,,,,,,,
14025053,home,Chelsea,Cole Palmer,cole-palmer,C. Palmer,M,10,185,363781,M,ColdPalmer,982780,EUR,1020643200,M,10,10,False,33.0,26.0,2.0,1.0,0.0,7.0,8.0,19.0,25.0,,,3.0,2.0,,4.0,,,,,,90.0,47.0,6.6,14.0,0.0339266,,4,,-0.19,0.34,-0.04,,3.84,4.39,1.22,0.49,0.13,,,,4.0,,,,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,3.0,,0.172,-0.18,,1.0,,,,,
14025053,home,Chelsea,Jamie Gittens,jamie-bynoe-gittens,J. Gittens,M,11,178,23991,M,jbgittens,1140599,EUR,1091923200,M,11,11,False,14.0,14.0,,,0.0,3.0,3.0,11.0,11.0,1.0,1.0,6.0,4.0,1.0,1.0,,,,,,54.0,28.0,6.7,7.0,0.0700653,,2,,0.15,0.11,0.16,,1.72,2.78,1.01,0.38,0.24,,,,,,,,1.0,,4.0,,2.0,2.0,,5.0,2.0,2.0,,0.0657,0.01,,,,,,,
