match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_fouls,captain,stat_dispossessed,stat_outfielderBlock,stat_keyPass,player_firstName,player_lastName,stat_shotOffTarget,stat_lastManTackle,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,stat_goalAssist,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals
10389759,home,Paris Saint-Germain,Gianluigi Donnarumma,gianluigi-donnarumma,G. Donnarumma,G,25,196,69953,M,donnarumma,824509,EUR,919900800,G,99,99,False,8.0,7.0,1.0,7.0,8.0,3.0,1.0,2.0,1.0,3.0,90.0,16.0,5.7,1.0,0.0,0.0,3.626e-05,0,-1.4978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389759,home,Paris Saint-Germain,Danilo Pereira,danilo-pereira,D. Pereira,D,2,187,4067,M,DaniloP,99545,EUR,684374400,D,15,15,False,72.0,69.0,3.0,25.0,25.0,5.0,,,,,90.0,88.0,7.6,5.0,0.0673,0.3292,0.0349601,1,,2.0,44.0,48.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10389759,home,Paris Saint-Germain,Sergio Ramos,sergio-ramos,S. Ramos,D,93,184,68934,M,SergioRamos,10710,EUR,512524800,D,4,4,False,83.0,79.0,4.0,35.0,38.0,8.0,,,,,90.0,90.0,6.4,4.0,0.0,0.0,0.0322764,0,,4.0,44.0,45.0,,2.0,2.0,,,,,5.0,,,,,,1.0,5.0,2.0,2.0,,,,,,,,,,,,,,,
10389759,home,Paris Saint-Germain,Marquinhos,marquinhos,Marquinhos,D,5,183,36538,M,marquinhosm5,155995,EUR,768873600,D,5,5,False,68.0,63.0,2.0,32.0,34.0,3.0,,,,,76.0,82.0,7.0,6.0,0.0,0.0,0.0341596,0,,2.0,31.0,34.0,,1.0,3.0,,,,,3.0,1.0,2.0,2.0,,,2.0,4.0,,1.0,True,1.0,2.0,1.0,,,,,,,,,,,
10389759,home,Paris Saint-Germain,Nordi Mukiele,nordi-mukiele,N. Mukiele,D,20,185,6353,M,,780014,EUR,878342400,M,26,26,False,27.0,21.0,,2.0,2.0,1.0,,,,,71.0,41.0,6.6,10.0,0.037,0.0,0.0778328,1,,,19.0,26.0,1.0,1.0,4.0,1.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,,4.0,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,,,
10389759,home,Paris Saint-Germain,Vitinha,vitinha,Vitinha,M,17,172,50484,M,vitinha,902029,EUR,950400000,M,17,17,False,82.0,78.0,1.0,18.0,18.0,2.0,,,,,90.0,93.0,6.4,9.0,0.0341,0.3062,0.13875,1,,1.0,60.0,65.0,1.0,,2.0,2.0,,1.0,,,1.0,2.0,1.0,1.0,,,7.0,5.0,,,,,1.0,,,,,,,,,,,
10389759,home,Paris Saint-Germain,Warren Zaïre-Emery,warren-zaire-emery,W. Zaïre-Emery,M,33,178,16154,M,wzairemery6,1142672,EUR,1141776000,M,33,33,False,88.0,85.0,2.0,27.0,28.0,5.0,,,,,86.0,99.0,6.5,6.0,0.0965,0.0341,0.0537812,1,,2.0,58.0,60.0,,1.0,4.0,1.0,,1.0,,,1.0,2.0,2.0,,1.0,,8.0,4.0,1.0,,2.0,,,,,,,,,,,,,
10389759,home,Paris Saint-Germain,Fabián Ruiz,fabian-ruiz,F. Ruiz,M,8,189,21859,M,fabianruiz52,784655,EUR,828489600,M,8,8,False,112.0,105.0,3.0,41.0,41.0,12.0,,,,,90.0,132.0,7.1,10.0,0.0,0.0,0.0699717,0,,2.0,64.0,71.0,,,5.0,2.0,2.0,,,2.0,,3.0,3.0,3.0,,1.0,5.0,2.0,2.0,,,,2.0,,,,,,,,,,,
10389759,home,Paris Saint-Germain,Nuno Mendes,nuno-mendes,N. Mendes,D,25,180,37370,M,nunomendes_5,989768,EUR,1024444800,M,25,25,False,56.0,49.0,,9.0,11.0,7.0,,,,,90.0,79.0,7.6,16.0,0.0425,0.1172,0.0601314,1,,,40.0,49.0,4.0,,4.0,1.0,,1.0,,,,3.0,1.0,2.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,
10389759,home,Paris Saint-Germain,Lionel Messi,lionel-messi,L. Messi,F,10,169,2023630,M,LM10,12994,EUR,551491200,F,30,30,False,74.0,61.0,1.0,9.0,9.0,3.0,,,,,90.0,108.0,8.2,30.0,0.6279,1.4088,0.55189,7,,1.0,53.0,69.0,4.0,,8.0,15.0,8.0,4.0,1.0,,,,,1.0,,,14.0,1.0,,,6.0,,2.0,,,1.0,,1.0,2.0,,,,,
