match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_goalAssist,stat_totalCross,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_keyPass,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_fouls,stat_expectedGoals,captain,stat_aerialLost,stat_wasFouled,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_punches,stat_hitWoodwork
11352586,home,Nottingham Forest,Matt Turner,matt-turner,M. Turner,G,30,190,1518,M,833943,EUR,772416000,G,1,1,False,38.0,21.0,25.0,9.0,15.0,19.0,6.0,19.0,1.0,1.0,1.0,11.0,1.0,3.0,2.0,4.0,1.0,1.0,90.0,51.0,6.8,17.0,0.0008899,0,-0.2774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352586,home,Nottingham Forest,Gonzalo Montiel,gonzalo-montiel,G. Montiel,D,29,175,8927,M,822933,EUR,852076800,D,29,29,False,32.0,26.0,2.0,1.0,11.0,13.0,15.0,21.0,,,4.0,5.0,,,,,,,74.0,41.0,7.4,9.0,0.175095,0,,gonzalo_montiel29,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11352586,home,Nottingham Forest,Moussa Niakhaté,moussa-niakhate,M. Niakhaté,D,19,190,8301,M,758168,EUR,826243200,D,19,19,False,50.0,44.0,5.0,,34.0,34.0,10.0,18.0,1.0,6.0,2.0,6.0,,,,,,,90.0,63.0,7.2,10.0,0.00629199,0,,niakhate,,2.0,,,,,,1.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,
11352586,home,Nottingham Forest,Murillo,murillo,Murillo,D,5,180,9781,M,1199282,EUR,1025740800,D,40,40,False,49.0,41.0,9.0,4.0,23.0,27.0,19.0,23.0,,,6.0,5.0,,,,,,,90.0,67.0,6.5,13.0,0.0070745,1,,murillosantiago40,,1.0,4.0,,,2.0,,1.0,,,,,Murillo,,1.0,2.0,1.0,1.0,1.0,0.0715,,,,,,,,,,
11352586,home,Nottingham Forest,Ola Aina,ola-aina,O. Aina,D,34,182,4052,M,800417,EUR,844732800,D,43,43,False,27.0,20.0,3.0,2.0,10.0,13.0,10.0,14.0,,6.0,3.0,4.0,,,,,,,87.0,51.0,6.8,13.0,0.0114449,0,,,,,4.0,,,3.0,1.0,3.0,1.0,,5.0,2.0,,,,,,1.0,2.0,,,,,,,,,,,
11352586,home,Nottingham Forest,Ryan Yates,ryan-yates,R. Yates,M,22,190,881,M,846252,EUR,880070400,M,22,22,False,55.0,46.0,2.0,1.0,24.0,28.0,22.0,27.0,,9.0,1.0,7.0,,,,,,,90.0,71.0,7.0,12.0,0.0218237,1,,,,,6.0,3.0,,3.0,,,,1.0,5.0,3.0,,,,,1.0,,2.0,0.091,True,2.0,4.0,,,,,,,
11352586,home,Nottingham Forest,Danilo,danilo,Danilo,M,8,177,5250,M,1064039,EUR,988502400,M,28,28,False,37.0,31.0,6.0,4.0,17.0,21.0,14.0,16.0,,4.0,1.0,6.0,,,,,,,87.0,52.0,6.8,8.0,0.0173592,1,,Danilo,,,2.0,1.0,,,,1.0,,,3.0,2.0,,,,,,2.0,,0.028,,,1.0,1.0,,,,,,
11352586,home,Nottingham Forest,Anthony Elanga,anthony-elanga,A. Elanga,M,20,178,10434,M,979232,EUR,1019865600,M,21,21,False,25.0,20.0,,,6.0,8.0,14.0,20.0,1.0,11.0,1.0,4.0,,,,,,,87.0,47.0,7.6,10.0,0.1163,0,,anthonyelanga,1.0,3.0,8.0,3.0,,,3.0,4.0,2.0,,5.0,3.0,,,,,,1.0,1.0,,,2.0,3.0,,,,,,,
11352586,home,Nottingham Forest,Morgan Gibbs-White,morgan-gibbs-white,M. Gibbs-White,M,10,171,6974,M,865912,EUR,948931200,M,10,10,False,33.0,24.0,4.0,1.0,12.0,17.0,13.0,22.0,1.0,3.0,,8.0,,,,,,,90.0,53.0,7.1,19.0,0.053242,1,,Morgangibbs27,,6.0,6.0,,,1.0,1.0,1.0,,,1.0,,,,1.0,3.0,,,1.0,0.1685,,1.0,1.0,,1.0,1.0,1.0,0.4012,,
11352586,home,Nottingham Forest,Nicolás Domínguez,nicolas-dominguez,N. Domínguez,M,16,179,3183,M,871765,EUR,898992000,M,16,16,False,22.0,20.0,3.0,3.0,7.0,7.0,13.0,16.0,,2.0,2.0,4.0,,,,,,,79.0,42.0,7.6,6.0,0.0175763,3,,,,1.0,4.0,2.0,,2.0,,1.0,,,2.0,2.0,,,,,,,,0.2944,,1.0,,2.0,1.0,1.0,,0.6097,,
11352586,home,Nottingham Forest,Chris Wood,chris-wood,C. Wood,F,11,191,7494,M,50480,EUR,692064000,F,11,11,False,18.0,11.0,,,5.0,7.0,6.0,11.0,6.0,7.0,,,,,,,,,90.0,26.0,6.8,10.0,0.00324327,1,,wodsy39,,,3.0,,,3.0,,,,,,,,,,,1.0,,,0.0419,,3.0,1.0,,,,,,,
11352586,home,Nottingham Forest,Neco Williams,williams-neco,N. Williams,D,3,183,3198,M,927356,EUR,987120000,D,7,7,True,8.0,5.0,,,3.0,3.0,2.0,6.0,,2.0,1.0,2.0,,,,,,,16.0,15.0,6.6,4.0,0.00037122,0,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,
11352586,home,Nottingham Forest,Callum Hudson-Odoi,callum-hudson-odoi,C. Hudson-Odoi,M,7,177,9224,M,867442,EUR,973555200,F,14,14,True,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,,11.0,4.0,6.4,2.0,0.00139368,0,,Calteck10,,1.0,2.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
11352586,home,Nottingham Forest,Harry Toffolo,harry-toffolo,H. Toffolo,D,15,183,338,M,358218,EUR,808790400,D,15,15,True,,,,,,,,,,,1.0,,,,,,,,14.0,3.0,6.5,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352586,home,Nottingham Forest,Willy Boly,willy-boly,W. Boly,D,30,195,1884,M,139310,EUR,665539200,D,30,30,True,1.0,,,,,1.0,,,,,2.0,,,,,,,,14.0,3.0,6.6,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352586,home,Nottingham Forest,Orel Mangala,orel-mangala,O. Mangala,M,5,178,1576,M,793988,EUR,890179200,M,5,5,True,1.0,,,,,,,1.0,,,,,,,,,,,14.0,1.0,6.4,1.0,,0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
11352586,home,Nottingham Forest,Odysseas Vlachodimos,odysseas-vlachodimos,O. Vlachodimos,G,1,191,2909,M,138149,EUR,767318400,G,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352586,home,Nottingham Forest,Joe Worrall,joe-worrall,J. Worrall,D,4,193,320,M,838399,EUR,852854400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352586,home,Nottingham Forest,Nuno Tavares,nuno-tavares,N. Tavares,D,17,185,4853,M,944973,EUR,948844800,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,0,,nuno_tavares71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
